"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","ECO_NAME"
"25.5423","Juniperus communis var. depressa","Juniperus","Juniperus communis","var.","depressa","Aspen Parkland"
"25.5428","Larix laricina","Larix","Larix laricina","","","Aspen Parkland"
"25.5432","Monotropa uniflora","Monotropa","Monotropa uniflora","","","Aspen Parkland"
"25.5437","Opuntia fragilis","Opuntia","Opuntia fragilis","","","Aspen Parkland"
"25.5444","Maianthemum racemosum","Maianthemum","Maianthemum racemosum","","","Aspen Parkland"
"25.5449","Lactuca pulchella","Lactuca","Lactuca pulchella","","","Aspen Parkland"
"25.5469","Opuntia polyacantha","Opuntia","Opuntia polyacantha","","","Aspen Parkland"
"25.5500","Linum rigidum","Linum","Linum rigidum","","","Aspen Parkland"
"25.5674","Lathyrus palustris","Lathyrus","Lathyrus palustris","","","Aspen Parkland"
"25.5776","Juniperus scopulorum","Juniperus","Juniperus scopulorum","","","Aspen Parkland"
"25.5850","Lupinus polyphyllus","Lupinus","Lupinus polyphyllus","","","Aspen Parkland"
"25.5912","Lomatium macrocarpum","Lomatium","Lomatium macrocarpum","","","Aspen Parkland"
"25.6053","Leymus innovatus","Leymus","Leymus innovatus","","","Aspen Parkland"
"25.6347","Opuntia polyacantha var. polyacantha","Opuntia","Opuntia polyacantha","var.","polyacantha","Aspen Parkland"
"25.6354","Juniperus communis var. saxatilis","Juniperus","Juniperus communis","var.","saxatilis","Aspen Parkland"
"25.6498","Lomatium foeniculaceum","Lomatium","Lomatium foeniculaceum","","","Aspen Parkland"
"25.6561","Linum perenne","Linum","Linum perenne","","","Aspen Parkland"
"25.6567","Linum sulcatum","Linum","Linum sulcatum","","","Aspen Parkland"
"25.6613","Mahonia repens","Mahonia","Mahonia repens","","","Aspen Parkland"
"25.6629","Linum lewisii var. lewisii","Linum","Linum lewisii","var.","lewisii","Aspen Parkland"
"25.6689","Lathyrus venosus var. intonsus","Lathyrus","Lathyrus venosus","var.","intonsus","Aspen Parkland"
"25.6758","Monarda fistulosa var. menthifolia","Monarda","Monarda fistulosa","var.","menthifolia","Aspen Parkland"
"25.6853","Pinus contorta","Pinus","Pinus contorta","","","Aspen Parkland"
"25.6854","Pinus banksiana","Pinus","Pinus banksiana","","","Aspen Parkland"
"25.6855","Populus balsamifera","Populus","Populus balsamifera","","","Aspen Parkland"
"25.6856","Populus tremuloides","Populus","Populus tremuloides","","","Aspen Parkland"
"25.6858","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","Aspen Parkland"
"25.6859","Picea glauca","Picea","Picea glauca","","","Aspen Parkland"
"25.6866","Populus deltoides","Populus","Populus deltoides","","","Aspen Parkland"
"25.6871","Poa pratensis","Poa","Poa pratensis","","","Aspen Parkland"
"25.6874","Panicum virgatum","Panicum","Panicum virgatum","","","Aspen Parkland"
"25.6890","Poa palustris","Poa","Poa palustris","","","Aspen Parkland"
"25.6915","Picea mariana","Picea","Picea mariana","","","Aspen Parkland"
"25.6930","Panicum capillare","Panicum","Panicum capillare","","","Aspen Parkland"
"25.6931","Pinus resinosa","Pinus","Pinus resinosa","","","Aspen Parkland"
"25.6945","Physalis virginiana","Physalis","Physalis virginiana","","","Aspen Parkland"
"25.7126","Pinus flexilis","Pinus","Pinus flexilis","","","Aspen Parkland"
"25.7259","Poa pratensis subsp. pratensis","Poa","Poa pratensis","subsp.","pratensis","Aspen Parkland"
"25.7537","Poa nemoralis","Poa","Poa nemoralis","","","Aspen Parkland"
"25.7546","Poa cusickii subsp. pallida","Poa","Poa cusickii","subsp.","pallida","Aspen Parkland"
"25.7547","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Aspen Parkland"
"25.7548","Poa pratensis subsp. agassizensis","Poa","Poa pratensis","subsp.","agassizensis","Aspen Parkland"
"25.7554","Poa glauca","Poa","Poa glauca","","","Aspen Parkland"
"25.7556","Poa saltuensis","Poa","Poa saltuensis","","","Aspen Parkland"
"25.7557","Poa arida","Poa","Poa arida","","","Aspen Parkland"
"25.7561","Poa secunda","Poa","Poa secunda","","","Aspen Parkland"
"25.7563","Poa secunda subsp. secunda","Poa","Poa secunda","subsp.","secunda","Aspen Parkland"
"25.7584","Poa leptocoma","Poa","Poa leptocoma","","","Aspen Parkland"
"25.7622","Oxybasis rubra","Oxybasis","Oxybasis rubra","","","Aspen Parkland"
"25.7639","Populus deltoides subsp. monilifera","Populus","Populus deltoides","subsp.","monilifera","Aspen Parkland"
"25.7651","Physalis heterophylla","Physalis","Physalis heterophylla","","","Aspen Parkland"
"25.7742","Poa cusickii","Poa","Poa cusickii","","","Aspen Parkland"
"25.7772","Rosa acicularis","Rosa","Rosa acicularis","","","Aspen Parkland"
"25.7773","Rosa arkansana","Rosa","Rosa arkansana","","","Aspen Parkland"
"25.7775","Prunus virginiana","Prunus","Prunus virginiana","","","Aspen Parkland"
"25.7779","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Aspen Parkland"
"25.7795","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","Aspen Parkland"
"25.7799","Rubus arcticus","Rubus","Rubus arcticus","","","Aspen Parkland"
"25.7800","Rosa woodsii","Rosa","Rosa woodsii","","","Aspen Parkland"
"25.7809","Quercus macrocarpa","Quercus","Quercus macrocarpa","","","Aspen Parkland"
