"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"6.38446","Viburnum rafinesqueanum","Viburnum","Viburnum rafinesqueanum","","","Quebec"
"6.38459","Viburnum acerifolium","Viburnum","Viburnum acerifolium","","","Quebec"
"6.38460","Vaccinium myrtilloides","Vaccinium","Vaccinium myrtilloides","","","Quebec"
"6.38461","Zizania palustris","Zizania","Zizania palustris","","","Quebec"
"6.38465","Viburnum edule","Viburnum","Viburnum edule","","","Quebec"
"6.38479","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Quebec"
"6.38487","Zizania aquatica","Zizania","Zizania aquatica","","","Quebec"
"6.38496","Viburnum lantana","Viburnum","Viburnum lantana","","","Quebec"
"6.38497","Viburnum opulus var. opulus","Viburnum","Viburnum opulus","var.","opulus","Quebec"
"6.38571","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum","","","Quebec"
"6.38579","Viburnum dentatum","Viburnum","Viburnum dentatum","","","Quebec"
"6.38592","Vitis aestivalis","Vitis","Vitis aestivalis","","","Quebec"
"6.38647","Vaccinium ovalifolium","Vaccinium","Vaccinium ovalifolium","","","Quebec"
"6.38954","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","Quebec"
"6.39668","Vaccinium myrtillus","Vaccinium","Vaccinium myrtillus","","","Quebec"
"6.39742","Zizania aquatica var. brevis","Zizania","Zizania aquatica","var.","brevis","Quebec"
"6.39774","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","Quebec"
"6.39805","Zizania aquatica var. aquatica","Zizania","Zizania aquatica","var.","aquatica","Quebec"
"6.40219","Vaccinium boreale","Vaccinium","Vaccinium boreale","","","Quebec"
"6.40530","Zizania palustris var. palustris","Zizania","Zizania palustris","var.","palustris","Quebec"
"7","Allium cernuum","Allium","Allium cernuum","","","Alberta"
"7.1","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia","","","Alberta"
"7.2","Achillea millefolium","Achillea","Achillea millefolium","","","Alberta"
"7.3","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Alberta"
"7.9","Arnica cordifolia","Arnica","Arnica cordifolia","","","Alberta"
"7.16","Acer negundo","Acer","Acer negundo","","","Alberta"
"7.23","Agastache foeniculum","Agastache","Agastache foeniculum","","","Alberta"
"7.24","Allium textile","Allium","Allium textile","","","Alberta"
"7.45","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Alberta"
"7.76","Abies lasiocarpa","Abies","Abies lasiocarpa","","","Alberta"
"7.77","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","Alberta"
"7.98","Acer glabrum","Acer","Acer glabrum","","","Alberta"
"7.170","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","Alberta"
"7.258","Allium geyeri var. tenerum","Allium","Allium geyeri","var.","tenerum","Alberta"
"7.265","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","Alberta"
"7.276","Abies balsamea","Abies","Abies balsamea","","","Alberta"
"7.426","Alnus alnobetula","Alnus","Alnus alnobetula","","","Alberta"
"7.1100","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Alberta"
"7.1651","Aruncus dioicus","Aruncus","Aruncus dioicus","","","Alberta"
"7.1653","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Alberta"
"7.1833","Alnus incana","Alnus","Alnus incana","","","Alberta"
"7.2154","Amaranthus albus","Amaranthus","Amaranthus albus","","","Alberta"
"7.3273","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","Alberta"
"7.3318","Acer saccharinum","Acer","Acer saccharinum","","","Alberta"
"7.3569","Acer glabrum var. douglasii","Acer","Acer glabrum","var.","douglasii","Alberta"
"7.3619","Agrostis exarata","Agrostis","Agrostis exarata","","","Alberta"
"7.3629","Asarum canadense","Asarum","Asarum canadense","","","Alberta"
"7.4150","Allium geyeri","Allium","Allium geyeri","","","Alberta"
"7.4249","Amaranthus californicus","Amaranthus","Amaranthus californicus","","","Alberta"
"7.4421","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Alberta"
"7.4488","Allium stellatum","Allium","Allium stellatum","","","Alberta"
"7.4489","Betula papyrifera","Betula","Betula papyrifera","","","Alberta"
"7.4490","Astragalus bisulcatus","Astragalus","Astragalus bisulcatus","","","Alberta"
"7.4491","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","Alberta"
"7.4492","Bromus inermis","Bromus","Bromus inermis","","","Alberta"
"7.4493","Calypso bulbosa","Calypso","Calypso bulbosa","","","Alberta"
"7.4494","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Alberta"
"7.4498","Astragalus missouriensis","Astragalus","Astragalus missouriensis","","","Alberta"
"7.4503","Camassia quamash","Camassia","Camassia quamash","","","Alberta"
"7.4506","Astragalus agrestis","Astragalus","Astragalus agrestis","","","Alberta"
"7.4509","Astragalus crassicarpus","Astragalus","Astragalus crassicarpus","","","Alberta"
"7.4510","Astragalus vexilliflexus","Astragalus","Astragalus vexilliflexus","","","Alberta"
"7.4513","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Alberta"
"7.4514","Blitum capitatum","Blitum","Blitum capitatum","","","Alberta"
"7.4521","Astragalus americanus","Astragalus","Astragalus americanus","","","Alberta"
"7.4523","Bromus ciliatus","Bromus","Bromus ciliatus","","","Alberta"
"7.4524","Caltha leptosepala","Caltha","Caltha leptosepala","","","Alberta"
"7.4525","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Alberta"
"7.4526","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Alberta"
"7.4602","Astragalus drummondii","Astragalus","Astragalus drummondii","","","Alberta"
"7.4605","Balsamorhiza sagittata","Balsamorhiza","Balsamorhiza sagittata","","","Alberta"
"7.4634","Betula occidentalis","Betula","Betula occidentalis","","","Alberta"
"7.4642","Astragalus pectinatus","Astragalus","Astragalus pectinatus","","","Alberta"
"7.4737","Astragalus gilviflorus","Astragalus","Astragalus gilviflorus","","","Alberta"
"7.4837","Astragalus spatulatus","Astragalus","Astragalus spatulatus","","","Alberta"
"7.4899","Astragalus purshii","Astragalus","Astragalus purshii","","","Alberta"
"7.4916","Astragalus flexuosus","Astragalus","Astragalus flexuosus","","","Alberta"
"7.4987","Astragalus laxmannii","Astragalus","Astragalus laxmannii","","","Alberta"
"7.5022","Astragalus tenellus","Astragalus","Astragalus tenellus","","","Alberta"
"7.5040","Astragalus bodinii","Astragalus","Astragalus bodinii","","","Alberta"
"7.5255","Astragalus kentrophyta","Astragalus","Astragalus kentrophyta","","","Alberta"
"7.5358","Astragalus bourgovii","Astragalus","Astragalus bourgovii","","","Alberta"
"7.5590","Bromus anomalus","Bromus","Bromus anomalus","","","Alberta"
"7.5593","Bromus porteri","Bromus","Bromus porteri","","","Alberta"
"7.5601","Camassia quamash subsp. quamash","Camassia","Camassia quamash","subsp.","quamash","Alberta"
"7.5610","Astragalus miser","Astragalus","Astragalus miser","","","Alberta"
"7.5619","Blitum capitatum subsp. capitatum","Blitum","Blitum capitatum","subsp.","capitatum","Alberta"
"7.5680","Astragalus robbinsii","Astragalus","Astragalus robbinsii","","","Alberta"
"7.5681","Astragalus laxmannii var. robustior","Astragalus","Astragalus laxmannii","var.","robustior","Alberta"
"7.5915","Astragalus miser var. serotinus","Astragalus","Astragalus miser","var.","serotinus","Alberta"
"7.5918","Bromus marginatus","Bromus","Bromus marginatus","","","Alberta"
"7.5949","Calamagrostis canadensis var. canadensis","Calamagrostis","Calamagrostis canadensis","var.","canadensis","Alberta"
"7.5985","Astragalus robbinsii var. minor","Astragalus","Astragalus robbinsii","var.","minor","Alberta"
"7.5987","Astragalus vexilliflexus var. vexilliflexus","Astragalus","Astragalus vexilliflexus","var.","vexilliflexus","Alberta"
"7.5990","Astragalus bisulcatus var. bisulcatus","Astragalus","Astragalus bisulcatus","var.","bisulcatus","Alberta"
"7.5991","Astragalus flexuosus var. flexuosus","Astragalus","Astragalus flexuosus","var.","flexuosus","Alberta"
"7.5993","Astragalus lotiflorus","Astragalus","Astragalus lotiflorus","","","Alberta"
"7.6003","Astragalus alpinus var. alpinus","Astragalus","Astragalus alpinus","var.","alpinus","Alberta"
"7.6010","Astragalus canadensis var. canadensis","Astragalus","Astragalus canadensis","var.","canadensis","Alberta"
"7.6011","Astragalus crassicarpus var. crassicarpus","Astragalus","Astragalus crassicarpus","var.","crassicarpus","Alberta"
"7.6018","Astragalus eucosmus","Astragalus","Astragalus eucosmus","","","Alberta"
"7.6020","Astragalus missouriensis var. missouriensis","Astragalus","Astragalus missouriensis","var.","missouriensis","Alberta"
"7.6138","Astragalus laxmannii var. tananaicus","Astragalus","Astragalus laxmannii","var.","tananaicus","Alberta"
"7.6263","Bromus vulgaris","Bromus","Bromus vulgaris","","","Alberta"
"7.6468","Astragalus kentrophyta var. kentrophyta","Astragalus","Astragalus kentrophyta","var.","kentrophyta","Alberta"
"7.6747","Bromus kalmii","Bromus","Bromus kalmii","","","Alberta"
"7.6898","Cornus canadensis","Cornus","Cornus canadensis","","","Alberta"
"7.6903","Cornus sericea","Cornus","Cornus sericea","","","Alberta"
"7.6907","Comarum palustre","Comarum","Comarum palustre","","","Alberta"
"7.6909","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","Alberta"
"7.6911","Drymocallis glandulosa","Drymocallis","Drymocallis glandulosa","","","Alberta"
"7.6917","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Alberta"
"7.6919","Corylus cornuta","Corylus","Corylus cornuta","","","Alberta"
"7.6950","Elymus canadensis","Elymus","Elymus canadensis","","","Alberta"
"7.6991","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Alberta"
"7.7056","Claytonia lanceolata","Claytonia","Claytonia lanceolata","","","Alberta"
"7.7468","Claytonia megarhiza","Claytonia","Claytonia megarhiza","","","Alberta"
"7.7681","Crataegus douglasii","Crataegus","Crataegus douglasii","","","Alberta"
"7.8025","Elymus violaceus","Elymus","Elymus violaceus","","","Alberta"
"7.8154","Elymus lanceolatus","Elymus","Elymus lanceolatus","","","Alberta"
"7.8401","Elymus albicans","Elymus","Elymus albicans","","","Alberta"
"7.8810","Elymus elymoides","Elymus","Elymus elymoides","","","Alberta"
"7.8820","Cornus unalaschkensis","Cornus","Cornus unalaschkensis","","","Alberta"
"7.8893","Elymus lanceolatus subsp. lanceolatus","Elymus","Elymus lanceolatus","subsp.","lanceolatus","Alberta"
"7.9630","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Alberta"
"7.9631","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Alberta"
"7.10060","Elymus glaucus","Elymus","Elymus glaucus","","","Alberta"
"7.10076","Elymus sibiricus","Elymus","Elymus sibiricus","","","Alberta"
"7.10288","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","Alberta"
"7.10316","Elymus alaskanus","Elymus","Elymus alaskanus","","","Alberta"
"7.10328","Elymus scribneri","Elymus","Elymus scribneri","","","Alberta"
"7.10367","Elymus glaucus subsp. glaucus","Elymus","Elymus glaucus","subsp.","glaucus","Alberta"
"7.10369","Chenopodium leptophyllum","Chenopodium","Chenopodium leptophyllum","","","Alberta"
"7.10452","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Alberta"
"7.10513","Drymocallis glandulosa var. glandulosa","Drymocallis","Drymocallis glandulosa","var.","glandulosa","Alberta"
"7.10771","Chenopodium fremontii","Chenopodium","Chenopodium fremontii","","","Alberta"
"7.10805","Elymus virginicus var. virginicus","Elymus","Elymus virginicus","var.","virginicus","Alberta"
"7.10806","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Alberta"
"7.11046","Elymus virginicus","Elymus","Elymus virginicus","","","Alberta"
"7.11114","Elymus canadensis var. canadensis","Elymus","Elymus canadensis","var.","canadensis","Alberta"
"7.11184","Chenopodium desiccatum","Chenopodium","Chenopodium desiccatum","","","Alberta"
"7.11303","Chenopodium watsonii","Chenopodium","Chenopodium watsonii","","","Alberta"
"7.11322","Fragaria virginiana","Fragaria","Fragaria virginiana","","","Alberta"
"7.11323","Gaillardia aristata","Gaillardia","Gaillardia aristata","","","Alberta"
"7.11325","Humulus lupulus","Humulus","Humulus lupulus","","","Alberta"
"7.11326","Hordeum jubatum","Hordeum","Hordeum jubatum","","","Alberta"
"7.11344","Hedysarum boreale","Hedysarum","Hedysarum boreale","","","Alberta"
"7.11366","Hedysarum sulphurescens","Hedysarum","Hedysarum sulphurescens","","","Alberta"
"7.11371","Festuca occidentalis","Festuca","Festuca occidentalis","","","Alberta"
"7.11392","Helianthus petiolaris","Helianthus","Helianthus petiolaris","","","Alberta"
"7.11398","Helianthus annuus","Helianthus","Helianthus annuus","","","Alberta"
"7.11405","Fragaria vesca","Fragaria","Fragaria vesca","","","Alberta"
"7.11452","Helianthus pauciflorus","Helianthus","Helianthus pauciflorus","","","Alberta"
"7.11501","Helianthus maximiliani","Helianthus","Helianthus maximiliani","","","Alberta"
"7.11523","Helianthus nuttallii","Helianthus","Helianthus nuttallii","","","Alberta"
"7.11533","Erythronium grandiflorum","Erythronium","Erythronium grandiflorum","","","Alberta"
"7.11537","Fragaria virginiana subsp. glauca","Fragaria","Fragaria virginiana","subsp.","glauca","Alberta"
"7.11655","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica","","","Alberta"
"7.11809","Festuca rubra","Festuca","Festuca rubra","","","Alberta"
"7.11910","Fragaria vesca subsp. americana","Fragaria","Fragaria vesca","subsp.","americana","Alberta"
"7.11972","Fritillaria pudica","Fritillaria","Fritillaria pudica","","","Alberta"
"7.12115","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","Alberta"
"7.12270","Gaultheria humifusa","Gaultheria","Gaultheria humifusa","","","Alberta"
"7.12496","Hedysarum boreale subsp. boreale","Hedysarum","Hedysarum boreale","subsp.","boreale","Alberta"
"7.12687","Helianthus pauciflorus subsp. subrhomboideus","Helianthus","Helianthus pauciflorus","subsp.","subrhomboideus","Alberta"
"7.13403","Festuca altaica","Festuca","Festuca altaica","","","Alberta"
"7.13409","Erythronium grandiflorum subsp. grandiflorum","Erythronium","Erythronium grandiflorum","subsp.","grandiflorum","Alberta"
"7.14066","Helianthus giganteus","Helianthus","Helianthus giganteus","","","Alberta"
"7.14080","Fragaria virginiana subsp. virginiana","Fragaria","Fragaria virginiana","subsp.","virginiana","Alberta"
"7.14083","Festuca rubra subsp. rubra","Festuca","Festuca rubra","subsp.","rubra","Alberta"
"7.14090","Festuca subulata","Festuca","Festuca subulata","","","Alberta"
"7.14106","Gaultheria ovatifolia","Gaultheria","Gaultheria ovatifolia","","","Alberta"
"7.14256","Hedysarum boreale subsp. mackenziei","Hedysarum","Hedysarum boreale","subsp.","mackenziei","Alberta"
"7.14272","Festuca rubra subsp. fallax","Festuca","Festuca rubra","subsp.","fallax","Alberta"
"7.14277","Hedysarum americanum","Hedysarum","Hedysarum americanum","","","Alberta"
"7.15068","Maianthemum racemosum","Maianthemum","Maianthemum racemosum","","","Alberta"
"7.15069","Opuntia polyacantha","Opuntia","Opuntia polyacantha","","","Alberta"
"7.15070","Leymus innovatus","Leymus","Leymus innovatus","","","Alberta"
"7.15071","Opuntia fragilis","Opuntia","Opuntia fragilis","","","Alberta"
"7.15072","Monarda fistulosa","Monarda","Monarda fistulosa","","","Alberta"
"7.15073","Juniperus communis","Juniperus","Juniperus communis","","","Alberta"
"7.15076","Lathyrus venosus","Lathyrus","Lathyrus venosus","","","Alberta"
"7.15077","Juniperus horizontalis","Juniperus","Juniperus horizontalis","","","Alberta"
"7.15078","Linum lewisii","Linum","Linum lewisii","","","Alberta"
"7.15080","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","Alberta"
"7.15081","Larix laricina","Larix","Larix laricina","","","Alberta"
"7.15089","Lonicera involucrata","Lonicera","Lonicera involucrata","","","Alberta"
"7.15093","Mentha canadensis","Mentha","Mentha canadensis","","","Alberta"
"7.15095","Larix lyallii","Larix","Larix lyallii","","","Alberta"
"7.15142","Myrica gale","Myrica","Myrica gale","","","Alberta"
"7.15146","Juniperus scopulorum","Juniperus","Juniperus scopulorum","","","Alberta"
"7.15182","Mahonia repens","Mahonia","Mahonia repens","","","Alberta"
"7.15206","Monotropa uniflora","Monotropa","Monotropa uniflora","","","Alberta"
"7.15227","Linum rigidum","Linum","Linum rigidum","","","Alberta"
"7.15247","Lupinus nootkatensis","Lupinus","Lupinus nootkatensis","","","Alberta"
"7.15250","Juniperus communis var. depressa","Juniperus","Juniperus communis","var.","depressa","Alberta"
"7.15264","Oplopanax horridus","Oplopanax","Oplopanax horridus","","","Alberta"
"7.15304","Lonicera utahensis","Lonicera","Lonicera utahensis","","","Alberta"
"7.15351","Lactuca pulchella","Lactuca","Lactuca pulchella","","","Alberta"
"7.15377","Kalmia microphylla","Kalmia","Kalmia microphylla","","","Alberta"
"7.15492","Leymus cinereus","Leymus","Leymus cinereus","","","Alberta"
"7.15646","Lomatium macrocarpum","Lomatium","Lomatium macrocarpum","","","Alberta"
"7.15693","Lomatium foeniculaceum","Lomatium","Lomatium foeniculaceum","","","Alberta"
"7.15794","Lomatium triternatum","Lomatium","Lomatium triternatum","","","Alberta"
"7.15861","Lomatium dissectum","Lomatium","Lomatium dissectum","","","Alberta"
"7.16389","Lupinus polyphyllus","Lupinus","Lupinus polyphyllus","","","Alberta"
"7.16617","Opuntia polyacantha var. polyacantha","Opuntia","Opuntia polyacantha","var.","polyacantha","Alberta"
"7.17725","Juniperus communis var. saxatilis","Juniperus","Juniperus communis","var.","saxatilis","Alberta"
"7.17899","Monarda fistulosa var. menthifolia","Monarda","Monarda fistulosa","var.","menthifolia","Alberta"
"7.18283","Melica subulata","Melica","Melica subulata","","","Alberta"
"7.18298","Linum perenne","Linum","Linum perenne","","","Alberta"
"7.18344","Kalmia microphylla var. microphylla","Kalmia","Kalmia microphylla","var.","microphylla","Alberta"
"7.18348","Linum lewisii var. lewisii","Linum","Linum lewisii","var.","lewisii","Alberta"
"7.18585","Leymus innovatus subsp. innovatus","Leymus","Leymus innovatus","subsp.","innovatus","Alberta"
"7.18609","Lomatium cous","Lomatium","Lomatium cous","","","Alberta"
"7.18642","Nymphaea tetragona","Nymphaea","Nymphaea tetragona","","","Alberta"
"7.18643","Lathyrus palustris","Lathyrus","Lathyrus palustris","","","Alberta"
"7.19352","Melica bulbosa","Melica","Melica bulbosa","","","Alberta"
"7.19499","Larix occidentalis","Larix","Larix occidentalis","","","Alberta"
"7.19604","Lonicera ciliosa","Lonicera","Lonicera ciliosa","","","Alberta"
"7.19605","Populus deltoides","Populus","Populus deltoides","","","Alberta"
"7.19606","Picea engelmannii","Picea","Picea engelmannii","","","Alberta"
"7.19607","Picea glauca","Picea","Picea glauca","","","Alberta"
"7.19608","Pinus contorta","Pinus","Pinus contorta","","","Alberta"
"7.19609","Populus tremuloides","Populus","Populus tremuloides","","","Alberta"
"7.19610","Populus balsamifera","Populus","Populus balsamifera","","","Alberta"
"7.19616","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","Alberta"
"7.19618","Poa pratensis","Poa","Poa pratensis","","","Alberta"
"7.19619","Pinus albicaulis","Pinus","Pinus albicaulis","","","Alberta"
"7.19629","Pinus flexilis","Pinus","Pinus flexilis","","","Alberta"
"7.19632","Pinus monticola","Pinus","Pinus monticola","","","Alberta"
"7.19639","Pinus banksiana","Pinus","Pinus banksiana","","","Alberta"
"7.19641","Picea mariana","Picea","Picea mariana","","","Alberta"
"7.19657","Poa alpina","Poa","Poa alpina","","","Alberta"
"7.19678","Phleum alpinum","Phleum","Phleum alpinum","","","Alberta"
"7.19691","Panicum capillare","Panicum","Panicum capillare","","","Alberta"
"7.19720","Pinus contorta var. latifolia","Pinus","Pinus contorta","var.","latifolia","Alberta"
"7.19761","Populus grandidentata","Populus","Populus grandidentata","","","Alberta"
"7.19941","Physaria spatulata","Physaria","Physaria spatulata","","","Alberta"
"7.20065","Poa palustris","Poa","Poa palustris","","","Alberta"
"7.20086","Philadelphus lewisii","Philadelphus","Philadelphus lewisii","","","Alberta"
"7.20118","Populus deltoides subsp. monilifera","Populus","Populus deltoides","subsp.","monilifera","Alberta"
"7.20214","Poa cusickii","Poa","Poa cusickii","","","Alberta"
"7.20227","Physaria arctica","Physaria","Physaria arctica","","","Alberta"
"7.20281","Poa secunda","Poa","Poa secunda","","","Alberta"
"7.20289","Poa glauca","Poa","Poa glauca","","","Alberta"
"7.20470","Poa pratensis subsp. pratensis","Poa","Poa pratensis","subsp.","pratensis","Alberta"
"7.20868","Poa leptocoma","Poa","Poa leptocoma","","","Alberta"
"7.20892","Poa lettermanii","Poa","Poa lettermanii","","","Alberta"
"7.20893","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Alberta"
"7.20896","Poa secunda subsp. secunda","Poa","Poa secunda","subsp.","secunda","Alberta"
"7.21104","Populus angustifolia","Populus","Populus angustifolia","","","Alberta"
"7.21110","Poa nemoralis","Poa","Poa nemoralis","","","Alberta"
"7.21132","Poa cusickii subsp. pallida","Poa","Poa cusickii","subsp.","pallida","Alberta"
"7.21143","Poa glauca subsp. rupicola","Poa","Poa glauca","subsp.","rupicola","Alberta"
"7.21147","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","Alberta"
"7.21158","Poa arida","Poa","Poa arida","","","Alberta"
"7.21192","Poa arctica","Poa","Poa arctica","","","Alberta"
"7.21239","Poa cusickii subsp. purpurascens","Poa","Poa cusickii","subsp.","purpurascens","Alberta"
"7.21241","Oxybasis rubra","Oxybasis","Oxybasis rubra","","","Alberta"
"7.21353","Poa stenantha","Poa","Poa stenantha","","","Alberta"
"7.21512","Poa alpina subsp. alpina","Poa","Poa alpina","subsp.","alpina","Alberta"
"7.21610","Phalaris arundinacea var. picta","Phalaris","Phalaris arundinacea","var.","picta","Alberta"
"7.21963","Plantago maritima","Plantago","Plantago maritima","","","Alberta"
"7.22287","Poa abbreviata","Poa","Poa abbreviata","","","Alberta"
"7.22604","Pinus ponderosa","Pinus","Pinus ponderosa","","","Alberta"
"7.22645","Rosa acicularis","Rosa","Rosa acicularis","","","Alberta"
"7.22647","Rosa arkansana","Rosa","Rosa arkansana","","","Alberta"
"7.22649","Rosa woodsii","Rosa","Rosa woodsii","","","Alberta"
"7.22656","Rubus arcticus","Rubus","Rubus arcticus","","","Alberta"
"7.22657","Prunus virginiana","Prunus","Prunus virginiana","","","Alberta"
"7.22662","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Alberta"
"7.22690","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","Alberta"
"7.22714","Pseudotsuga menziesii var. glauca","Pseudotsuga","Pseudotsuga menziesii","var.","glauca","Alberta"
"7.22716","Ribes aureum","Ribes","Ribes aureum","","","Alberta"
"7.22788","Prunella vulgaris","Prunella","Prunella vulgaris","","","Alberta"
"7.22805","Quercus macrocarpa","Quercus","Quercus macrocarpa","","","Alberta"
"7.22832","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","Alberta"
"7.22845","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii","","","Alberta"
"7.22900","Ribes triste","Ribes","Ribes triste","","","Alberta"
"7.22911","Ribes lacustre","Ribes","Ribes lacustre","","","Alberta"
"7.23043","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","Alberta"
"7.23095","Ribes viscosissimum","Ribes","Ribes viscosissimum","","","Alberta"
"7.23125","Ribes hudsonianum","Ribes","Ribes hudsonianum","","","Alberta"
"7.23134","Ribes americanum","Ribes","Ribes americanum","","","Alberta"
"7.23135","Populus trichocarpa","Populus","Populus trichocarpa","","","Alberta"
"7.23550","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","Alberta"
"7.23551","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Alberta"
"7.23552","Rosa woodsii subsp. woodsii","Rosa","Rosa woodsii","subsp.","woodsii","Alberta"
"7.23954","Prunus virginiana var. demissa","Prunus","Prunus virginiana","var.","demissa","Alberta"
"7.23981","Potentilla anserina","Potentilla","Potentilla anserina","","","Alberta"
"7.24440","Ribes hirtellum","Ribes","Ribes hirtellum","","","Alberta"
"7.24639","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","Alberta"
"7.24792","Ribes aureum var. aureum","Ribes","Ribes aureum","var.","aureum","Alberta"
"7.24868","Ribes inerme","Ribes","Ribes inerme","","","Alberta"
"7.24893","Ribes laxiflorum","Ribes","Ribes laxiflorum","","","Alberta"
"7.24913","Ribes divaricatum","Ribes","Ribes divaricatum","","","Alberta"
"7.24975","Rhododendron neoglandulosum","Rhododendron","Rhododendron neoglandulosum","","","Alberta"
"7.25071","Rubus arcticus subsp. stellatus","Rubus","Rubus arcticus","subsp.","stellatus","Alberta"
"7.25102","Quercus rubra","Quercus","Quercus rubra","","","Alberta"
"7.25228","Rosa blanda","Rosa","Rosa blanda","","","Alberta"
"7.25265","Ribes sanguineum","Ribes","Ribes sanguineum","","","Alberta"
"7.25458","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","Alberta"
"7.25669","Rosa setigera","Rosa","Rosa setigera","","","Alberta"
"7.25682","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Alberta"
"7.25683","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Alberta"
"7.25684","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Alberta"
"7.25686","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Alberta"
"7.25687","Rubus idaeus","Rubus","Rubus idaeus","","","Alberta"
"7.25690","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Alberta"
"7.25695","Rubus pedatus","Rubus","Rubus pedatus","","","Alberta"
"7.25696","Typha latifolia","Typha","Typha latifolia","","","Alberta"
"7.25700","Sium suave","Sium","Sium suave","","","Alberta"
"7.25702","Shepherdia argentea","Shepherdia","Shepherdia argentea","","","Alberta"
"7.25706","Triglochin maritima","Triglochin","Triglochin maritima","","","Alberta"
"7.25727","Rumex occidentalis","Rumex","Rumex occidentalis","","","Alberta"
"7.25735","Salix arctica","Salix","Salix arctica","","","Alberta"
"7.25749","Urtica dioica","Urtica","Urtica dioica","","","Alberta"
"7.25774","Sorbus scopulina","Sorbus","Sorbus scopulina","","","Alberta"
"7.25782","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Alberta"
"7.25786","Tsuga heterophylla","Tsuga","Tsuga heterophylla","","","Alberta"
"7.25792","Salix scouleriana","Salix","Salix scouleriana","","","Alberta"
"7.25799","Salix reticulata","Salix","Salix reticulata","","","Alberta"
"7.25815","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Alberta"
"7.25914","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Alberta"
"7.25986","Thuja occidentalis","Thuja","Thuja occidentalis","","","Alberta"
"7.26060","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Alberta"
"7.26241","Ulmus americana","Ulmus","Ulmus americana","","","Alberta"
"7.26297","Thuja plicata","Thuja","Thuja plicata","","","Alberta"
"7.26305","Taxus brevifolia","Taxus","Taxus brevifolia","","","Alberta"
"7.26568","Salix planifolia","Salix","Salix planifolia","","","Alberta"
"7.26627","Salix exigua","Salix","Salix exigua","","","Alberta"
