TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Alnus alnobetula,Alnus,Alnus alnobetula,,,Western Taiga Shield
Alnus alnobetula,Alnus,Alnus alnobetula,,,Great Lakes
Alnus alnobetula,Alnus,Alnus alnobetula,,,Taiga Cordillera
Alnus alnobetula,Alnus,Alnus alnobetula,,,Eastern Taiga Shield
Alnus alnobetula,Alnus,Alnus alnobetula,,,Superior Mixed Forest
Alnus alnobetula,Alnus,Alnus alnobetula,,,Aspen Parkland
Alnus alnobetula,Alnus,Alnus alnobetula,,,Alaska-Yukon Arctic
Alnus alnobetula,Alnus,Alnus alnobetula,,,Taiga Plains
Alnus alnobetula,Alnus,Alnus alnobetula,,,Alaska Range
Alnus alnobetula,Alnus,Alnus alnobetula,,,Fescue-Mixed Grass Prairie
Alnus alnobetula,Alnus,Alnus alnobetula,,,St. Lawrence - Champlain Valley
Alnus alnobetula,Alnus,Alnus alnobetula,,,Southern Arctic
Alnus alnobetula,Alnus,Alnus alnobetula,,,Arctic Cordillera
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Northern Appalachian / Acadian
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Great Lakes
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Eastern Taiga Shield
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Boreal Shield
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Canadian Rocky Mountains
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Superior Mixed Forest
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Boreal Plains
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,St. Lawrence - Champlain Valley
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Hudson Plains
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Southern Arctic
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Arctic Cordillera
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Western Taiga Shield
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Taiga Plains
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,S.E. Alaska - B.C. Coastal Forest And Mountains
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Boreal Cordillera
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Alaska Range
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Alaska-Yukon Arctic
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Yukon Plateau And Flats
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Northern Tallgrass Prairie
Alnus alnobetula subsp. crispa,Alnus,Alnus alnobetula,subsp.,crispa,Aspen Parkland
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,North Cascades
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Pacific Northwest Coast
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Montane Cordillera
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Okanagan
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Canadian Rocky Mountains
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,S.E. Alaska - B.C. Coastal Forest And Mountains
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Boreal Cordillera
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Southern Arctic
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Taiga Plains
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Gulf Of Alaska Mountains And Fjordlands
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Aspen Parkland
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Boreal Plains
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Alaska-Yukon Arctic
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Alaska Range
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Yukon Plateau And Flats
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Northern Appalachian / Acadian
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Eastern Taiga Shield
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Great Lakes
Alnus alnobetula subsp. sinuata,Alnus,Alnus alnobetula,subsp.,sinuata,Boreal Shield
Alnus incana,Alnus,Alnus incana,,,Northern Appalachian / Acadian
Alnus incana,Alnus,Alnus incana,,,Boreal Shield
Alnus incana,Alnus,Alnus incana,,,Great Lakes
Alnus incana,Alnus,Alnus incana,,,Hudson Plains
Alnus incana,Alnus,Alnus incana,,,Boreal Plains
Alnus incana,Alnus,Alnus incana,,,Okanagan
Alnus incana,Alnus,Alnus incana,,,St. Lawrence - Champlain Valley
Alnus incana,Alnus,Alnus incana,,,Taiga Plains
Alnus incana,Alnus,Alnus incana,,,Montane Cordillera
Alnus incana,Alnus,Alnus incana,,,Boreal Cordillera
Alnus incana,Alnus,Alnus incana,,,Canadian Rocky Mountains
Alnus incana,Alnus,Alnus incana,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Alnus incana,Alnus,Alnus incana,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Alnus incana,Alnus,Alnus incana,,,Western Taiga Shield
Alnus incana,Alnus,Alnus incana,,,Yukon Plateau And Flats
Alnus incana,Alnus,Alnus incana,,,Aspen Parkland
Alnus incana,Alnus,Alnus incana,,,Fescue-Mixed Grass Prairie
Alnus incana,Alnus,Alnus incana,,,Superior Mixed Forest
Alnus incana,Alnus,Alnus incana,,,Alaska Range
Alnus incana,Alnus,Alnus incana,,,Eastern Taiga Shield
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,St. Lawrence - Champlain Valley
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Boreal Shield
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Great Lakes
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Hudson Plains
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Northern Appalachian / Acadian
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Northern Arctic
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Superior Mixed Forest
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Boreal Plains
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Taiga Plains
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Aspen Parkland
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Northern Tallgrass Prairie
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Western Taiga Shield
Alnus incana subsp. rugosa,Alnus,Alnus incana,subsp.,rugosa,Eastern Taiga Shield
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Okanagan
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Canadian Rocky Mountains
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Montane Cordillera
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Taiga Plains
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Taiga Cordillera
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Yukon Plateau And Flats
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Boreal Cordillera
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Boreal Plains
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Southern Arctic
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Western Taiga Shield
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,S.E. Alaska - B.C. Coastal Forest And Mountains
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Aspen Parkland
Alnus incana subsp. tenuifolia,Alnus,Alnus incana,subsp.,tenuifolia,Northern Appalachian / Acadian
Alnus rubra,Alnus,Alnus rubra,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Alnus rubra,Alnus,Alnus rubra,,,Pacific Northwest Coast
Alnus rubra,Alnus,Alnus rubra,,,North Cascades
Alnus rubra,Alnus,Alnus rubra,,,Okanagan
Alnus rubra,Alnus,Alnus rubra,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Alnus serrulata,Alnus,Alnus serrulata,,,Northern Appalachian / Acadian
Alnus serrulata,Alnus,Alnus serrulata,,,St. Lawrence - Champlain Valley
Amaranthus albus,Amaranthus,Amaranthus albus,,,Great Lakes
Amaranthus albus,Amaranthus,Amaranthus albus,,,Aspen Parkland
Amaranthus albus,Amaranthus,Amaranthus albus,,,Northern Great Plains Steppe
Amaranthus albus,Amaranthus,Amaranthus albus,,,Okanagan
Amaranthus albus,Amaranthus,Amaranthus albus,,,St. Lawrence - Champlain Valley
Amaranthus albus,Amaranthus,Amaranthus albus,,,Northern Tallgrass Prairie
Amaranthus albus,Amaranthus,Amaranthus albus,,,Fescue-Mixed Grass Prairie
Amaranthus albus,Amaranthus,Amaranthus albus,,,Canadian Rocky Mountains
Amaranthus albus,Amaranthus,Amaranthus albus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amaranthus albus,Amaranthus,Amaranthus albus,,,Montane Cordillera
Amaranthus albus,Amaranthus,Amaranthus albus,,,Northern Appalachian / Acadian
Amaranthus albus,Amaranthus,Amaranthus albus,,,Boreal Plains
Amaranthus californicus,Amaranthus,Amaranthus californicus,,,Fescue-Mixed Grass Prairie
Amaranthus californicus,Amaranthus,Amaranthus californicus,,,Aspen Parkland
Amaranthus hybridus,Amaranthus,Amaranthus hybridus,,,St. Lawrence - Champlain Valley
Amaranthus hybridus,Amaranthus,Amaranthus hybridus,,,Great Lakes
Amaranthus hybridus,Amaranthus,Amaranthus hybridus,,,Northern Appalachian / Acadian
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Aspen Parkland
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,North Cascades
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Okanagan
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Northern Appalachian / Acadian
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,St. Lawrence - Champlain Valley
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Great Lakes
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Pacific Northwest Coast
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Canadian Rocky Mountains
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Fescue-Mixed Grass Prairie
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Northern Tallgrass Prairie
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Boreal Shield
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Boreal Plains
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Superior Mixed Forest
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Northern Great Plains Steppe
Amaranthus retroflexus,Amaranthus,Amaranthus retroflexus,,,Taiga Plains
Amaranthus tuberculatus,Amaranthus,Amaranthus tuberculatus,,,St. Lawrence - Champlain Valley
Amaranthus tuberculatus,Amaranthus,Amaranthus tuberculatus,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amaranthus tuberculatus,Amaranthus,Amaranthus tuberculatus,,,Boreal Shield
Amaranthus tuberculatus,Amaranthus,Amaranthus tuberculatus,,,Great Lakes
Ambrosia chamissonis,Ambrosia,Ambrosia chamissonis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Ambrosia chamissonis,Ambrosia,Ambrosia chamissonis,,,Pacific Northwest Coast
Ambrosia chamissonis,Ambrosia,Ambrosia chamissonis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Ambrosia chamissonis,Ambrosia,Ambrosia chamissonis,,,North Cascades
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Okanagan
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Fescue-Mixed Grass Prairie
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,North Cascades
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Aspen Parkland
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Boreal Plains
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Boreal Cordillera
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Northern Tallgrass Prairie
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Pacific Northwest Coast
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Montane Cordillera
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Canadian Rocky Mountains
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Superior Mixed Forest
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Northern Great Plains Steppe
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Boreal Shield
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Taiga Plains
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Yukon Plateau And Flats
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Great Lakes
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Western Taiga Shield
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,St. Lawrence - Champlain Valley
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Northern Appalachian / Acadian
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Taiga Cordillera
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Alaska Range
Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,,,Hudson Plains
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Boreal Cordillera
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Montane Cordillera
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Okanagan
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Pacific Northwest Coast
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Hudson Plains
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Boreal Shield
Amelanchier alnifolia var. cusickii,Amelanchier,Amelanchier alnifolia,var.,cusickii,S.E. Alaska - B.C. Coastal Forest And Mountains
Amelanchier alnifolia var. cusickii,Amelanchier,Amelanchier alnifolia,var.,cusickii,Okanagan
Amelanchier alnifolia var. cusickii,Amelanchier,Amelanchier alnifolia,var.,cusickii,Pacific Northwest Coast
Amelanchier alnifolia var. humptulipensis,Amelanchier,Amelanchier alnifolia,var.,humptulipensis,Okanagan
Amelanchier alnifolia var. humptulipensis,Amelanchier,Amelanchier alnifolia,var.,humptulipensis,S.E. Alaska - B.C. Coastal Forest And Mountains
Amelanchier alnifolia var. humptulipensis,Amelanchier,Amelanchier alnifolia,var.,humptulipensis,Boreal Plains
Amelanchier alnifolia var. humptulipensis,Amelanchier,Amelanchier alnifolia,var.,humptulipensis,Montane Cordillera
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Okanagan
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Pacific Northwest Coast
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Canadian Rocky Mountains
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Montane Cordillera
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Boreal Plains
Amelanchier alnifolia var. semiintegrifolia,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,S.E. Alaska - B.C. Coastal Forest And Mountains
Amelanchier arborea,Amelanchier,Amelanchier arborea,,,St. Lawrence - Champlain Valley
Amelanchier arborea,Amelanchier,Amelanchier arborea,,,Boreal Shield
Amelanchier arborea,Amelanchier,Amelanchier arborea,,,Great Lakes
Amelanchier arborea,Amelanchier,Amelanchier arborea,,,Northern Appalachian / Acadian
Amelanchier arborea,Amelanchier,Amelanchier arborea,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Amelanchier arborea,Amelanchier,Amelanchier arborea,,,Superior Mixed Forest
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Boreal Shield
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Northern Appalachian / Acadian
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Great Lakes
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Superior Mixed Forest
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,St. Lawrence - Champlain Valley
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Eastern Taiga Shield
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Hudson Plains
Amelanchier bartramiana,Amelanchier,Amelanchier bartramiana,,,Arctic Cordillera
Amelanchier canadensis,Amelanchier,Amelanchier canadensis,,,St. Lawrence - Champlain Valley
Amelanchier canadensis,Amelanchier,Amelanchier canadensis,,,Northern Appalachian / Acadian
Amelanchier canadensis,Amelanchier,Amelanchier canadensis,,,Boreal Shield
Amelanchier canadensis,Amelanchier,Amelanchier canadensis,,,Great Lakes
Amelanchier cusickii,Amelanchier,Amelanchier cusickii,,,Okanagan
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Great Lakes
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,St. Lawrence - Champlain Valley
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Boreal Shield
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Hudson Plains
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Boreal Plains
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Eastern Taiga Shield
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Northern Appalachian / Acadian
Amelanchier humilis,Amelanchier,Amelanchier humilis,,,Superior Mixed Forest
Amelanchier interior,Amelanchier,Amelanchier interior,,,Northern Appalachian / Acadian
Amelanchier interior,Amelanchier,Amelanchier interior,,,Hudson Plains
Amelanchier interior,Amelanchier,Amelanchier interior,,,Boreal Shield
Amelanchier interior,Amelanchier,Amelanchier interior,,,St. Lawrence - Champlain Valley
Amelanchier interior,Amelanchier,Amelanchier interior,,,Great Lakes
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,,Northern Appalachian / Acadian
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,,Boreal Shield
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,,St. Lawrence - Champlain Valley
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,,,Great Lakes
Amelanchier laevis,Amelanchier,Amelanchier laevis,,,Great Lakes
Amelanchier laevis,Amelanchier,Amelanchier laevis,,,Boreal Shield
Amelanchier laevis,Amelanchier,Amelanchier laevis,,,Northern Appalachian / Acadian
Amelanchier laevis,Amelanchier,Amelanchier laevis,,,St. Lawrence - Champlain Valley
Amelanchier laevis,Amelanchier,Amelanchier laevis,,,Superior Mixed Forest
