GARDEN_CODE,INSTITUTION,TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
477,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
478,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
479,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
480,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
481,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,3
482,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
483,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,3
484,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
485,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
486,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
487,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
488,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
489,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
490,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
491,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
492,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,5
493,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
494,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
495,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
496,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,mass
497,BG,Juniperus horizontalis,Juniperus,Juniperus horizontalis,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,3
498,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
499,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
500,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
501,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
502,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
503,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
504,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
505,BG,Juniperus scopulorum,Juniperus,Juniperus scopulorum,NA,NA,Juniper,NA,Y,N,Y,"tea, leaves and shoots edible",Y,Cultural,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,G,, ,,,,1
506,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
507,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,4
508,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
509,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
510,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
511,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
512,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
513,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
514,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
515,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,5
516,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
517,BG,Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
518,BG,Lonicera involucrata,Lonicera,Lonicera involucrata,NA,NA,Honeysuckle,NA,N,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,1
519,BG,Lonicera involucrata,Lonicera,Lonicera involucrata,NA,NA,Honeysuckle,NA,N,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,1
520,BG,Lonicera involucrata,Lonicera,Lonicera involucrata,NA,NA,Honeysuckle,NA,N,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,3
521,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,12
522,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,12
523,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,12
524,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,12
525,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,11
526,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,12
527,BG,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,Andean lupin,NA,N,Y,Y,used directly as an ornamental,Y,Food,Cultural,NA,Pulses,Ornamentals,,NA,1A,1,Progenitor,G,, ,,,,mass
528,BG,Lysichiton americanus,Lysichiton,Lysichiton americanus,NA,NA,Skunk Cabbage,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,G,, ,,,,2
529,BG,Magnolia acuminata,Magnolia,Magnolia acuminata,NA,NA,Magnolia,NA,Y,N,N,,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
530,BG,Magnolia acuminata,Magnolia,Magnolia acuminata,NA,NA,Magnolia,NA,Y,N,N,,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
531,BG,Mahonia aquifolium,Mahonia,Mahonia aquifolium,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
532,BG,Mahonia aquifolium,Mahonia,Mahonia aquifolium,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
533,BG,Mahonia aquifolium,Mahonia,Mahonia aquifolium,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
534,BG,Mahonia aquifolium,Mahonia,Mahonia aquifolium,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
535,BG,Mahonia aquifolium,Mahonia,Mahonia aquifolium,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
536,BG,Mahonia aquifolium,Mahonia,Mahonia aquifolium,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,3
537,BG,Mahonia repens,Mahonia,Mahonia repens,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
538,BG,Mahonia repens,Mahonia,Mahonia repens,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
539,BG,Mahonia repens,Mahonia,Mahonia repens,NA,NA,Barberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
540,BG,Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,G,, ,,,,mass
541,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,G,, ,,,,0
542,BG,Maianthemum racemosum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,G,, ,,,,60
543,BG,Maianthemum stellatum,Maianthemum,Maianthemum stellatum,NA,NA,Maianthemum,NA,Y,N,Y,,Y,Food,Cultural,NA,Vegetables,Medicinals,,NA,NA,NA,NA,G,, ,,,,mass
544,BG,Mentha canadensis,Mentha,Mentha canadensis,NA,NA,Mint,NA,Y,Y,Y,"leaves, tea, essential oil",Y,Cultural,Food,NA,Medicinals,Herbs and Spices,,NA,2,2,Secondary,G,, ,,,,10
545,BG,Mentha canadensis,Mentha,Mentha canadensis,NA,NA,Mint,NA,Y,Y,Y,"leaves, tea, essential oil",Y,Cultural,Food,NA,Medicinals,Herbs and Spices,,NA,2,2,Secondary,G,, ,,,,7
546,BG,Mitchella repens,Mitchella,Mitchella repens,NA,NA,Partidge berry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
547,BG,Mitchella repens,Mitchella,Mitchella repens,NA,NA,Partidge berry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
548,BG,Mitchella repens,Mitchella,Mitchella repens,NA,NA,Partidge berry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,3
549,BG,Monarda fistulosa,Monarda,Monarda fistulosa,NA,NA,Monarda,NA,N,N,Y,"leaves, tea",Y,Cultural,,NA,Medicinals,Ornamentals,,NA,NA,NA,NA,G,, ,,,,mass
550,BG,Monarda fistulosa,Monarda,Monarda fistulosa,NA,NA,Monarda,NA,N,N,Y,"leaves, tea",Y,Cultural,,NA,Medicinals,Ornamentals,,NA,NA,NA,NA,G,, ,,,,3
551,BG,Monarda fistulosa,Monarda,Monarda fistulosa,NA,NA,Monarda,NA,N,N,Y,"leaves, tea",Y,Cultural,,NA,Medicinals,Ornamentals,,NA,NA,NA,NA,G,, ,,,,mass
552,BG,Monarda fistulosa,Monarda,Monarda fistulosa,NA,NA,Monarda,NA,N,N,Y,"leaves, tea",Y,Cultural,,NA,Medicinals,Ornamentals,,NA,NA,NA,NA,G,, ,,,,mass
553,BG,Morella pensylvanica,Morella,Morella pensylvanica,NA,NA,Bayberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,3
554,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
555,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
556,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
557,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,15
558,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
559,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,7
560,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,30
561,BG,Myrica gale,Myrica,Myrica gale,NA,NA,Bayberry,NA,Y,N,Y,"fruit, leaves",Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
562,BG,Nymphaea tetragona,Nymphaea,Nymphaea tetragona,NA,NA,Water-lily,NA,Y,N,N,,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
563,BG,Nymphaea tetragona,Nymphaea,Nymphaea tetragona,NA,NA,Water-lily,NA,Y,N,N,,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
564,BG,Oplopanax horridus,Oplopanax,Oplopanax horridus,NA,NA,Devils-club,NA,Y,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,3
565,BG,Opuntia polyacantha,Opuntia,Opuntia polyacantha,NA,NA,Prickly-pear cactus,NA,N,N,Y,,Y,Food,,NA,Fruit,Vegetables,,NA,NA,NA,NA,G,, ,,,,4
566,BG,Opuntia polyacantha var. polyacantha,Opuntia,Opuntia polyacantha,var.,polyacantha,Prickly-pear cactus,NA,Y,N,Y,,Y,Food,,NA,Fruit,Vegetables,,NA,NA,NA,NA,G,, ,,,,2
567,BG,Panax quinquefolius,Panax,Panax quinquefolius,NA,NA,Ginseng,NA,Y,N,Y,roots as tea,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,10
568,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
569,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,mass
570,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
571,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,1
572,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,92
573,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,94
574,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,2
575,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
576,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
577,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
578,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,9
579,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,1
580,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,16
581,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
582,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
583,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,4
584,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,3
585,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,mass
586,BG,Panicum virgatum,Panicum,Panicum virgatum,NA,NA,Proso millet,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,mass
587,BG,Phalaris arundinacea,Phalaris,Phalaris arundinacea,NA,NA,Canary Grass,NA,N,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,1
588,BG,Phalaris arundinacea,Phalaris,Phalaris arundinacea,NA,NA,Canary Grass,NA,N,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,mass
589,BG,Phalaris arundinacea,Phalaris,Phalaris arundinacea,NA,NA,Canary Grass,NA,N,Y,N,,Y,Food,,NA,Forage and Feed,Restoration,,NA,2,2,NA,G,, ,,,,mass
590,BG,Philadelphus lewisii,Philadelphus,Philadelphus lewisii,NA,NA,Mock-orange,NA,Y,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,1
591,BG,Philadelphus lewisii,Philadelphus,Philadelphus lewisii,NA,NA,Mock-orange,NA,Y,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,1
592,BG,Philadelphus lewisii,Philadelphus,Philadelphus lewisii,NA,NA,Mock-orange,NA,Y,N,Y,,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,1
593,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
594,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
595,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
596,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
597,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
598,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
599,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
600,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
601,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
602,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
603,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
604,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
605,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
606,BG,Picea glauca,Picea,Picea glauca,NA,NA,Spruce,NA,Y,N,Y,"gum, tea, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
