GARDEN_CODE,INSTITUTION,TAXON,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
6,BG,Abies amabilis,WNA (BC to Oregon),Canada,Unknown, , ,,
6,BG,Abies balsamea,N Amer,Canada,MontrealBG, , ,,
6,BG,Abies grandis,WNA (BC to California),Canada,Misc., , ,,
6,BG,Abies grandis,WNA (BC to California),Canada,Rose, , ,,
6,BG,Abies lasiocarpa,WNA (Alaska & BC to Wash),Canada,"Watson, S", , ,,
6,BG,Abies lasiocarpa,WNA (Alaska & BC to Wash),Canada,MBPL, , ,,
6,BG,Acer circinatum,WNA,Canada,Dunlop, , ,,
6,BG,Acer circinatum,Garden Origin,,Cedar Rim, , ,,
6,BG,Acer circinatum,WNA,Canada,ReidCollins, , ,,
6,BG,Acer circinatum,WNA,Canada,Linnaea, , ,,
6,BG,Acer circinatum,Garden Origin,,Linnaea, , ,,
6,BG,Acer circinatum,Garden Origin,,Costley, , ,,
6,BG,Acer circinatum,WNA,Canada,Misc., , ,,
6,BG,Acer circinatum,WNA,Canada,Simmons, , ,,
6,BG,Acer circinatum,WNA,Canada,Plant Sale, , ,,
6,BG,Acer circinatum,WNA,Canada,Kato's, , ,,
6,BG,Acer circinatum,WNA,Canada,Langara, , ,,
6,BG,Acer circinatum,WNA,Canada,Hutchinson, , ,,
6,BG,Acer circinatum,WNA,Canada,Sunset, , ,,
6,BG,Acer circinatum,WNA,Canada,Collins, , ,,
6,BG,Acer circinatum,WNA,Canada,Linnaea, , ,,
6,BG,Acer glabrum,WNA,Canada,ReidCollins, , ,,
6,BG,Acer glabrum var. douglasii,WNA (Ala & BC to Ore & Alta),Canada,ReidCollins, , ,,
6,BG,Acer glabrum var. douglasii,WNA (Ala & BC to Ore & Alta),Canada,"Justice, C", , ,,
6,BG,Acer macrophyllum,WNA (BC to S Calif),Canada,Sunset, , ,,
6,BG,Acer negundo,N&C Amer,Canada,Unknown, , ,,
6,BG,Acer negundo,Garden Origin,,Homestead, , ,,
6,BG,Acer pensylvanicum,ENA,Canada,Specimen, , ,,
6,BG,Acer rubrum,Garden Origin,,Sunset, , ,,
6,BG,Acer rubrum,Garden Origin,,Specimen, , ,,
6,BG,Acer rubrum,Garden Origin,,Surrey, , ,,
6,BG,Acer rubrum,Garden Origin,,Jones Nurs, , ,,
6,BG,Acer rubrum,Garden Origin,,Plant Sale, , ,,
6,BG,Acer rubrum,Garden Origin,,Cannor, , ,,
6,BG,Acer rubrum,ENA,Canada,Hillier, , ,,
