GARDEN_CODE,INSTITUTION,TAXON,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
PGRC,G,Elymus lanceolatus subsp. lanceolatus,W, United States,Wyoming,,,,
PGRC,G,Elymus scribneri,W, United States,Utah,,,,
PGRC,G,Fragaria chiloensis,W, United States,California,,,,
PGRC,G,Fragaria virginiana,W, United States,Pennsylvania,,,,
PGRC,G,Hordeum brachyantherum,W, United States,California,,,,
PGRC,G,Hordeum brachyantherum,W, United States,California,,,,
PGRC,G,Hordeum brachyantherum,W, United States,Nevada,,,,
PGRC,G,Hordeum brachyantherum,W, United States,Alaska,,,,
PGRC,G,Hordeum brachyantherum,W, United States,California,,,,
PGRC,G,Hordeum depressum,W, United States,California,,,,
PGRC,G,Hordeum depressum,W, United States,California,,,,
PGRC,G,Hordeum depressum,W, United States,California,,,,
PGRC,G,Hordeum depressum,W, United States,California,,,,
PGRC,G,Hordeum depressum,W, United States,California,,,,
PGRC,G,Hordeum depressum,W, United States,California,,,,
PGRC,G,Hordeum jubatum,W, United States,Kansas,,,,
PGRC,G,Hordeum jubatum,W, United States,Alaska,,,,
PGRC,G,Hordeum jubatum,W, United States,Illinois,,,,
PGRC,G,Hordeum jubatum,W, United States,Nebraska,,,,
PGRC,G,Hordeum jubatum,W, United States,Texas,,,,
PGRC,G,Hordeum jubatum,W, United States,Arizona,,,,
PGRC,G,Hordeum jubatum,W, United States,Texas,,,,
PGRC,G,Hordeum jubatum,W, United States,Washington,,,,
PGRC,G,Hordeum jubatum,W, United States,South Carolina,,,,
PGRC,G,Hordeum jubatum,W, United States,Indiana,,,,
PGRC,G,Hordeum jubatum,W, United States,Colorado,,,,
PGRC,G,Hordeum jubatum,W, United States,Utah,,,,
PGRC,G,Hordeum jubatum,W, United States,Utah,,,,
PGRC,G,Hordeum jubatum,W, United States,Texas,,,,
PGRC,G,Hordeum jubatum,W, United States,Montana,,,,
PGRC,G,Hordeum jubatum,W, United States,Idaho,,,,
PGRC,G,Hordeum jubatum,W, United States,Idaho,,,,
PGRC,G,Hordeum jubatum,W, United States,Nevada,,,,
PGRC,G,Hordeum jubatum,W, United States,Utah,,,,
PGRC,G,Hordeum jubatum,W, United States,South Dakota,,,,
PGRC,G,Hordeum jubatum,W, United States,Alaska,,,,
PGRC,G,Hordeum jubatum,W, United States,Alaska,,,,
PGRC,G,Hordeum pusillum,W, United States,Colorado,,,,
PGRC,G,Hordeum pusillum,W, United States,Alabama,,,,
PGRC,G,Hordeum pusillum,W, United States,Louisiana,,,,
PGRC,G,Hordeum pusillum,W, United States,Nebraska,,,,
PGRC,G,Hordeum pusillum,W, United States,Montana,,,,
PGRC,G,Hordeum pusillum,W, United States,Texas,,,,
PGRC,G,Hordeum pusillum,W, United States,Minnesota,,,,
PGRC,G,Hordeum pusillum,W, United States,Montana,,,,
PGRC,G,Hordeum pusillum,W, United States,Kentucky,,,,
PGRC,G,Hordeum pusillum,W, United States,Oklahoma,,,,
PGRC,G,Hordeum pusillum,W, United States,Arizona,,,,
PGRC,G,Hordeum pusillum,W, United States,Texas,,,,
PGRC,G,Hordeum pusillum,W, United States,Alabama,,,,
PGRC,G,Hordeum pusillum,W, United States,Mississippi,,,,
PGRC,G,Hordeum pusillum,W, United States,Oklahoma,,,,
PGRC,G,Leymus mollis,W, United States,Alaska,,,,
PGRC,G,Linum lewisii,W, United States,Montana,,,,
PGRC,G,Trifolium wormskioldii,W, United States,United States,,,,
PGRC,G,Vaccinium corymbosum,W, United States,North Carolina,,,,
PGRC,G,Vaccinium corymbosum,W, United States,New York,,,,
