GARDEN_CODE,INSTITUTION,TAXON,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,2
2,BG,Abies balsamea,G,, ,,,,12
2,BG,Abies balsamea,G,, ,,,,3
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,2
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,6
2,BG,Abies balsamea,G,, ,,,,1
2,BG,Abies balsamea,G,, ,,,,2
2,BG,Abies balsamea,G,, ,,,,3
2,BG,Abies balsamea,G,, ,,,,4
2,BG,Abies balsamea,G,, ,,,,16
2,BG,Abies lasiocarpa,G,, ,,,,1
2,BG,Abies lasiocarpa,G,, ,,,,3
2,BG,Acer circinatum,G,, ,,,,1
2,BG,Acer circinatum,G,, ,,,,1
2,BG,Acer macrophyllum,G,, ,,,,1
2,BG,Acer nigrum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,6
2,BG,Acer pensylvanicum,G,, ,,,,4
2,BG,Acer pensylvanicum,G,, ,,,,2
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,2
2,BG,Acer pensylvanicum,G,, ,,,,8
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,4
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,30
2,BG,Acer pensylvanicum,G,, ,,,,6
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,18
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer pensylvanicum,G,, ,,,,5
2,BG,Acer pensylvanicum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,2
2,BG,Acer rubrum,G,, ,,,,2
2,BG,Acer rubrum,G,, ,,,,10
2,BG,Acer rubrum,G,, ,,,,12
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,3
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,6
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,27
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,5
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,1
2,BG,Acer rubrum,G,, ,,,,2
2,BG,Acer saccharinum,G,, ,,,,1
2,BG,Acer saccharum,G,, ,,,,1
2,BG,Acer saccharum,G,, ,,,,1
2,BG,Acer saccharum,G,, ,,,,5
