TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,ProvenanceCode,MaterialType,CountryName,Habitat,Locality,OriginName,LATITUDE,LONGITUDE,PROVINCE
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. alnifolia,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier alnifolia var. cusickii,Amelanchier,Amelanchier alnifolia,var.,cusickii,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,United Kingdom,,NA,NA,,,
Populus balsamifera,Populus,Populus balsamifera,NA,NA,Poplar,NA,Y,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Vegetative part,United States of America,,"1.5KM W CULLOWHEE, CRANE CREEK ROAD",,,,
Amelanchier alnifolia var. cusickii,Amelanchier,Amelanchier alnifolia,var.,cusickii,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,United Kingdom,,NA,NA,,,
Quercus macrocarpa,Quercus,Quercus macrocarpa,NA,NA,Oak,NA,Y,N,Y,"acorns, seed meal",Y,Forest Resources,Cultural,NA,Forest Resources,Ornamentals,,NA,NA,NA,NA,W,Seed or spore,Canada,,1/2 km E. of Parkhill,,43.162199,-81.683414,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Seed or spore,Canada,,"GUELPH TOWNSHIP, 40P9 5643 48265",,43.58869535,-80.20347863,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Seed or spore,Canada,,"NASSAGAWYA TOWNSHIP, EDEN MILLS, 40P9 5708 48226",,43.55299366,-80.12347761,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,,Canada,moist river bank,"Guelph, Riverside Park",,43.541745,-80.211805,
Quercus macrocarpa,Quercus,Quercus macrocarpa,NA,NA,Oak,NA,Y,N,Y,"acorns, seed meal",Y,Forest Resources,Cultural,NA,Forest Resources,Ornamentals,,NA,NA,NA,NA,W,Seed or spore,Canada,,1/2 km E. of Parkhill,,43.162199,-81.683414,
Quercus macrocarpa,Quercus,Quercus macrocarpa,NA,NA,Oak,NA,Y,N,Y,"acorns, seed meal",Y,Forest Resources,Cultural,NA,Forest Resources,Ornamentals,,NA,NA,NA,NA,W,Seed or spore,Canada,,1/2 km E. of Parkhill,,43.162199,-81.683414,
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Vegetative part,Canada,,"1KM E LOWER CANARD, 3915 49992 21H1 W",,45.138271,-64.389653,
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Vegetative part,Canada,,"1KM E LOWER CANARD, 3915 49992 21H1 W",,45.138271,-64.389653,
Ribes americanum,Ribes,Ribes americanum,NA,NA,"Currant, Gooseberry",NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,Ornamentals,,NA,1B,1,Secondary,W,Whole plant,Canada,,"3KM N BRITT (TOWN), WET MEADOW",,45.774507,-80.556286,
Prunus nigra,Prunus,Prunus nigra,NA,NA,"Apricot, Cherry, Peach, Plum",Almond,Y,Y,Y,fruit,Y,Food,Cultural,Food,Fruits,Ornamentals,Materials,Nuts,1B,1,Secondary,W,Seed or spore,Canada,,"49'10""N, 98'10""W","MORDEN RES STN, MB, CA",49.192243,-98.114351,
Betula occidentalis,Betula,Betula occidentalis,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,850M,"ROCKY MT SD SER, BC, CA",50.509944,-116.027582,
Betula occidentalis,Betula,Betula occidentalis,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,850M,"ROCKY MT SD SER, BC, CA",50.509944,-116.027582,
Pseudotsuga menziesii var. glauca,Pseudotsuga,Pseudotsuga menziesii,var.,glauca,Douglas fir,NA,Y,N,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,"9KM SE QUESNEL, 720M, DRY ROCKY SLOPE",,52.982175,-122.493227,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier humilis,Amelanchier,Amelanchier humilis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Seed or spore,Canada,,Cup & Saucer Trail,,45.853086,-82.113841,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier humilis,Amelanchier,Amelanchier humilis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Seed or spore,Canada,,Cup & Saucer Trail,,45.853086,-82.113841,
Amelanchier humilis,Amelanchier,Amelanchier humilis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,,Canada,,NA,NA,,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,,,,,Possibly 1975-0558 (2),,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier intermedia,Amelanchier,Amelanchier intermedia,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Whole plant,Canada,,"EASTNOR TOWNSHIP, CAPE DUNDAS, LIMESTONE, 17 4905 49775 41A14",,44.95087218,-81.12043211,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Vegetative part,Canada,,"KENTVILLE, DODGE BROOK, 3825 49917 21H1",,45.06900345,-82.49262028,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,,,,,Possible match to 1976-0558 (2),,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,Whole plant,,,,,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,United States of America,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,Whole plant,,,,,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,,,,,Possible match to 1976-0558 (2),,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,United States of America,,NA,NA,,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,United States of America,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,United States of America,,NA,NA,,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Vegetative part,Canada,,"2.5K.N CARLETON, 2656 48791 21A4",,44.02754866,-65.92494911,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Seed or spore,,,,,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,Whole plant,,,,,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Vegetative part,Canada,,"2.5K.N CARLETON, 2656 48791 21A4",,44.02754866,-65.92494911,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALGONQUIN PROVINCIAL PARK, 20KM NE WHITNEY, .5KM S CROTCH L",,45.649056,-78.121645,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Netherlands,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,Whole plant,Canada,,NA,NA,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,W,Whole plant,Canada,,,,,,
Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,,,,,Possible match to 1976-0558 (2),,,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,Seed or spore,Canada,,,,,,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Seed or spore,Canada,,"Gosfield South Township, 2.5KM NW of Ruthven (?), 17 3596 46583",,42.06421503,-82.69697296,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Seed or spore,Canada,,"HARWICH TOWNSHIP, WET WDS, KERR FARM,  17 4088 46972 40J8",,42.42175247,-82.10855887,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Seed or spore,Canada,,"Plympton Township, 4KM NW WYOMING 17 4048 47577 40J16 MOIST WDS",,42.96599664,-82.16732913,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,Seed or spore,Canada,,,,,,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,Seed or spore,Canada,,,,,,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,W,Seed or spore,Canada,,"HARWICH TOWNSHIP, WET WDS, KERR FARM,  17 4088 46972 40J8",,42.42175247,-82.10855887,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,Seed or spore,Canada,,,,,,
Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,Seed or spore,Canada,,,,,,
Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,Seed or spore,Canada,,NA,NA,,,
Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,"Colchester South Township, 3KM SW ARNER, 17 3462 46537 40J/2",,42.02029465,-82.857649,
Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,Seed or spore,Canada,,NA,NA,,,
