TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,ProvenanceCode,MaterialType,CountryName,Habitat,Locality,OriginName,LATITUDE,LONGITUDE,PROVINCE
Populus grandidentata,Populus,Populus grandidentata,NA,NA,Poplar,NA,Y,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MUN GUELPH, LIMESTONE BEDROCK. 40P9 5643 48217",,43.5454794,-80.20404791,
Populus grandidentata,Populus,Populus grandidentata,NA,NA,Poplar,NA,Y,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MUN GUELPH, LIMESTONE BEDROCK. 40P9 5643 48217",,43.5454794,-80.20404791,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,,,,,Possibly 1973-1583 (NTO orig.); 1973-1583(14) or 1971-0155 (5) from 1975 planting list.,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,,Canada,,Kettle Lakes Provincial Park,,48.568977,-80.866818,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,,Canada,,Kettle Lakes Provincial Park,,48.568977,-80.866818,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,,Canada,,"Guelph, University of Guelph Arboretum Southwoods",,43.541745,-80.211805,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Juglans nigra,Juglans,Juglans nigra,NA,NA,Walnut,NA,Y,Y,Y,black walnut; nut,Y,Food,Materials,NA,Nuts,Materials,Ornamental,NA,1A,1,Progenitor,G,Whole plant,Canada,,Midhurst,,44.446937,-79.730514,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,"ALBEMARLE TOWNSHIP, 8KM N WIARTON, RDSIDE, 17 4886 49630 41A14",,44.82031409,-81.144192,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,"MUN GUELPH, LIMESTONE BEDROCK. 40P9 5643 48217",,43.5454794,-80.20404791,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,"MUN GUELPH, LIMESTONE BEDROCK. 40P9 5643 48217",,43.5454794,-80.20404791,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Vegetative part,Canada,,"5KM N NORTH BAY, HWY 63, 17 6248 51318 31L/6",,46.32827319,-79.37864484,
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,U,Whole plant,,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,,,,,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Whole plant,Canada,,"MUN GUELPH, LIMESTONE BEDROCK. 40P9 5643 48217",,43.5454794,-80.20404791,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Populus tremuloides,Populus,Populus tremuloides,NA,NA,Poplar,NA,Y,N,Y,"bark, tea",Y,Forest Resources,Cultural,NA,Forest Resources,Medicinals,,NA,NA,NA,NA,W,Seed or spore,Canada,,Eden Mills,,43.574878,-80.140764,Ontario
Populus trichocarpa,Populus,Populus trichocarpa,NA,NA,Poplar,NA,Y,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Vegetative part,Canada,,"35KM NE OF CHASE, 11 3283 56418",,50.90226402,-119.4419544,
Populus trichocarpa,Populus,Populus trichocarpa,NA,NA,Poplar,NA,Y,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Vegetative part,Canada,,"35KM NE OF CHASE, 11 3283 56418",,50.90226402,-119.4419544,
Larix laricina,Larix,Larix laricina,NA,NA,Larch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Whole plant,Canada,,"MINISTRY OF NATURAL RESOURCES, ST WILLIAMS NURSERY","ST WILLIAMS N, MNR, ON, CA",42.693898,-80.447567,
Prunus nigra,Prunus,Prunus nigra,NA,NA,"Apricot, Cherry, Peach, Plum",Almond,Y,Y,Y,fruit,Y,Food,Cultural,Food,Fruits,Ornamentals,Materials,Nuts,1B,1,Secondary,W,Seed or spore,Canada,,Missisquoi,"MONTREAL BG, PQ, CA",45.272288,-72.96197,
Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,W,Seed or spore,United States of America,,MOIST WOODS,"MORRIS ARB, PA, USA",,,
Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,W,Seed or spore,United States of America,,MOIST WOODS,"MORRIS ARB, PA, USA",,,
Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,W,Seed or spore,United States of America,,MOIST WOODS,"MORRIS ARB, PA, USA",,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
Prunus americana,Prunus,Prunus americana,NA,NA,"Apricot, Cherry, Peach, Plum",Almond,Y,Y,Y,fruit,Y,Food,Cultural,Food,Fruits,Ornamentals,Materials,Nuts,1A,1,Progenitor,G,Whole plant,Canada,,NA,NA,,,
Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,W,Seed or spore,Canada,,MONTREAL,"CITY OF MONTREAL, PQ, CA",45.564062,-73.559024,
