SPECIES,PROVINCE,latitude,longitude,GARDEN_CODE,INSTITUTION,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,UNABLE_TO_ASSIGN_GEO_DISTR,CWR,WUS,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,total_CWRs_in_province,endemic_CWRs_in_province,total_WUS_in_province,endemic_WUS_in_province,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,scientificName
Picea mariana,Ontario,42.68726469,-80.33716354,1,BG,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,47.86666,-83.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,47.86666,-83.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,48.91588,-90.07388,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,46.25,-82.5,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,49.45,-94.43333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,42.68726469,-80.33716354,1,BG,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,42.68726469,-80.33716354,1,BG,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,46.50668735,-79.15567383,1,BG,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,42.68726469,-80.33716354,1,BG,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,49.4,-80.3,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,44.49425,-78.37266,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,49.5,-84.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,50.13334,-83.83334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,49.78333,-94.43333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,49.48333,-80.5,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,47.25,-84.5,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,45.4639,-77.6917,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,49,-92,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Ontario,51,-90,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,14,269,29,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.4,-62.65,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.26667,-62.63334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.3,-62.8,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.3,-62.8,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.3,-62.8,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.53333,-64.01667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.3,-62.8,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.3,-62.8,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.28333,-62.91667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Prince Edward Island,46.66667,-64.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,45,0,111,0,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79676,-69.4809,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.56667,-73.41666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.5,-74.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79576,-69.47178,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.1,-74.96667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79757,-69.47913,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79436,-69.47985,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.58333,-73.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.91667,-78.75,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79574,-69.47819,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.01667,-68.08334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.58333,-74.65,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.05,-67.96667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.36666,-76.26667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.75,-71.75,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79517,-69.48302,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.16667,-72,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.05,-65.33334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.5,-74.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.06667,-68.5,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.7,-70.88333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.21667,-74.65,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.03333,-67.96667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.71667,-71.83334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.5,-75.41666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.63334,-76.78333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79617,-69.48015,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.65,-69.1,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,50.36666,-74.4,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.48333,-73.18333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.16667,-75.4,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,50.31667,-73.55,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.63334,-76.78333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,50.246349,-62.217118,2,BG,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.5,-74.6,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.35,-78.81667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.48333,-73.15,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79501,-69.47907,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,50.61666,-72.2,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.49425,-78.37266,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.7,-72.61667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.86666,-76.55,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49,-72.58334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.66667,-73.25,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.23333,-76.25,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.05,-67.96667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.6,-75.45,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.03333,-67.96667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.83333,-78.15,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.5,-71.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.5,-75.41666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.5,-74.16666,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.79416,-69.47646,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.26667,-74.96667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.48333,-73.18333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.58333,-69.18333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.51667,-68.36667,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.5,-68,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.06667,-68.5,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.58333,-69.18333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,47.76667,-72.88333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.06667,-68,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,46.58333,-74.83334,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,49.41667,-76.5,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
Picea mariana,Quebec,48.48333,-64.48333,PGRC,G,,Y,G5,N5,,449,39,410,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,2,241,9,420,14,406,Picea mariana (Mill.) Britton et al.
