SPECIES,PROVINCE,latitude,longitude,GARDEN_CODE,INSTITUTION,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,UNABLE_TO_ASSIGN_GEO_DISTR,CWR,WUS,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,total_CWRs_in_province,endemic_CWRs_in_province,total_WUS_in_province,endemic_WUS_in_province,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,scientificName
Abies amabilis,British Columbia,50.4,-126,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,55.3166,-128.75,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,50.05,-122.3667,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.78333,-121.0833,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.75,-125.25,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,50.53333,-122.7833,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,48.66667,-124.0833,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.48356,-123.56923,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.65,-121.1,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,54.8,-128.8833,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.142627,-125.835069,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,49.203055,-121.863333,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,55.2166,-125.85,PGRC,G,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies amabilis,British Columbia,55.1,-127.4,3,BG,,Y,G5,N5,,26,16,10,Fir,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,142,47,299,107,25,15,10,Abies amabilis Douglas ex J.Forbes
Abies balsamea,Alberta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,87,4,186,4,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,74,1,132,1,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.41667,-66.46667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.66667,-65.13333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.16667,-66.16666,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.13334,-65.15,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.83333,-66.1,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.08333,-65.98333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.9,-65.71667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.93333,-65.35,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.96667,-66.33334,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.3,-65.71667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.68333,-64.86667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.35,-67.38333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.1,-65.2,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.66667,-65.16666,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.66667,-65.3,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.68333,-66.55,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.5,-67.05,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.13334,-65.15,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.01667,-66.36667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.91667,-67.13333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.41667,-65.43333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.41667,-65.43333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.13334,-65.15,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.41667,-65.43333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.31667,-68.68333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.41667,-65.43333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,47.68333,-67.95,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.35,-67.15,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,46.43333,-65.53333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,New Brunswick,45.4,-65.48333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,70,1,144,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,50.41667,-57.25,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.951089,-57.833385,1,BG,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,47.557938,-52.719606,1,BG,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.27564,-53.98183,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,47.66667,-55.51667,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.27164,-53.9818,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.288,-53.9874,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,50.5525,-57.2935,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,49.7,-57.5,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,50.98333,-56.23333,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.27016,-53.98245,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.911,-57.6965,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
Abies balsamea,Newfoundland and Labrador,48.53333,-56.61666,PGRC,G,,Y,G5,N5,,239,96,143,Fir,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,113,0,181,41,140,Abies balsamea (L.) Mill.
