SPECIES,ECO_NAME,latitude,longitude,GARDEN_CODE,INSTITUTION,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,UNABLE_TO_ASSIGN_GEO_DISTR,FINEST_TAXON_RESOLUTION.y,CWR,WUS,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,total_CWRs_in_ecoregion,endemic_CWRs_in_ecoregion,total_WUS_in_ecoregion,endemic_WUS_in_ecoregion,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res
Betula papyrifera,S.E. Alaska - B.C. Coastal Forest And Mountains,55.13334,-127.7167,PGRC,G,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.75,-77.13333,PGRC,G,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.75,-77.13333,PGRC,G,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,St. Lawrence - Champlain Valley,45.564062,-73.559024,1,BG,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,517,348,169
Betula papyrifera,Superior Mixed Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,64,0,128,0,517,348,169
Betula papyrifera,Taiga Cordillera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,18,0,51,0,517,348,169
Betula papyrifera,Taiga Plains,59.01667,-123.1833,PGRC,G,,Y,G5,NNR,,1031,847,184,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,39,0,91,0,517,348,169
Betula papyrifera,Western Taiga Shield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,23,0,67,0,517,348,169
Betula papyrifera,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,82,6,184,8,517,348,169
Betula papyrifera,Yukon Plateau And Flats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,24,0,54,0,517,348,169
Betula populifolia,Boreal Shield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,50,6,44
Betula populifolia,Great Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.76667,-65.36667,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.82461,-66.97334,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.83533,-66.96121,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.65,-66.73333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.159811,-72.368578,1,BG,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.82728,-66.97443,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.159811,-72.368578,1,BG,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.23333,-62.95,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.8076,-66.96825,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.83486,-66.96272,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.03333,-64.55,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.80674,-66.96709,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.81996,-66.97206,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.81869,-66.97106,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.66073,-72.340952,2,BG,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.83155,-66.97514,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.80587,-66.96485,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45,-64.91666,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.11666,-62.75,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.82808,-66.97482,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.6,-66.8,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.80672,-66.95326,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.03333,-64.98333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.76667,-65.18333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.83412,-66.96445,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.82555,-66.97371,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.80578,-66.95516,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.6,-66.8,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.38334,-64.85,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,47.03333,-65.16666,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.80501,-66.95634,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.6,-63.9,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.71667,-64.05,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.6,-66.8,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.71667,-64.05,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.61666,-66.78333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.80404,-66.95879,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.38334,-62.93333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.9,-65.71667,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.83236,-66.96955,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.82388,-66.97282,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.35,-67.38333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,46.71667,-64.05,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.68333,-66.73333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.6,-66.8,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.96667,-67.53333,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,Northern Appalachian / Acadian,45.83147,-66.97115,PGRC,G,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,50,6,44
Betula populifolia,St. Lawrence - Champlain Valley,45.121493,-73.069936,1,BG,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,50,6,44
Betula populifolia,St. Lawrence - Champlain Valley,45.4,-75.55,4,BG,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,50,6,44
Betula populifolia,St. Lawrence - Champlain Valley,45.121493,-73.069936,1,BG,,Y,G5,N5,,87,33,54,Birch,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,50,6,44
Blitum capitatum,Aspen Parkland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,67,1,127,1,0,0,0
Blitum capitatum,Boreal Cordillera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,56,0,120,1,0,0,0
Blitum capitatum,Boreal Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,75,1,160,1,0,0,0
Blitum capitatum,Boreal Shield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,115,0,230,0,0,0,0
Blitum capitatum,Canadian Rocky Mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,90,2,197,3,0,0,0
Blitum capitatum,Fescue-Mixed Grass Prairie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,44,2,92,1,0,0,0
Blitum capitatum,Great Lakes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,126,8,240,22,0,0,0
Blitum capitatum,Hudson Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,41,0,97,0,0,0,0
Blitum capitatum,Montane Cordillera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,78,0,166,1,0,0,0
Blitum capitatum,North Cascades,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,59,0,157,0,0,0,0
Blitum capitatum,Northern Appalachian / Acadian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,115,6,219,7,0,0,0
Blitum capitatum,Northern Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,54,0,92,0,0,0,0
Blitum capitatum,Okanagan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,93,5,203,17,0,0,0
Blitum capitatum,S.E. Alaska - B.C. Coastal Forest And Mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,52,1,154,3,0,0,0
Blitum capitatum,St. Lawrence - Champlain Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,107,2,210,6,0,0,0
Blitum capitatum,Superior Mixed Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,64,0,128,0,0,0,0
Blitum capitatum,Taiga Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,39,0,91,0,0,0,0
Blitum capitatum,Western Taiga Shield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,23,0,67,0,0,0,0
Blitum capitatum,Yukon Plateau And Flats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,N,Y,Y,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,24,0,54,0,0,0,0
Blitum nuttallianum,Aspen Parkland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,67,1,127,1,0,0,0
Blitum nuttallianum,Boreal Cordillera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,56,0,120,1,0,0,0
Blitum nuttallianum,Boreal Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,75,1,160,1,0,0,0
Blitum nuttallianum,Boreal Shield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,115,0,230,0,0,0,0
Blitum nuttallianum,Canadian Rocky Mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,90,2,197,3,0,0,0
Blitum nuttallianum,Fescue-Mixed Grass Prairie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,44,2,92,1,0,0,0
Blitum nuttallianum,Hudson Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,41,0,97,0,0,0,0
Blitum nuttallianum,Montane Cordillera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,78,0,166,1,0,0,0
Blitum nuttallianum,Northern Appalachian / Acadian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,115,6,219,7,0,0,0
Blitum nuttallianum,Northern Great Plains Steppe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,42,1,88,7,0,0,0
Blitum nuttallianum,Northern Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,54,0,92,0,0,0,0
Blitum nuttallianum,Okanagan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spinach,,Y,Y,N,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,93,5,203,17,0,0,0
