ELEMENT_GLOBAL_ID,GLOBAL_UNIQUE_IDENTIFIER,ELEMENT_NATIONAL_ID,ELEMENT_CODE,CATEGORY,TAX_GROUP,GLOBAL_SCIENTIFIC_NAME,CLASSIFICATION_STATUS,GNAME_LEVEL,CONCEPT_REF_CODE,CONCEPT_REF_FULL,TAX_COM,GLOBAL_ENGL_NAME,GLOB_FR_NAME,GLOBAL_SYNONYMS,CA_NNAME_LEVEL,NATIONAL_SCIENTIFIC_NAME,NATIONAL_ENGL_NAME,NATIONAL_FR_NAME,NATIONAL_SYNONYMS,G_RANK,ROUNDED_G_RANK,G_RANK_CHANGE_DATE,G_RANK_REVIEW_DATE,N_RANK,ROUNDED_N_RANK,N_RANK_CHANGE_DATE,N_RANK_REVIEW_DATE,BCD_STYLE_N_RANK,SARA_STATUS,SARA_DATE,COSEWIC_ID,COSEWIC_DESC,COSEWIC_DATE,COSEWIC_SUMMARY,COSEWIC_NAME,GRANK_REASONS,CURRENT_CA_DISTRIBUTION,CURRENT_US_DISTRIBUTION
143719,2-143719,245440,PGPIN01010,Vascular Plant,Conifers,Abies amabilis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Pacific Silver Fir,Sapin gracieux,,Species,Abies amabilis,Pacific Silver Fir,Sapin gracieux,,G5,G5,9/4/1997,6/13/2015,N5,N5,2/25/2001,10/25/2017,,,,,,,,,Moderately widespread in limited geographic range.,BC(S5),"AK(S3), CA(S2), OR(S5), WA(SNR)"
152370,2-152370,233529,PGPIN01020,Vascular Plant,Conifers,Abies balsamea,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Abies balsamea is a widespread species of Canada and the northeastern U.S., occurring southward in the Appalachians to West Virginia and adjacent northwestern Virginia. The similar Abies fraseri, of the high mountains of southern Virginia, North Carolina, and Tennessee, differs primarily in its longer, projecting cone-bracts. Plants intermediate between these two species have been called Abies balsamea var. phanerolepis or Abies x phanerolepis; opinions differ on whether they are relicts of the original divergence or recent interspecific hybrids; such plants occur in West Virginia and are reported irregularly northward as far as eastern Canada. LEM 10Aug00.",Balsam Fir,Sapin baumier,,Species,Abies balsamea,Balsam Fir,Sapin;  Sapin baumier,,G5,G5,11/3/1983,2/4/2016,N5,N5,11/10/1994,8/16/2020,,,,,,,,,,"AB(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5), SK(S5)","CT(S1), IA(S1), MA(SNR), MD(S1), ME(S5), MI(SNR), MN(SNR), NH(SNR), NJ(S1), NY(S5), OH(SNR), PA(S3S4), RI(SNR), VA(S1), VT(SNR), WI(SNR), WV(S1)"
146468,2-146468,243173,PGPIN01060,Vascular Plant,Conifers,Abies grandis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Grand Fir,Sapin grandissime,,Species,Abies grandis,Grand Fir,Sapin grandissime,,G5,G5,5/16/1988,2/4/2016,N5,N5,2/9/2017,2/9/2017,,,,,,,,,,BC(S5),"CA(SNR), ID(SNR), MT(S5), OR(S5), WA(SNR)"
144815,2-144815,243373,PGPIN01070,Vascular Plant,Conifers,Abies lasiocarpa,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Following Kartesz (1994 checklist and 1999 floristic synthesis), both the Rocky Mountain and Pacific Northwest components are included here in a single species. The Flora of North America (vol. 2, 1993) considers A. bifolia of the Rocky Mountain region to be a separate species. Kartesz (1994 and 1999) recognizes var. arizonica in Ariz., N.Mex., and Colo.; this includes some but not all of the plants treated by FNA as A. bifolia. LEM 17May95, rev. 28Oct01 LEM.",Subalpine Fir,Sapin subalpin,,Species,Abies lasiocarpa,,,,G5,G5,8/3/1988,5/16/2016,NNR,NNR,7/19/2021,7/19/2021,NSYN,,,,,,,,Common and widespread in mountainous Western North America.,"AB(SNR), BC(SNR), YT(SNR)","AK(S4), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S5), NM(SNR), NN(SNR), NV(S3S4), OR(S5), UT(SNR), WA(SNR), WY(SNR)"
137855,2-137855,203647,PGPIN010E0,Vascular Plant,Conifers,Abies lasiocarpa,Provisional,Species,B93FNA02HQUS,"Flora of North America Editorial Committee. 1993a. Flora of North America north of Mexico. Vol. 2. Pteridophytes and gymnosperms. Oxford Univ. Press, New York. xvi + 475 pp.",This is for the narrow treatment of Abies lasiocarpa. Excludes Abies bifolia following Hunt (1993; Flora of North America).,Subalpine Fir,Sapin subalpin,,Species,Abies lasiocarpa,Subalpine Fir,Sapin subalpin,,G5,G5,2/4/2016,2/4/2016,N5,N5,2/4/2016,2/4/2016,,,,,,,,,,"BC(S5), YT(S5)",
140940,2-140940,202501,PDACE01020,Vascular Plant,Dicots,Acer circinatum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Vine Maple,Érable circiné,,Species,Acer circinatum,Vine Maple,Érable circiné,,G5,G5,8/30/2016,8/30/2016,N5,N5,2/20/2014,10/25/2017,,,,,,,,,,BC(S5),"AK(SNR), CA(SNR), OR(SNR), WA(SNR)"
138747,2-138747,202361,PDACE01050,Vascular Plant,Dicots,Acer glabrum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Mountain Maple,Érable nain,,Species,Acer glabrum,Rocky Mountain Maple,Érable nain,,G5,G5,10/18/1999,6/27/2016,N5,N5,9/27/2016,9/27/2016,,,,,,,,,"Element occurs in wide range of wooded hillsides, ravines, and along streams.","AB(S3), BC(S5)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S5), NE(S3), NM(SNR), NN(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S4)"
143580,2-143580,195133,PDACE01052,Vascular Plant,Dicots,Acer glabrum var. douglasii,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Douglas Maple,Érable de Douglas,,Variety,Acer glabrum var. douglasii,Douglas Maple,Érable de Douglas,,G5T5,T5,8/2/2002,5/16/2016,N5,N5,2/24/2014,12/19/2017,,,,,,,,,Element is widespread and occurs on lower elevation ridge tops to streambanks and meadows at higher elevations.,"AB(S3), BC(S5)","AK(SNR), CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), WA(SNR), WY(SNR)"
143337,2-143337,222786,PDACE01080,Vascular Plant,Dicots,Acer macrophyllum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Bigleaf Maple,Érable à grandes feuilles,,Species,Acer macrophyllum,Big-leaved Maple,Érable à grandes feuilles,,G5,G5,10/18/1999,5/13/2016,N5,N5,2/20/2014,10/25/2017,,,,,,,,,,BC(S5),"CA(SNR), OR(S5), WA(SNR)"
157048,2-157048,239017,PDACE01090,Vascular Plant,Dicots,Acer negundo,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Box-elder,Érable à Giguère,,Species,Acer negundo,Manitoba Maple,Érable à Giguère,,G5,G5,2/9/1984,5/13/2016,N5,N5,8/8/2002,10/25/2017,,,,,,,,,,"AB(SU), BC(SNA), MB(S5), NB(SNA), NS(SNA), NT(SNR), ON(S5), ON(S5), PE(SNA), QC(SNA), SK(S5), YT(SNA)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(S5), GS(P4), IA(S5), ID(SNR), IL(SNR), IN(S5), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNA), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S5), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NN(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), PA(S5), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(SNR)"
154814,2-154814,216973,PDACE01094,Vascular Plant,Dicots,Acer negundo var. negundo,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Box-elder,,,Variety,Acer negundo var. negundo,,,,G5T5?,T5,2/9/2000,2/9/2000,NNR,NNR,8/8/1993,,NSYN,,,,,,,,,"MB(SNR), NB(SNA), NS(SNA), ON(SU), PE(SNA), QC(SNA)","AL(SNR), AR(SNR), CT(SNR), DE(S5), FL(SNR), GA(S5), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NY(SNA), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5)"
138128,2-138128,203158,PDACE010A0,Vascular Plant,Dicots,Acer nigrum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","The sugar maple and the black maple are treated by Kartesz (1994 checklist) as different species (Acer saccarum and Acer nigrum, respectively); they are sometimes considered to be subspecies or varieties of the same species (in which case the name Acer saccharum has nomenclatural priority, with the black maple being called Acer saccharum ssp. nigrum or Acer saccharum var. nigrum). Note that the species Acer saccharinum (silver maple) has a similar name. Larry Morse 16Sept99.",Black Maple,Érable noir,"Acer saccharum ssp. nigrum, Acer saccharum var. nigrum",Species,Acer nigrum,Black Maple,Érable noir,"Acer saccharum ssp. nigrum, Acer saccharum var. nigrum",G5,G5,2/9/1984,4/27/2016,N4?,N4,4/27/2016,4/27/2016,,,,,,,,,,"ON(S4?), QC(S2)","AL(SNR), AR(S1S2), CT(SNA), DE(SNA), GA(S3?), IA(S4), IL(SNR), IN(S4), KS(SNR), KY(S4), MA(S3), MD(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S1?), NH(S2), NJ(SU), NY(S5), OH(SNR), PA(S5), SD(SNR), TN(SNR), TV(SNR), VA(S5), VT(S3), WI(SNR), WV(S4)"
145579,2-145579,204556,PDACE010C0,Vascular Plant,Dicots,Acer pensylvanicum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Striped Maple,Érable de Pennsylvanie,,Species,Acer pensylvanicum,Striped Maple,Érable de Pennsylvanie,,G5,G5,2/9/1984,5/16/2016,N5,N5,9/21/2000,9/6/2017,,,,,,,,,"Widespread and common small tree species of southeastern Canada and northern U.S., ranging southward along the Appalachians.","NB(S5), NS(S5), ON(S4), PE(S5), QC(S5)","CT(SNR), GA(S3S4), GS(P5), KY(S3S4), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(S4), NH(SNR), NJ(S4), NY(S5), OH(S2), PA(S5), RI(S1), SC(S2), TN(SNR), VA(S5), VT(SNR), WI(S1), WV(S4)"
159330,2-159330,240030,PDACE010F0,Vascular Plant,Dicots,Acer rubrum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Kartesz (1994) here recognizes 3 distinct varieties (drummondii, rubrum, trilobum), each widespread; var. tomentosum (sometimes recognized) included in var. rubrum by Kartesz (1999). Occasionally hybridizes A. saccharinum. FNA (vol. 13 in prep) appears to lump infraspecific taxa.",Red Maple,Érable rouge,,Species,Acer rubrum,Red Maple,Érable rouge,,G5,G5,2/9/1984,2/15/2016,N5,N5,1/31/2010,7/19/2021,,,,,,,,,Numerous individuals; wide range; ready colonizer; no major threats.,"BC(SNA), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5)","AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(S5), GS(PNR), IA(SU), IL(SNR), IN(S5), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
160035,2-160035,194110,PDACE010F2,Vascular Plant,Dicots,Acer rubrum var. rubrum,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Red Maple,,,Variety,Acer rubrum var. rubrum,Eastern Red Maple,,,G5T5,T5,3/4/1994,3/4/1994,NU,NU,7/19/2021,7/19/2021,,,,,,,,,Rank provided by NCHP during data exchange Apr/94.,"BC(SNA), NB(SNR), NS(SNR), ON(SU), PE(SNR), QC(SNR)","AL(SNR), AR(SNR), CT(SNR), DE(S5), GA(S5), GS(P5), IA(SNR), IL(SNR), IN(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
130923,2-130923,216947,PDACE010F3,Vascular Plant,Dicots,Acer rubrum var. trilobum,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Red Maple,,,Variety,Acer rubrum var. trilobum,Three-lobed Red Maple,,,G5T5,T5,3/4/1994,3/4/1994,NU,NU,7/19/2021,7/19/2021,,,,,,,,,Rank provided by NCHP during data exchange Apr/94.,"NB(SNR), NS(SNR), ON(SU), QC(SNR)","AL(SNR), AR(SNR), CT(SNR), DE(S5), FL(SNR), GA(S5), GS(P1P2), IL(SNR), KY(S4?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S3S4), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5?), VT(SNR), WV(S3)"
136917,2-136917,234034,PDACE010G0,Vascular Plant,Dicots,Acer saccharinum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Silver Maple,Érable argenté,,Species,Acer saccharinum,Silver Maple,Érable argenté,,G5,G5,2/9/1984,5/13/2016,N5,N5,8/8/2002,9/27/2016,,,,,,,,,Ampliamente conocido. En Bolivia se encuentra en La Paz.,"NB(S4), NS(S1), ON(S5), QC(S3S4), SK(SNA)","AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(S3S4), GS(P1), IA(S5), IL(SNR), IN(S5), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S3), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
145639,2-145639,248851,PDACE010H0,Vascular Plant,Dicots,Acer saccharum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","The sugar maple and the black maple are treated by Kartesz (1994, 1999) as different species (Acer saccarum and Acer nigrum, respectively); they are sometimes considered to be subspecies or varieties of the same species (in which case the name Acer saccharum has nomenclatural priority, with the black maple being called Acer saccharum ssp. nigrum or Acer saccharum var. nigrum). Note that the species Acer saccharinum (silver maple) has a similar name.",Sugar Maple,Érable à sucre,,Species,Acer saccharum,Sugar Maple,Érable franc;  Érable franche;  Érable à sucre,,G5,G5,2/9/1984,5/16/2016,N5,N5,9/16/1999,9/27/2016,,,,,,,,,"Widespread, abundant tree species of the eastern and midwestern United States, often becoming the dominant or co-dominant tree in the forest canopy over large areas, particularly in the Appalachians and the Midwest.","NB(S5), NS(S4S5), ON(S5), PE(S4), QC(S5)","AL(SNR), AR(SNR), CT(SNR), DC(SNA), DE(S4), GA(S3), GS(P5), IA(S5), IL(SNR), IN(S5), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(S5), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), ND(SH), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), SD(S4), TN(SNR), TV(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
140241,2-140241,195977,PDACE010J0,Vascular Plant,Dicots,Acer spicatum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Mountain Maple,Érable à épis,,Species,Acer spicatum,Mountain Maple,Érable à épis,,G5,G5,2/9/1984,5/13/2016,N5,N5,1/31/2010,9/27/2016,,,,,,,,,,"LB(S2), MB(S5), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5), SK(S4)","CT(SNR), GA(S2), GS(P4), IA(S2), KY(S1S2), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S3), NH(SNR), NJ(S4), NY(S4S5), OH(SNR), PA(S5), RI(S1), TN(SNR), TV(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4)"
157759,2-157759,225545,PDAST0303G,Vascular Plant,Dicots,Achillea millefolium var. millefolium,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Exotic in parts of North America, according to Kartesz (1999). Eurasian (Moss, 1994; Ramsey et al., 2008).",Yarrow,Achillée millefeuille;  herbe à dindes;  herbe à dindons,"Achillea millefolium, Achillea millefolium ssp. millefolium",Species,Achillea millefolium,Common Yarrow,Achillée millefeuille;  Herbe à dindes;  Herbe à dindons,"Achillea millefolium ssp. millefolium, Achillea millefolium var. millefolium",G5T5?,T5,5/22/2003,5/22/2003,NNA,NNA,2/23/1998,5/1/2017,NE,,,,,,,,"Widely dispersed in North America, but disjunct and non-native to parts of range (Alberta, Montana, Eastern United States).","AB(SNA), BC(SNA), MB(SNA), NB(SNA), NF(SNA), NS(SNA), ON(SNA), QC(SNA), SK(SNA)","CA(SNA), FL(SNR), ID(SNA), IL(SNA), KS(SNA), KY(SNA), MA(SNR), ME(SNA), MI(SNA), MN(SNA), MO(SNA), NJ(SNA), NY(SNA), OR(SNA), PA(SNA), RI(SNA), VT(SNA), WA(SNA), WI(SNA)"
134462,2-134462,207129,PDAST03030,Vascular Plant,Dicots,Achillea millefolium,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","This concept is for Achillea millefolium in the broad sense following Kartesz (1994), recognizing twelve distinct varieties (var. alpicola, var. arenicola, var. borealis, var. californica, var. gigantea, var. litoralis, var. megacephala, var. millefolium, var. nigrescens, var. occidentalis, var. pacifica, var. puberula). In North America, has both native and introduced plants (Cronquist, Asteraceae SE US, 1980).",Common Yarrow,Achillée millefeuille,,Species,Achillea millefolium,Common Yarrow,Achillée millefeuille,,G5,G5,2/29/1984,5/16/2016,NNR,NNR,1/3/2020,1/3/2020,,,,,,,Large-headed Woolly Yarrow is designated Special Concern.,,"Widespread in grasslands and open woods, throughout Great Plains. Natural range is wide, but some populations may be introduced.","AB(S5), BC(SNR), LB(SNA), MB(SNR), NB(SNR), NF(SNA), NS(SNR), NT(S4), ON(SNA), PE(SNR), QC(SNR), SK(S5), YT(S5)","AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNA), CT(S5), DC(SNR), DE(SNA), FL(SNR), GA(S5), GS(PNA), HI(SNA), IA(S5), ID(S5), IL(SNR), IN(S5), KS(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(S5), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S5), NC(S5), ND(S5), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NN(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNA), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S5)"
138124,2-138124,205344,PDFAB2A1H0,Vascular Plant,Dicots,Lotus unifoliolatus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Kartesz (1994 checklist) uses the older name Lotus unifoliolatus for the plants commonly called Lotus purshianus (and in older works, sometimes called Lotus americanus); he also includes here, as var. helleri, the plants otherwise known as the distinct species Lotus helleri.",American Bird's-foot-trefoil,Lotier des prairies,Acmispon americanus,Species,Acmispon americanus,American Bird's-foot Trefoil,Lotier des prairies,Lotus unifoliolatus,G5,G5,11/3/1994,8/12/2015,N4,N4,4/14/2021,4/14/2021,,,,,,,,,,"BC(S4), MB(S2S3), SK(S3)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CT(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), LA(SNR), MA(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), SC(SNR), SD(SNR), TX(SNR), VA(S1), WA(SNR), WI(SNR), WY(S2S3)"
130433,2-130433,232028,PDFAB2A1H1,Vascular Plant,Dicots,Lotus unifoliolatus var. unifoliolatus,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,American Bird's-foot-trefoil,Lotier des prairies,"Acmispon americanus var. americanus, Hosackia americana",Variety,Acmispon americanus var. americanus,American Bird's-foot Trefoil,Lotier des prairies,"Hosackia americana, Lotus unifoliolatus var. unifoliolatus",G5T5,T5,11/9/1994,8/12/2015,N4,N4,4/14/2021,4/14/2021,,,,,,,,,,"BC(S4), MB(S2S3), SK(S3)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CT(SNR), IA(SNR), ID(SNR), IL(SNA), IN(SNR), KS(SNR), LA(S2), MA(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), WA(SNR), WI(SNR), WY(SNR)"
134436,2-134436,210092,PDFAB2A0C0,Vascular Plant,Dicots,Lotus denticulatus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Meadow Trefoil,Lotier denticulé,Acmispon denticulatus,Species,Acmispon denticulatus,Riverbar Bird's-foot Trefoil,Lotier denticulé,Lotus denticulatus,G5,G5,1/16/1990,8/12/2015,N4N5,N4,10/17/2019,10/17/2019,,,,,,,,,,BC(S4S5),"CA(SNR), ID(SNR), NV(S2), OR(SNR), UT(SNR), WA(SNR)"
149962,2-149962,202998,PDFAB2A0R0,Vascular Plant,Dicots,Lotus micranthus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","According to the second edition of the Jepson Manual (Baldwin et al. 2012), Lotus micranthus is a synonym of Acmispon parviflorus. According to Brouillet (2008), the basionym of Acmispon micranthus is ""Hosackia micrantha Nutt. ex Torr. & A. Gray, Fl. N. Amer. 1(2):324. 1838, non Lotus micranthus Benth. 1837. Syrmatium micranthum (Nutt.) Greene, Bull. Calif. Acad. Sci. 2(6B):147.1886.""",Small-flowered Trefoil,Lotier à petites fleurs d'Amérique,Acmispon parviflorus,Species,Acmispon parviflorus,Small-flowered Bird's-foot Trefoil,Lotier à petites fleurs d'Amérique,Lotus micranthus,G5,G5,8/30/1988,8/12/2015,N4N5,N4,10/17/2019,10/17/2019,,,,,,,,,,BC(S4S5),"CA(SNR), OR(SNR), WA(SNR)"
137289,2-137289,211078,PDLAM03040,Vascular Plant,Dicots,Agastache foeniculum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Blue Giant-hyssop,Agastache fenouil,,Species,Agastache foeniculum,Blue Giant Hyssop,Agastache fenouil,,G5,G5,5/13/2016,5/13/2016,N5,N5,2/7/2012,5/13/2016,,,,,,,,,"This species is apparently most abundant and secure in south-central Canada, but is considered rare in most of the rest of its native range (and has been established as an exotic in a few other places).","AB(S4), BC(SNA), MB(S5), NB(SNA), NT(SNR), ON(S4), ON(S4), QC(SNA), SK(S4)","CO(S2), CT(SNA), DE(SNA), IA(S1), IL(SNR), KY(SNA), MI(SNA), MN(SNR), MT(SU), ND(SNR), NE(S1), NH(SNR), NY(SNA), PA(SNR), SD(SNR), WA(SNR), WI(SNR), WY(S2)"
140036,2-140036,234970,PDLAM03070,Vascular Plant,Dicots,Agastache nepetoides,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Yellow Giant-hyssop,Agastache faux-népéta,,Species,Agastache nepetoides,Yellow Giant Hyssop,Agastache faux-népéta,,G5,G5,5/2/1988,7/18/2016,N4,N4,5/20/2014,10/25/2017,,,,,,,,,,"ON(S4), QC(S1)","AL(S1), AR(SNR), CT(S1), DC(SNR), DE(S2), GA(S1), GS(P1), IA(S4), IL(SNR), IN(S4), KS(SNR), KY(S4?), MA(SNR), MD(SNR), MI(SNR), MN(S1), MO(SNR), NC(S1), NE(SNR), NJ(S2), NY(S2S3), OH(SNR), OK(SNR), PA(SNR), SC(SX), SD(SNR), TN(SNR), TV(SNR), VA(S5), VT(S1), WI(S3), WV(S4)"
