ELEMENT_GLOBAL_ID,GLOBAL_UNIQUE_IDENTIFIER,ELEMENT_NATIONAL_ID,ELEMENT_CODE,CATEGORY,TAX_GROUP,GLOBAL_SCIENTIFIC_NAME,CLASSIFICATION_STATUS,GNAME_LEVEL,CONCEPT_REF_CODE,CONCEPT_REF_FULL,TAX_COM,GLOBAL_ENGL_NAME,GLOB_FR_NAME,GLOBAL_SYNONYMS,CA_NNAME_LEVEL,NATIONAL_SCIENTIFIC_NAME,NATIONAL_ENGL_NAME,NATIONAL_FR_NAME,NATIONAL_SYNONYMS,G_RANK,ROUNDED_G_RANK,G_RANK_CHANGE_DATE,G_RANK_REVIEW_DATE,N_RANK,ROUNDED_N_RANK,N_RANK_CHANGE_DATE,N_RANK_REVIEW_DATE,BCD_STYLE_N_RANK,SARA_STATUS,SARA_DATE,COSEWIC_ID,COSEWIC_DESC,COSEWIC_DATE,COSEWIC_SUMMARY,COSEWIC_NAME,GRANK_REASONS,CURRENT_CA_DISTRIBUTION,CURRENT_US_DISTRIBUTION
131668,2-131668,229859,PMLIL0V050,Vascular Plant,Monocots,Fritillaria camschatcensis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Indian Rice,Fritillaire du Kamtchatka,,Species,Fritillaria camschatcensis,Kamchatka Fritillary,Fritillaire du Kamtchatka,,G5,G5,10/2/1984,8/11/2015,N5,N5,6/1/2011,11/3/2017,,,,,,,,,,"BC(S5), YT(S2S3)","AK(SNR), OR(S1), WA(S2)"
129167,2-129167,217922,PMLIL0V0G0,Vascular Plant,Monocots,Fritillaria pudica,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Yellow Missionbells,Fritillaire pudique,,Species,Fritillaria pudica,Yellow Fritillary,Fritillaire pudique,,G5,G5,10/13/1987,10/19/2019,N5,N5,10/19/2019,10/19/2019,,,,,,,,,,"AB(S3), BC(S5)","CA(SNR), CO(S1), ID(SNR), MT(S5), ND(S3), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)"
138481,2-138481,221688,PDAST3Y030,Vascular Plant,Dicots,Gaillardia aristata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Great Blanket-flower,Gaillarde aristée,,Species,Gaillardia aristata,Great Blanketflower,Gaillarde aristée,,G5,G5,12/29/1987,5/16/2016,N5,N5,2/3/1998,11/3/2017,,,,,,,,,,"AB(S5), BC(S5), MB(S5), NT(SNA), ON(SNA), QC(SNA), SK(S4), YT(SNA)","AZ(SNR), CA(SNR), CO(SNR), CT(SNR), FL(SNR), ID(SNR), IL(SNR), MA(SNR), MI(SNA), MN(S3), MT(S5), ND(SNR), NH(SNR), NY(SNA), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S5)"
158738,2-158738,213731,PDERI0F010,Vascular Plant,Dicots,Gaultheria hispidula,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Sometimes treated in a separate genus as Chiogenes hispidula.,Creeping Snowberry,Petit thé,,Species,Gaultheria hispidula,Creeping Snowberry,Petit thé,,G5,G5,9/6/1983,5/13/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,,"AB(S4), BC(S5), LB(S5), MB(S4S5), NB(S5), NF(S5), NS(S5), NU(SU), ON(S5), PE(S5), QC(S5?), SK(S4?)","CT(S2S3), ID(S2), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NJ(S1), NY(S5), OH(SX), PA(S3), RI(S1), VT(SNR), WA(S2), WI(SNR), WV(S3)"
136872,2-136872,227808,PDERI0F020,Vascular Plant,Dicots,Gaultheria humifusa,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Alpine Spicy Wintergreen,Gaulthérie alpestre,,Species,Gaultheria humifusa,Alpine Wintergreen,Gaulthérie alpestre,,G5,G5,7/19/1991,10/17/2019,N5,N5,10/17/2019,10/17/2019,,,,,,,,,,"AB(S3), BC(S5)","CA(SNR), CO(SNR), ID(SNR), MT(S4), NM(S2?), OR(SNR), UT(S1), WA(SNR), WY(S2S3)"
144672,2-144672,243372,PDERI0F040,Vascular Plant,Dicots,Gaultheria ovatifolia,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Slender Wintergreen,Gaulthérie à feuilles ovales,,Species,Gaultheria ovatifolia,Western Teaberry,Gaulthérie à feuilles ovales,,G5,G5,1/16/1990,10/18/2019,N5,N5,10/18/2019,10/18/2019,,,,,,,,,,BC(S5),"CA(SNR), ID(SNR), MT(S3S4), OR(SNR), WA(SNR)"
143319,2-143319,237082,PDERI0F050,Vascular Plant,Dicots,Gaultheria procumbens,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Eastern Teaberry,Thé des bois,,Species,Gaultheria procumbens,Eastern Teaberry,Thé des bois,,G5,G5,9/30/1983,5/13/2016,N5,N5,6/4/1997,10/10/2016,,,,,,,,,,"MB(S3S4), NB(S5), NF(S1), NS(S5), ON(S5), PE(S5), QC(S5?)","AL(SNR), CT(SNR), DC(SNR), DE(S4), GA(S4), GS(P4P5), IL(SH), IN(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S4), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(SNR), RI(SNR), SC(S3), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
134815,2-134815,208843,PDERI0F060,Vascular Plant,Dicots,Gaultheria shallon,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Salal,Salal,,Species,Gaultheria shallon,Salal,Salal,,G5,G5,8/30/1988,5/13/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,,BC(S5),"AK(SNR), CA(SNR), OR(SNR), WA(SNR)"
151994,2-151994,235637,PDERI0G010,Vascular Plant,Dicots,Gaylussacia baccata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Black Huckleberry,Gaylussaquier à fruits bacciformes,,Species,Gaylussacia baccata,Black Huckleberry,Gaylussaquier à fruits bacciformes,,G5,G5,9/30/1983,5/13/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,,"MB(SNR), NB(S5), NF(S3), NS(S5), ON(S4), PE(S5), QC(S3S4)","AL(SNR), AR(S3), CT(SNR), DC(SNR), DE(S4), GA(S5), GS(P4), IA(S1), IL(SNR), IN(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(S2), MO(S1), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(SNR), RI(SNR), SC(S1), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
143470,2-143470,226040,PDERI0G031,Vascular Plant,Dicots,Gaylussacia bigeloviana,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Considered a synonym of Gaylussacia dumosa in Kartesz (1999). Sorrie and Weakley (2007) and FNA (vol. 8, 2009) treat as the distinct species Gaylussacia bigeloviana.",Northern Dwarf Huckleberry,Gaylussaquier de Bigelow,Gaylussacia dumosa var. bigeloviana,Species,Gaylussacia bigeloviana,Bog Huckleberry,Gaylussaquier de Bigelow,Gaylussacia dumosa var. bigeloviana,G4G5,G4,3/28/1994,3/28/1994,N5,N5,12/10/2017,12/10/2017,,,,,,,,,,"NB(S4), NF(S3S4), NS(S5), PE(S2), QC(S2)","CT(S2), DC(SNR), DE(SH), MA(S4), MD(SNR), ME(SNR), NC(S2), NH(S2), NJ(SNR), NY(S1S2), PA(SNR), RI(S2), SC(S1)"
132846,2-132846,234471,PDFAB1W020,Vascular Plant,Dicots,Glycyrrhiza lepidota,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Wild Licorice,Réglisse sauvage,,Species,Glycyrrhiza lepidota,Wild Licorice,Réglisse sauvage,,G5,G5,5/16/1984,5/13/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,,"AB(S4), BC(S3), MB(S4S5), ON(S3), SK(S4)","AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), IA(S4), ID(SNR), IL(SNA), IN(SNR), KS(SNR), MA(SNR), ME(SNA), MN(SNR), MO(SNR), MT(S4), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SX), OK(SNR), OR(SNR), PA(SNR), RI(SNA), SD(SNR), TX(SNR), UT(SNR), VA(SNR), WA(SNR), WI(S1), WY(S5)"
128564,2-128564,207540,PDHAM02020,Vascular Plant,Dicots,Hamamelis virginiana,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","The genus is considered distinct; this is the commonest North American species, with another (flowering in spring) in the Ozark region and Texas, and a few other species in Asia.",American Witch-hazel,Hamamélis de virginie,,Species,Hamamelis virginiana,American Witch-hazel,Hamamélis de Virginie,,G5,G5,10/11/1983,5/13/2016,N5,N5,11/23/1999,10/10/2016,,,,,,,,,"Widespread and abundant understory tree or shrub in a variety of deciduous forest habitats in the eastern United States and adjacent southernmost Canada. While there is some collecting of branches, bark, and/or foliage for medicinal uses, particularly in northwestern Connecticut, the overall impact of this activity on such an abundant plant is apparently having no reported long-term effects on its abundance and genetic diversity, particularly since most collecting is by repeated harvest of new growth from the same rootstocks.","NB(S4), NS(S5), ON(S4S5), PE(S1), QC(S3?)","AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S5), GS(P4P5), IA(S3), IL(SNR), IN(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(S2), MO(S4), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(S2), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
158767,2-158767,200569,PDFAB1Z010,Vascular Plant,Dicots,Hedysarum alpinum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Alpine Sweet-vetch,Sainfoin alpin,Hedysarum americanum,Species,Hedysarum americanum,Alpine Hedysarum,Sainfoin alpin,Hedysarum alpinum,G5,G5,5/16/1984,5/13/2016,N5,N5,4/15/2014,10/2/2017,,,,,,,,,,"AB(S5), BC(S5), LB(S2S3), MB(S4S5), NB(S3), NF(S3), NT(SNR), NU(S4), ON(S4S5), QC(S4), SK(S4), YT(S5)","AK(SNR), MA(SNR), ME(S3), MI(S1), MT(S3S4), NH(SNR), SD(SNR), VT(S1), WY(S3)"
152754,2-152754,217893,PDFAB1Z020,Vascular Plant,Dicots,Hedysarum boreale,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Boreal Sweet-vetch,Sainfoin boréal,,Species,Hedysarum boreale,Northern Hedysarum,Sainfoin boréal,,G5,G5,5/16/1984,5/16/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,"Throughout western North America, locally common on dry, rocky prairie plains and hillsides, sandy stream valleys, open wooded hillsides, and roadsides.","AB(S5), BC(S5), MB(S3), NF(S1), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S4), YT(S5)","AK(SNR), AZ(SNR), CO(SNR), ID(SNR), MT(SNR), ND(SNR), NH(SNR), NM(SNR), NV(SNR), OK(SNR), SD(SNR), TX(S1), UT(S5), WA(SNR), WY(S3)"
155199,2-155199,230899,PDFAB1Z021,Vascular Plant,Dicots,Hedysarum boreale ssp. boreale,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Boreal Sweet-vetch,Sainfoin boréal,,Subspecies,Hedysarum boreale ssp. boreale,Northern Hedysarum,Sainfoin boréal,,G5T5,T5,8/2/2002,7/28/2016,N5?,N5,4/15/2014,4/15/2014,,,,,,,,,,"AB(SNR), BC(S4S5), SK(S4)","AZ(SNR), CO(SNR), ID(SNR), MT(SNR), ND(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WY(SNR)"
145602,2-145602,194429,PDFAB1Z024,Vascular Plant,Dicots,Hedysarum boreale ssp. mackenziei,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Boreal Sweet-vetch,Sainfoin de Mackenzie,"Hedysarum boreale ssp. mackenzii, Hedysarum boreale var. mackenziei, Hedysarum mackenziei, Hedysarum mackenzii",Subspecies,Hedysarum boreale ssp. mackenziei,Mackenzie's Hedysarum,Sainfoin de Mackenzie,"Hedysarum boreale ssp. mackenzii, Hedysarum boreale var. mackenziei, Hedysarum mackenziei, Hedysarum mackenzii",G5T5,T5,11/16/2015,11/16/2015,N5,N5,11/16/2015,11/16/2015,,,,,,,,,Throughout Canada south through Pacific Northwest. Rare and disjunct in NewFoundland. Element occurs in dry tundra communities on slopes and gravel or clay flats. Often in dwarf form. (Aiken et al. 1999),"AB(SNR), BC(S4S5), MB(S3), NF(S1), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S4), YT(S5)","AK(SNR), MT(SNR), OR(SNR)"
140558,2-140558,197417,PDFAB1Z030,Vascular Plant,Dicots,Hedysarum occidentale,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Western Sweet-vetch,Sainfoin de l'Ouest,,Species,Hedysarum occidentale,Western Hedysarum,Sainfoin de l'Ouest,,G5,G5,7/19/1991,7/19/1991,N4,N4,10/17/2019,10/17/2019,,,,,,,,,,BC(S4),"CO(SNR), ID(SNR), MT(S4S5), OR(SNR), UT(S2?), WA(S2), WY(S4)"
135378,2-135378,229436,PDFAB1Z040,Vascular Plant,Dicots,Hedysarum sulphurescens,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Yellow Sweet-vetch,Sainfoin jaune,,Species,Hedysarum sulphurescens,Yellow Hedysarum,Sainfoin jaune,,G5,G5,6/7/2010,5/16/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,,"AB(S5), BC(S5)","ID(SNR), MT(SNR), WA(SNR), WY(S3)"
134717,2-134717,217641,PDAST4N030,Vascular Plant,Dicots,Helianthus annuus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Common Sunflower,Tournesol,,Species,Helianthus annuus,Common Sunflower,Tournesol,Helianthus annuus var. lenticularis,G5,G5,5/16/1984,5/16/2016,N4N5,N4,12/10/2017,12/10/2017,,,,,,,,,,"AB(S4), BC(SNA), MB(S3), NB(SNA), NS(SNA), NT(SNA), ON(SNA), PE(SNA), QC(SNA), SK(S4)","AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNA), DE(SNA), FL(SNR), GA(SNR), HI(SNA), IA(S5), ID(SNR), IL(SNA), IN(SNR), KS(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNA), MN(SNR), MO(SNR), MS(SNR), MT(S5), NC(SNA), ND(SNR), NE(SNR), NH(SNR), NJ(SNA), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), PA(SNA), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNA), VT(SNR), WA(SNR), WI(SNR), WV(SNA), WY(S5)"
161306,2-161306,225583,PDAST4N0F0,Vascular Plant,Dicots,Helianthus decapetalus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Thinleaf Sunflower,Hélianthe à dix rayons,,Species,Helianthus decapetalus,Ten-rayed Sunflower,Hélianthe à dix rayons,,G5,G5,2/9/1988,5/13/2016,N4,N4,12/10/2017,12/10/2017,,,,,,,,,,"NB(S1), ON(S4), QC(S3)","AL(SNR), CT(SNR), DC(SNR), DE(S3), GA(S4), GS(P3), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SH), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SU), MS(SNR), NC(S4), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
154696,2-154696,236527,PDAST4N0H0,Vascular Plant,Dicots,Helianthus divaricatus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Woodland Sunflower,Hélianthe à feuilles étalées,,Species,Helianthus divaricatus,Woodland Sunflower,Hélianthe à feuilles étalées,,G5,G5,12/10/1984,5/13/2016,N5,N5,2/7/2010,10/10/2016,,,,,,,,,,"ON(S5), QC(S3)","AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S1), FL(SNR), GA(SNR), GS(P2), IA(S3), IL(SNR), IN(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(S1), SC(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
149677,2-149677,217085,PDAST4N0L0,Vascular Plant,Dicots,Helianthus giganteus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Tall Sunflower,Hélianthe géant,,Species,Helianthus giganteus,Giant Sunflower,Hélianthe géant,,G5,G5,4/30/1988,5/13/2016,N5,N5,8/9/2002,10/10/2016,,,,,,,,,,"MB(S3), NB(SNA), NF(SNA), NS(SNA), ON(S5), QC(SNA)","CT(SNR), DC(SNR), DE(S4), GA(S2S3), IA(S3), IL(S1), IN(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MS(SNR), NC(S4), NJ(S5), NY(S4), OH(SNR), PA(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4)"
149618,2-149618,205777,PDAST4N0R0,Vascular Plant,Dicots,Helianthus hirsutus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Stiff-hair Sunflower,Hélianthe hérissé,,Species,Helianthus hirsutus,Hairy Sunflower,Hélianthe hérissé,,G5,G5,10/11/1985,10/11/1985,NNA,NNA,2/6/1998,10/12/2016,NE,,,,,,,,,ON(SNA),"AL(SNR), AR(SNR), CT(SNR), FL(SNR), GA(SNR), IA(S3), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MD(S1), MI(S3), MN(SNR), MO(SNR), MS(SNR), NC(S3?), NE(S5), NY(SNA), OH(SNR), OK(SNR), PA(SU), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S3), WI(SNR), WV(S4)"
135891,2-135891,230554,PDAST4N0V0,Vascular Plant,Dicots,Helianthus maximiliani,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Maximilian Sunflower,Hélianthe de Maximilien,Helianthus maximilianii,Species,Helianthus maximiliani,Maximilian Sunflower,Hélianthe de Maximilien,Helianthus maximilianii,G5,G5,9/19/1988,5/13/2016,N5,N5,8/9/2002,10/10/2016,,,,,,,,,,"AB(SU), BC(SNA), MB(S5), ON(SNA), PE(SNA), QC(SNA), SK(S5)","AL(SNR), AR(SNR), CA(SNR), CO(SNR), CT(SNR), IA(S4), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNA), MA(SNR), MD(SNR), ME(SNR), MI(SNA), MN(SNR), MO(SNR), MS(SNR), MT(S4), NC(SNA), ND(SNR), NE(SNR), NJ(SNA), NM(SNR), NY(SNA), OH(SNR), OK(SNR), PA(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNA), WA(SNR), WI(SNR), WV(SNA), WY(S2)"
134479,2-134479,198968,PDAST4N100,Vascular Plant,Dicots,Helianthus nuttallii,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Nuttall's Sunflower,Hélianthe de Nuttall,,Species,Helianthus nuttallii,Nuttall's Sunflower,Hélianthe de Nuttall,,G5,G5,12/18/1986,5/16/2016,N5,N5,2/27/2000,11/3/2017,,,,,,,,,,"AB(S5), BC(SU), MB(S4S5), ON(SNA), QC(SNA), SK(S4)","AZ(SNR), CA(SNR), CO(SNR), IA(SNR), ID(SNR), KS(SNR), MN(S3), MO(SNR), MT(S4), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S3S4)"
152608,2-152608,234949,PDAST4N103,Vascular Plant,Dicots,Helianthus nuttallii ssp. rydbergii,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Rydberg's Sunflower,Hélianthe de Rydberg,,Subspecies,Helianthus nuttallii ssp. rydbergii,Rydberg's Sunflower,Hélianthe de Rydberg,,G5T5,T5,2/27/2000,2/27/2000,N4,N4,7/12/2016,7/12/2016,,,,,,,,,,"AB(SU), BC(SU), MB(S2), ON(SNA), SK(S4)","CO(SNR), IA(SNR), KS(SNR), MN(S3), MT(SNR), ND(SNR), NE(SNR), SD(SNR)"
140489,2-140489,213010,PDAST4N1Q0,Vascular Plant,Dicots,Helianthus pauciflorus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Stiff Sunflower,Hélianthe raide,Helianthus rigidus,Species,Helianthus pauciflorus,Stiff Sunflower,Hélianthe raide,Helianthus rigidus,G5,G5,7/7/1993,5/16/2016,N4N5,N4,12/10/2017,12/10/2017,,,,,,,,,,"AB(S3), BC(SNA), MB(S3S4), ON(S2S3), ON(S2S3), QC(SNR), SK(S4), YT(SNA)","AR(SNR), CO(SNR), CT(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), ME(SNR), MI(S4), MN(SNR), MO(SNR), MT(S4), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TX(SNR), VA(SNA), VT(SNR), WI(SNR), WY(S3)"
149224,2-149224,198221,PDAST4N1Q1,Vascular Plant,Dicots,Helianthus pauciflorus ssp. pauciflorus,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Stiff Sunflower,Hélianthe raide,"Helianthus laetiflorus var. rigidus, Helianthus rigidus",Subspecies,Helianthus pauciflorus ssp. pauciflorus,Stiff Sunflower,Hélianthe raide,"Helianthus laetiflorus var. rigidus, Helianthus rigidus",G5T5?,T5,4/30/1999,4/30/1999,NU,NU,1/10/2018,1/10/2018,,,,,,,,,,"AB(SU), MB(SU), ON(SNA)","AR(S1), CT(SNR), GA(SNR), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), ME(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNA), NY(SNR), OK(SNR), RI(SNR), SD(SNR), TX(SNR), VA(SNA), VT(SNR), WI(SNR)"
134858,2-134858,221191,PDAST4N1Q2,Vascular Plant,Dicots,Helianthus pauciflorus ssp. subrhomboideus,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Stiff Sunflower,Hélianthe subrhomboïdal,"Helianthus laetiflorus var. subrhomboideus, Helianthus pauciflorus var. subrhomboideus, Helianthus rigidus var. subrhomboideus, Helianthus subrhomboideus",Subspecies,Helianthus pauciflorus ssp. subrhomboideus,Rhombic-leaved Sunflower,Hélianthe subrhomboïdal,"Helianthus laetiflorus var. subrhomboideus, Helianthus pauciflorus var. subrhomboideus, Helianthus rigidus var. subrhomboideus, Helianthus subrhomboideus",G5T5,T5,8/9/2002,3/14/2012,N4N5,N4,1/10/2018,1/10/2018,,,,,,,,,,"AB(SU), BC(SNA), MB(S3S4), ON(S2S3), QC(S3), SK(S4), YT(SNA)","CO(SNR), CT(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NM(SNR), NY(SNR), PA(SNR), SD(SNR), TX(SNR), WI(SNR), WY(S3)"
