ELEMENT_GLOBAL_ID,GLOBAL_UNIQUE_IDENTIFIER,ELEMENT_NATIONAL_ID,ELEMENT_CODE,CATEGORY,TAX_GROUP,GLOBAL_SCIENTIFIC_NAME,CLASSIFICATION_STATUS,GNAME_LEVEL,CONCEPT_REF_CODE,CONCEPT_REF_FULL,TAX_COM,GLOBAL_ENGL_NAME,GLOB_FR_NAME,GLOBAL_SYNONYMS,CA_NNAME_LEVEL,NATIONAL_SCIENTIFIC_NAME,NATIONAL_ENGL_NAME,NATIONAL_FR_NAME,NATIONAL_SYNONYMS,G_RANK,ROUNDED_G_RANK,G_RANK_CHANGE_DATE,G_RANK_REVIEW_DATE,N_RANK,ROUNDED_N_RANK,N_RANK_CHANGE_DATE,N_RANK_REVIEW_DATE,BCD_STYLE_N_RANK,SARA_STATUS,SARA_DATE,COSEWIC_ID,COSEWIC_STATUS,COSEWIC_DESC,COSEWIC_DATE,INTERP_COSEWIC,INTERP_COSEWIC_DATE,COSEWIC_SUMMARY,COSEWIC_NAME,ENGLISH_COSEWIC_COM_NAME,FRENCH_COSEWIC_COM_NAME,GRANK_REASONS,CURRENT_CA_DISTRIBUTION,CURRENT_US_DISTRIBUTION
155936,2-155936,193109,PDAQU010V0,Vascular Plant,Dicots,Ilex verticillata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Common Winterberry,Houx verticillé,,Species,Ilex verticillata,Common Winterberry,Houx verticillé,,G5,G5,10/30/1984,5/13/2016,N5,N5,1/31/2010,10/10/2016,,,,,,,,,,,,,,,"NB(S5), NF(S3), NS(S5), ON(S5), PE(S5), QC(S5?)","AL(SNR), AR(S2), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P1), IA(S1), IL(SNR), IN(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(S1), VA(S5), VT(SNR), WI(SNR), WV(S4)"
136087,2-136087,233636,PDERI0K010,Vascular Plant,Dicots,Kalmia angustifolia,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Flora of North America (vol. 8, 2009) recognizes to varieties of Kalmia angustifolia (angustifolia and carolina).",Sheep Laurel,Kalmia à petites feuilles,,Species,Kalmia angustifolia,Western Bog Laurel,Kalmia à petites feuilles,,G5,G5,3/15/1984,5/13/2016,N5,N5,4/15/2014,11/3/2017,,,,,,,,,,,,,,,"LB(S3S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(SNR)","CT(SNR), DE(S2), MA(SNR), MD(S3S4), ME(SNR), MI(SNR), NC(S1), NH(SNR), NJ(S5), NY(S5), PA(SNR), RI(SNR), TN(SH), TV(SNR), VA(S2), VT(SNR), WV(S1)"
949687,2-949687,949688,PDERI0K013,Vascular Plant,Dicots,Kalmia angustifolia var. angustifolia,Provisional,Variety,B09FNA08HQUS,"Flora of North America Editorial Committee. 2009. Flora of North America North of Mexico. Vol. 8. Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York. xxiv + 585 pp.",,Sheep Laurel,Kalmia à feuilles étroites,,Variety,Kalmia angustifolia var. angustifolia,Sheep Laurel,Kalmia à feuilles étroites,,G5T5,T5,7/15/2016,7/15/2016,N5,N5,7/15/2016,7/15/2016,,,,,,,,,,,,,,,"LB(S3S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5)","CT(SNR), DE(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), RI(SNR), VA(SNR), VT(SNR), WV(SNR)"
138890,2-138890,227923,PDAST5F0B0,Vascular Plant,Dicots,Lactuca tatarica,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Tartarian Lettuce,,,Species,Lactuca tatarica,,,,G5,G5,9/11/1996,5/11/2015,NNR,NNR,3/15/2012,,NSYN,,,,,,,,,,,,,,"BC(SNR), MB(SNR), NT(SNR), ON(SNR), QC(SNR), SK(SNR)","AK(SNA), AZ(SNR), CA(SNR), CO(SNR), IA(S4), ID(SNR), IL(SNA), KS(SNR), LA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), ND(S5), NE(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WI(SNR), WY(SNR)"
139731,2-139731,225835,PDLAU07010,Vascular Plant,Dicots,Lindera benzoin,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 3, 1997) lumps subspecific taxa.",Northern Spicebush,Benjoin,,Species,Lindera benzoin,Northern Spicebush,Benjoin,,G5,G5,1/25/1984,7/22/2015,N4,N4,12/11/2017,12/11/2017,,,,,,,,,,,,,,,ON(S4),"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(SNR), IL(SNR), IN(SNR), KS(S1), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(S3), MI(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S3S4), WV(S5)"
156366,2-156366,223950,PDLIN02130,Vascular Plant,Dicots,Linum compactum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Formerly treated as Linum rigidum var. compactum. LEM 5Dec94.,Wyoming Flax,Lin dense,Linum rigidum var. compactum,Species,Linum compactum,Compact Flax,Lin dense,Linum rigidum var. compactum,G4?,G4,12/5/1994,12/5/1994,N4?,N4,4/18/2014,11/3/2017,,,,,,,,,,,,,,,"AB(SU), SK(S4?)","CO(SNR), IL(SNR), KS(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), OK(SNR), SD(SNR), TX(SNR), WY(S2)"
144056,2-144056,211564,PDLIN020T0,Vascular Plant,Dicots,Linum striatum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Ridged Yellow Flax,Lin à tige striée,,Species,Linum striatum,Ridged Yellow Flax,Lin à tige striée,,G5,G5,4/10/1985,6/16/2015,N1,N1,3/22/1989,10/14/2017,,,,,,,,,,,,,,,ON(S1),"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(P1P2), IL(SNR), IN(S3), KY(S4), LA(SNR), MA(S2S3), MD(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NJ(S4), NY(S3), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SU), WV(S5)"
136021,2-136021,240044,PDLIN020X0,Vascular Plant,Dicots,Linum usitatissimum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Common Flax,Lin cultivé,,Species,Linum usitatissimum,Common Flax,Lin cultivé,,GNR,GNR,3/22/1994,,NNA,NNA,3/22/1994,12/31/2021,NE,,,,,,,,,,,,,,"AB(SNA), BC(SNA), MB(SNA), NB(SNA), NS(SNA), NT(SNA), ON(SNA), PE(SNA), QC(SNA), SK(SNA)","AL(SNA), AZ(SNA), CA(SNA), CO(SNA), CT(SNA), DC(SNA), DE(SNA), FL(SNA), GA(SNA), IA(SNA), ID(SNA), IL(SNA), IN(SNA), KS(SNA), KY(SNA), LA(SNA), MA(SNR), MD(SNA), ME(SNA), MI(SNA), MN(SNA), MO(SNA), MS(SNA), MT(SNA), NC(SNA), ND(SNA), NE(SNA), NH(SNA), NJ(SNA), NM(SNA), NY(SNA), OH(SNA), OK(SNA), OR(SNA), PA(SNA), RI(SNA), SC(SNA), SD(SNA), TN(SNA), TX(SNA), UT(SNA), VA(SNA), VT(SNA), WA(SNA), WI(SNA), WV(SNA), WY(SNA)"
154100,2-154100,243404,PDCPR03040,Vascular Plant,Dicots,Lonicera canadensis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,American Fly-honeysuckle,Chèvrefeuille du Canada,,Species,Lonicera canadensis,Canada Fly-honeysuckle,Chèvrefeuille du Canada,,G5,G5,4/16/1984,5/13/2016,N5,N5,3/11/2014,11/4/2017,,,,,,,,,,,,,,,"MB(S1), NB(S5), NS(S5), ON(S5), PE(S5), QC(S4S5)","CT(SNR), GA(S1), GS(P2), IA(SNR), IL(SNR), IN(S1), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), NC(S2), NH(SNR), NJ(S1), NY(S5), OH(SNR), PA(SNR), TN(S1), TV(SNR), VA(S3), VT(SNR), WI(SNR), WV(S2)"
134220,2-134220,243677,PDFAB2B0F0,Vascular Plant,Dicots,Lupinus arbustus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Long-spur Lupine,Lupin à éperon,,Species,Lupinus arbustus,Long-spurred Lupine,Lupin à éperon,,G5,G5,1/16/1990,1/16/1990,NNA,NNA,4/3/2020,4/3/2020,NRF,,,,,,,,,,,,,,,"CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(S2), WA(SNR)"
139223,2-139223,202290,PDFAB2B0G0,Vascular Plant,Dicots,Lupinus arcticus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Comprised of three subspecies (Kartesz 1999).,Arctic Lupine,Lupin arctique,,Species,Lupinus arcticus,Arctic Lupine,Lupin arctique,,G5,G5,12/18/1999,5/13/2016,N5,N5,4/15/2014,11/4/2017,,,,,,,,,,,,,,"Lupinus arcticus (comprised of three subspecies) is frequent in arctic North America (mostly in Canada), ranging southward through British Columbia to Oregon.","BC(S5), NT(SNR), NU(SU), YT(S5)","AK(S4), OR(SNR), WA(SNR)"
156602,2-156602,213544,PDFAB2B0H0,Vascular Plant,Dicots,Lupinus argenteus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Silvery Lupine,Lupin argenté,,Species,Lupinus argenteus,Silvery Lupine,Lupin argenté,,G5,G5,8/13/1996,7/28/2016,N4,N4,12/11/2017,12/11/2017,,,,,,,,,,,,,,"Widespread throughout western North America, element found in montane forests and sagebrush scrub communities (Hickman 1993).","AB(S4), BC(SU), MB(SNA), SK(S2S3)","AZ(SNR), CA(SNR), CO(SNR), ID(SNR), KS(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(S4), WA(SNR), WY(S5)"
150019,2-150019,220706,PDFAB2B0P0,Vascular Plant,Dicots,Lupinus bicolor,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Roxanne Bittman (Calif. HP) considers all varieties within this species to be questionable.,Lindley's Lupine,Lupin bicolore,,Species,Lupinus bicolor,Two-coloured Lupine,Lupin bicolore,,G5,G5,11/22/1996,10/19/2019,N5,N5,10/19/2019,10/19/2019,,,,,,,,,,,,,,,BC(S5),"AZ(SNR), CA(SNR), OR(SNR), WA(SNR)"
134886,2-134886,982093,PDFAB2B1C0,Vascular Plant,Dicots,Lupinus depressus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Sometimes treated as Lupinus argenteus var. depressus.,Depressed Lupine,,Lupinus argenteus var. depressus,Species,Lupinus depressus,Depressed Lupine,,Lupinus argenteus var. depressus,G4?Q,G4,10/20/1994,10/5/1994,NNA,NNA,2/26/2019,2/26/2019,NRF,,,,,,,,,,,,,"Rank of 'G4?' suggested by W. Fertig, WYHP, based on S2 or S3 status in Wyoming plus presence in Idaho and Montana. Taxonomically questionable.",,"ID(SNR), MT(S4S5), WY(S3)"
160618,2-160618,224081,PDFAB2B270,Vascular Plant,Dicots,Lupinus kuschei,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Yukon Lupine,Lupin de Kusche,,Species,Lupinus kuschei,Yukon Lupine,Lupin de Kusche,,G4,G4,7/15/2016,7/15/2016,N4,N4,7/15/2016,7/15/2016,,,,,,,,,,,,,,"Most of the global population of this species is in the southwestern Yukon Territory, with additional occurrences in northern British Columbia and east-central Alaska. Three disjunct sites have also been mapped in northwest Alaska. Over 40 occurrences are estimated, 10 in Alaska, 8 in British Columbia, and over 25 in the Yukon. Appears to be relatively common within its preferred habitat, at least at some sites. Significant die-offs at a number of Yukon sites have been recently noted, attributable to herbivory by Canada geese in some areas and with unknown cause in others. Threats elsewhere in the range appear to be low, as a number of sites are in remote protected areas and the species has some resilience to disturbance, although off-road vehicle use could be an issue in some situations.","BC(S3S4), YT(S4)",AK(S2)
139753,2-139753,240429,PDFAB2B290,Vascular Plant,Dicots,Lupinus latifolius,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Considered to be comprised of six subspecies, one of which has two varieties (Kartesz 1999; cf. T. Sholars in Hickman 1993; also note Isely 1998).",Broadleaf Lupine,Lupin à folioles larges,,Species,Lupinus latifolius,Broad-leaved Lupine,Lupin à folioles larges,,G5,G5,1/19/1996,7/15/2016,N5,N5,10/19/2019,10/19/2019,,,,,,,,,,,,,,,BC(S5),"AZ(S1), CA(SNR), NM(SNR), NV(SNR), OR(S5), UT(S1), WA(SNR)"
130451,2-130451,222930,PDFAB2B2B0,Vascular Plant,Dicots,Lupinus lepidus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Some treatments include the following as infraspecific taxa under Lupinus lepidus; all of them are included in other taxa by Kartesz (Feb. 1999 draft data): ssp./var. aridus, ssp. caespitosus, ssp./var. confertus, ssp./var. cusickii, ssp./var. medius, var. artulus, var. culbertsonii, var. lobbii, var. ramosus, var. sellulus, var. torreyi, and var. utahensis. It appears that COSEWIC uses a broader treatment of L. lepidus such that the taxon they give status (L. lepidus var. lepidus) is the same as L. lepidus as treated in Kartesz (1999).",Prairie Lupine,,Lupinus lepidus var. lepidus,Species,Lupinus lepidus,Prairie Lupine,Lupin élégant,Lupinus lepidus var. lepidus,G5,G5,7/13/1989,7/13/1989,N2,N2,12/11/2017,12/11/2017,,Endangered/En voie de disparition,6/5/2003,187,E,E - Endangered (E) / En voie de disparition (VD),4/26/2009,,,"Reason for designation: A perennial species found at only 2 or possibly 3 remaining locations within southeastern Vancouver Island. Its small total population has been reduced in recent decades with < 250 mature individuals present in 2009. The spread of invasive plants continues to degrade habitat within and adjacent to extant sites that could serve to support the establishment and survival of the species.

Status history: Designated Endangered in April 1996. Status re-examined and confirmed in May 2000 and in April 2009.",,Prairie Lupine,Lupin élégant,"Common in dry habitats of western North America, with thousands of occurrences.","AB(S2), BC(S1)","AK(S1?), ID(S5), OR(SNR), WA(SNR)"
146824,2-146824,204516,PDFAB2B2C0,Vascular Plant,Dicots,Lupinus leucophyllus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Woolly-leaf Lupine,Lupin à feuilles veloutées,,Species,Lupinus leucophyllus,Velvet Lupine,Lupin à feuilles veloutées,,G5,G5,1/16/1990,1/16/1990,NNA,NNA,4/7/2021,4/7/2021,NE,,,,,,,,,,,,,,BC(SNA),"CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)"
1110186,2-1110186,1110187,PDFAB2B590,Vascular Plant,Dicots,Lupinus microcarpus,Provisional,Species,UNDABI02HQUS,NatureServe. Unpublished. Concept reference for taxa for which no reference which describes the circumscription has been recorded; to be used as a placeholder until such a citation is identified.,,,,,Species,Lupinus microcarpus,,Lupin à petites gousses,,GNR,GNR,,,NNR,NNR,5/7/2019,,,,,,,,,,,,,,,,BC(S1),
140501,2-140501,223991,PDFAB2B2W0,Vascular Plant,Dicots,Lupinus oreganus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","This record is for L. oreganus in a broad sense, including L. beddlei and Kincaid's lupine. Kartesz (1994, 1999) accepts Lupinus oreganus with two varieties: var. kincaidii and var., oreganus, including L. biddlei in the synonymy of var. oreganus. A phylogenetic study by Severns et al. (2012) indicates that these varieties are best treated as separate species.They explain that L. biddlei was erroneously identified as the nominate species of L. oreganus, so it appears that all material referred to as L. oreganus var. oreganus by Kartesz (1999) is considered L. biddlei. L. oreganus var. kincaidii is re-elevated to species rank as L. oreganus.",Oregon Lupine,Lupin d'Oregon,,Species,Lupinus oreganus,Oregon Lupine,Lupin d'Oregon,,G4,G4,6/19/2013,6/19/2013,NX,NX,7/18/2012,9/12/2017,,Extirpated/Disparue du pays,2/4/2011,1029,XT,XT - Extirpated (XT) / Disparue du pays (DP),11/28/2008,,,"Reason for designation: The species has only been recorded from Oak Bay, Victoria, BC, where it was first collected in 1924. The last record of its existence in Canada is a collection made from the same area in 1929. The species has not been recorded since its last collection in the region in spite of extensive botanical surveys within southeastern Vancouver Island over the last several decades.

Status history: Designated Extirpated in November 2008.",,Oregon Lupine,Lupin d'Orégon,"Endemic to Oregon, southwestern Washington, and historically known from British Columbia.  There is evidence this species concept should be split.",BC(SU),"OR(SNR), WA(SNR)"
147663,2-147663,217242,PDFAB2B2W1,Vascular Plant,Dicots,Lupinus oreganus var. kincaidii,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","USFWS tracks as Lupinus sulphureus ssp. kincaidii. The phylogenetic study by Severns et al. 2012 finds that L. biddlei should not have been identified as a synonym of the nominate variety of L. oreganus and that if it remains a distinct species, then L. oreganus var. kincaidii (sensu Kartesz 1999 = L. sulphureus ssp. kincaidii) should be re-elevated to the species L. oreganus.",Kincaid's Lupine,Lupin de Kincaid,"Lupinus oreganus, Lupinus sulphureus ssp. kincaidii, Lupinus sulphureus var. kincaidii",Variety,Lupinus oreganus var. kincaidii,Kincaid's Lupine,Lupin de Kincaid,"Lupinus oreganus, Lupinus sulphureus ssp. kincaidii, Lupinus sulphureus var. kincaidii",G4T2,T2,2/8/1989,9/15/2016,NX,NX,7/18/2012,12/20/2017,,,,,,,,XT,11/28/2008,Lupinus oreganus was designated Extirpated in November 2008.,,,,"Lupinus oreganus var. kincaidii (sometimes recognized as Lupinus sulphureus ssp. kincaidii or var. kincaidii) occurs in a narrow range west of the Cascades from Douglas County, Oregon to Lewis County, Washington. It is considered extirpated in British Columbia. This lupine occurs in small populations with remnant stands of native grassland. Its sites are widely scattered. A primary threat is heavy infestations of alien plants; past threats include agriculture and urbanization.",BC(SU),"OR(S2), WA(S1)"
161284,2-161284,214329,PDFAB2B340,Vascular Plant,Dicots,Lupinus perennis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Sundial Lupine,Lupin vivace,,Species,Lupinus perennis,Sundial Lupine,Lupin vivace,,G5,G5,6/7/1984,6/7/1984,N2N3,N2,9/7/2017,9/7/2017,,,,,,,,,,,,,,,ON(S2S3),"AL(SNR), CT(SNR), DC(SX), DE(S1), FL(S3), GA(SNR), IA(S1), IL(SNR), IN(S4), KY(SNA), LA(SNA), MA(S3S4), MD(S2), ME(SX), MI(SNR), MN(S3), MS(SNR), NC(S3S4), NH(SNR), NJ(S3), NY(S3), OH(S3), PA(S3), RI(S2), SC(SNR), TX(SNR), VA(S4S5), VT(S1), WI(SNR), WV(S1)"
151703,2-151703,211190,PDFAB2B3B0,Vascular Plant,Dicots,Lupinus pusillus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Small Lupine,Lupin nain,,Species,Lupinus pusillus,Low Lupine,Lupin nain,,G5,G5,7/15/2003,7/15/2003,N3N4,N3,5/2/2016,5/2/2016,,,,,,,,,,,,,,"Throughout western United States north into Canada; relatively common in throughout the Great Plains in sandy prairies, dunes, stream valleys, badlands and roadsides.","AB(S3), SK(S3)","AZ(SNR), CA(SNR), CO(SNR), ID(SNR), KS(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S4)"
158176,2-158176,242682,PDFAB2B3C0,Vascular Plant,Dicots,Lupinus rivularis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Riverbank Lupine,Lupin des ruisseaux,,Species,Lupinus rivularis,Streambank Lupine,Lupin des ruisseaux,,G2G4,G3,6/13/2006,9/15/2016,N1,N1,3/22/1989,11/4/2017,,Endangered/En voie de disparition,1/12/2005,746,E,E - Endangered (E) / En voie de disparition (VD),11/1/2002,,,"Reason for designation: A highly restricted species with very few populations extant and extremely low numbers of plants remaining. Populations are all close to industrial and other development and at risk from impacts such as habitat loss, herbicide spraying, predation by exotic slugs and subject to genetic swamping through hybridization with a non-native lupine species.

Status history: Designated Endangered in November 2002.",,Streambank Lupine,Lupin des ruisseaux,"This lupine occurs in gravelly areas, usually associated with streams or riverbanks on the west side of the Cascade Mountains (Hitchcock et al. 1961).  It occurs from California north through Oregon and Washington to southern British Columbia.  This species hybridizes with <i>L. arboreus, </i>which is native in North America only to California, and non-native in Oregon, Washington and British Columbia. Genetic swamping due to hybridization is believed to be the greatest rangewide threat; it is uncertain how much ""pure"" <i>L. rivularis</i> remains, but it may be very little. Rangewide genetic studies are needed to clarify this issue. Other threats include habitat destruction, invasive invertebrates, ground maintenance and collection.",BC(S1),"CA(SNR), OR(SNR), WA(SNR)"
153040,2-153040,199375,PDFAB2B3K0,Vascular Plant,Dicots,Lupinus sericeus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Pursh's Silky Lupine,Lupin soyeux,,Species,Lupinus sericeus,Silky Lupine,Lupin soyeux,,G5,G5,8/10/1984,7/15/2016,N5,N5,4/15/2014,7/15/2016,,,,,,,,,,,,,,,"AB(S5), BC(S5)","AZ(SNR), CO(S3?), ID(SNR), MT(S4S5), NE(SNR), NM(SNR), NV(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S3)"
131057,2-131057,234434,PDFAB2B3W0,Vascular Plant,Dicots,Lupinus sulphureus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","The treatment of Lupinus sulphureus followed in Kartesz (1999) does not include var. kincaidii; instead, that taxon is treated as a variety of L. oreganus.",Sulphur-flower Lupine,Lupin soufré,,Species,Lupinus sulphureus,Sulphur Lupine,Lupin soufré,,G5,G5,10/1/1987,10/1/1987,N3,N3,10/20/2019,10/20/2019,,,,,,,,,,,,,,,BC(S3),"ID(SNR), OR(SNR), WA(SNR)"
160612,2-160612,229606,PDAST5F0B1,Vascular Plant,Dicots,Lactuca tatarica var. pulchella,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Blue Lettuce,Laitue bleue,"Lactuca pulchella, Lactuca tatarica ssp. pulchella, Mulgedium pulchellum",Species,Mulgedium pulchellum,Blue Lettuce,Laitue bleue,"Lactuca pulchella, Lactuca tatarica ssp. pulchella, Lactuca tatarica var. pulchella",G5T5,T5,9/11/1996,6/3/2015,N5,N5,11/6/1997,11/5/2017,,,,,,,,,,,,,,,"AB(S5), BC(S5), MB(S5), NT(S4S5), ON(S3?), QC(S2), SK(S4)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), IA(SNR), ID(SNR), IL(SNR), KS(SNR), LA(SNR), ME(SNR), MI(SX), MN(SNR), MO(S1), MT(SNR), ND(S5), NE(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S5)"
134521,2-134521,231051,PDBET05032,Vascular Plant,Dicots,Ostrya virginiana var. virginiana,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 3, 1997) elevates Ostrya virginiana var. 1 (= O. chisosensis) to full species level, therefore according to FNA, O. virginiana var. virginiana is equivalent to O. virginiana.",Eastern Hophornbeam,Ostryer de Virginie,Ostrya virginiana,Species,Ostrya virginiana,Eastern Hop-hornbeam,Ostryer de Virginie,Ostrya virginiana var. virginiana,G5T5,T5,3/2/1995,9/24/2015,N5,N5,2/7/2010,11/13/2017,,,,,,,,,,,,,,,"MB(S2), NB(S4S5), NS(S5), ON(SNR), PE(S1), QC(SNR)","AL(SNR), AR(SNR), CT(SNR), DE(SNR), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), WY(SNR)"
