PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
"Currant, Gooseberry",Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Ribes oxyacanthoides,var.,oxyacanthoides,T5,N5,"AB(S5), BC(S5), MB(S5), NF(SNR), NT(SNR), NU(SU), ON(S5), QC(SH), SK(S4), YT(S4)","MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), SD(SNR), WI(S2), WY(S2)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. setosum,Ribes,Ribes oxyacanthoides,var.,setosum,T4,N2,"ON(SU), QC(SU), SK(S2)","ID(SNR), MT(SNR), ND(SNR), UT(SNR), WY(S4)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes sanguineum,Ribes,Ribes sanguineum,NA,NA,G5,N5,"CA(SNR), ID(S1), OR(SNR), WA(SNR)",BC(S5),,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes sanguineum var. sanguineum,Ribes,Ribes sanguineum,var.,sanguineum,T5,N5,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes triste,Ribes,Ribes triste,NA,NA,G5,N5,"AK(SNR), CT(S1), IL(SNR), MA(S3), ME(SNR), MI(SNR), MN(SNR), MT(S2?), ND(SNR), NH(SNR), NJ(SU), NY(S5), OH(S2), OR(SNR), PA(S2), RI(SNA), SD(SNR), VT(S4), WA(SNR), WI(SNR), WV(S1)","AB(S5), BC(S5), LB(S3), MB(S5), NB(S5), NF(S4), NS(S4), NT(SNR), NU(SU), ON(S5), PE(S3S4), QC(S5?), SK(S4), YT(S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,Cold Tolerance (AB),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes uva-crispa,Ribes,Ribes uva-crispa,NA,NA,NA,NA,NA,NA,,Y,Y,Y,fruit,N,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,,,,,,,,CANADENSYS 2021,,
"Currant, Gooseberry",Ribes viscosissimum,Ribes,Ribes viscosissimum,NA,NA,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4S5), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S3), BC(S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Horseradish,Rorippa aquatica,Rorippa,Rorippa aquatica,NA,NA,G4,N3,"AL(S1), AR(SNR), FL(SNR), GA(S1?), IA(SX), IL(S3), IN(S1), KS(S1), KY(S1S2), LA(SNR), MA(SNR), MD(S1), ME(SH), MI(S2), MN(SNR), MO(S2), MS(S1), NJ(SH), NY(S2), OH(S1), OK(S1), SC(SNR), TN(S2), TV(SNR), TX(S1), VA(SH), VT(S1), WI(S1)","ON(S3?), QC(S1)",,Y,N,Y,horseradish; condiment,Y,,Food,NA,Herbs and Spices,,,NA,2,NA,NA,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Rose,Rosa acicularis,Rosa,Rosa acicularis,NA,NA,G5,N5,"AK(SNR), CO(SNR), CT(SNR), IA(S2), ID(SNR), IL(S1), KS(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NM(SNR), NY(SNR), RI(SNR), SD(SNR), VT(S1), WI(SNR), WV(S1), WY(S4S5)","AB(S5), BC(S5), MB(S5), NB(S2), NS(S1), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S5), YT(S5)",,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa acicularis subsp. sayi,Rosa,Rosa acicularis,subsp.,sayi,T5,N5,"AB(S5), BC(S5), MB(S5), NB(S2), NS(S1), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S5), YT(S5)","AK(SNR), CO(SNR), CT(SNR), IA(SNR), ID(SNR), KS(SNR), MA(S1), ME(SH), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NH(S1), NM(SNR), NY(S1), RI(SNR), SD(SNR), VT(S1), WI(SNR), WV(S1), WY(S4S5)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa arkansana,Rosa,Rosa arkansana,NA,NA,G5,N5,"AR(SNR), CO(SNR), GS(PH), IA(S5), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NY(SNR), OH(SX), OK(SNR), SD(SNR), TX(SNR), WI(SNR), WY(S3S4)","AB(S5), BC(S3?), MB(S4), ON(S1), ON(S1), SK(S5)",,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa arkansana var. arkansana,Rosa,Rosa arkansana,NA,NA,T4,NNR,"CO(SNR), IL(SNR), KS(SNR), MN(SNR), ND(SNR), NE(SNR), NM(SNR), SD(SNR), TX(SNR), WI(SNR), WY(SNR)","AB(SNR), BC(SNR), MB(SNR), SK(SNR)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa blanda,Rosa,Rosa blanda,NA,NA,G5,N5,"CT(SNR), DC(SNR), IA(S5), IL(SNR), IN(SNR), KS(S1), MA(S2S3), MD(S1), ME(S4), MI(SNR), MN(SNR), MO(S1), MS(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(S2), PA(SU), SD(SNR), VA(SU), VT(S5), WI(SNR), WV(S2)","MB(S4S5), NB(S5), NS(S1), NT(SNR), ON(S5), QC(S5), SK(S1S2)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa carolina,Rosa,Rosa carolina,NA,NA,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S3), FL(SNR), GA(SNR), GS(P2), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(S4S5), NS(S4S5), ON(S4), PE(S2S3), QC(SNR)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa gymnocarpa,Rosa,Rosa gymnocarpa,NA,NA,G5,N5,"CA(SNR), ID(SNR), MT(S4S5), OR(SNR), WA(SNR)",BC(S5),,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa gymnocarpa var. gymnocarpa,Rosa,Rosa gymnocarpa,var.,gymnocarpa,T5,N5,"CA(SNR), ID(SNR), MT(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa nitida,Rosa,Rosa nitida,NA,NA,G5,N5,"CT(SH), MA(SNR), ME(SNR), NH(SNR), RI(SNR), VT(S2)","NB(S5), NF(S4S5), NS(S4S5), ON(SH), PE(S4), QC(S4)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa nutkana,Rosa,Rosa nutkana,NA,NA,G5,N5,"AK(SNR), CA(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S5),,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa nutkana subsp. macdougalii,Rosa,Rosa nutkana,subsp.,macdougalii,T5,N5,BC(S5),"ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa nutkana subsp. nutkana,Rosa,Rosa nutkana,subsp.,nutkana,T5,N5,BC(S5),"AK(SNR), CA(SNR), OR(SNR), WA(SNR)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa palustris,Rosa,Rosa palustris,NA,NA,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P2), IA(SNA), IL(SNR), IN(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(SNR), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(SNR), NS(SNR), ON(SNR), QC(SNR)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa pisocarpa,Rosa,Rosa pisocarpa,NA,NA,G5,N4,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S4S5),,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa setigera,Rosa,Rosa setigera,NA,NA,G5,N2,"AL(SNR), AR(SNR), CT(SNR), DC(SX), DE(SNA), FL(SNR), GA(S3?), GS(P1), IA(S3), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNA), MI(S2S3), MO(SNR), NC(SNA), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(S1), PA(S1), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S1), WI(SNR), WV(S3)",ON(S2S3),SC - Special Concern (SC) / Préoccupante (P),Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa virginiana,Rosa,Rosa virginiana,NA,NA,G5,N5,"AL(SNR), CT(SNR), DC(SNR), DE(SU), GA(SNR), IA(SNR), IL(SNR), KY(SNR), MA(SNR), MD(S4), ME(SNR), MI(SNR), NC(SH), NH(SNR), NJ(SNR), NY(S4), PA(S1), RI(SNR), TN(SH), TV(SNR), VA(SH), VT(SNR), WV(SH)","NB(S5), NF(S4S5), NS(S5), ON(SU), PE(S5), QC(SNR)",,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa virginiana subsp. virginiana,Rosa,Rosa virginiana,var.,virginiana,T5,NNR,"NB(S5), NS(S5), ON(SU), PE(S5), QC(S4)","AL(SNR), CT(SNR), DE(SNR), GA(SNR), IL(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), NC(SNR), NH(SNR), NJ(S5), NY(SNR), PA(SNR), RI(SNR), TN(SNR), VA(SH), VT(SNR), WV(SH)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa woodsii,Rosa,Rosa woodsii,NA,NA,G5,N5,"AK(S2S3), AZ(S3), CA(SNR), CO(SNR), IA(S3), ID(SNR), KS(SNR), MN(SNR), MT(S5), ND(S4), NE(SNR), NM(S5), NV(SNR), OK(SNR), OR(SNR), SD(SNR), TX(S2), UT(SNR), WA(SNR), WI(SNR), WY(SNR)","AB(S5), BC(SNR), MB(SNR), NT(SNR), SK(SNR), YT(SNR)",,N,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa woodsii subsp. ultramontana,Rosa,Rosa woodsii,subsp.,ultramontana,T5,N5,BC(S5),"CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(SNR)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Rose,Rosa woodsii subsp. woodsii,Rosa,Rosa woodsii,subsp.,woodsii,T5,N5,"AB(S5), BC(S3S4), MB(S4), NT(SNR), QC(SNA), SK(S5), YT(S3S4)","AK(S1S2), AZ(SNR), IA(SNR), KS(S1), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NM(S5), OK(S1), SD(SNR), TX(SNR), WI(SNR), WY(SNR)",,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ×paracaulis,Rubus,Rubus ×paracaulis,NA,NA,GNA,NNA,"AB(S1), LB(SNA), MB(SNA), NF(SNA), NT(SNA), ON(SNA), QC(SNA), SK(SNA)",MI(SNA),,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ×recurvicaulis,Rubus,Rubus ×recurvicaulis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus ×setosus,Rubus,Rubus ×setosus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus allegheniensis,Rubus,Rubus allegheniensis,NA,NA,G5,N5,"AL(S1), AR(SNR), CA(SNR), CT(SNR), DC(SNR), DE(SU), GA(SNR), GS(P4), IA(S5), IL(SNR), IN(SNR), KS(S2), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S5), NE(S3S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(S3), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5)","BC(SNA), NB(SNR), NS(SNR), ON(SNR), PE(SNR), QC(S4S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),Growth Habit (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus,Rubus,Rubus arcticus,NA,NA,G5,N5,"AK(S5), CO(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S2), OR(SNR), WA(SNR), WI(SNR), WY(S2)","AB(S5), BC(S5), LB(S5), MB(S5), NF(S3S4), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S4), YT(S5)",,N,Y,Y,Nagoonberry; fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,High Yield (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus subsp. acaulis,Rubus,Rubus arcticus,subsp.,acaulis,T5,N5,"AB(S5), BC(S4), LB(S5), MB(S5), NF(S3S4), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S4), YT(S5)","AK(SNR), CO(S1), ME(SNR), MI(S1), MN(SNR), MT(SNR), WA(S1), WI(SNR), WY(S2)",,Y,Y,Y,Nagoonberry,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus subsp. arcticus,Rubus,Rubus arcticus,subsp.,arcticus,NA,NA,NA,NA,,Y,Y,Y,Nagoonberry,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus arcticus subsp. stellatus,Rubus,Rubus arcticus,subsp.,stellatus,T4,N4,"BC(S4), NT(SNR), YT(S2S3)",AK(S4),,Y,Y,Y,Nagoonberry,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus canadensis,Rubus,Rubus canadensis,NA,NA,G5,N5,"CT(SNR), GA(SNR), GS(P4P5), KY(S1?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S3?), NH(SNR), NJ(S1), NY(S3?), OH(SNR), PA(SNR), SC(SNR), TN(SNR), VA(S4), VT(SNR), WI(SNR), WV(SH)","NB(SNR), NF(SNR), NS(SNR), ON(SNR), PE(SNR), QC(SNR)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus chamaemorus,Rubus,Rubus chamaemorus,NA,NA,G5,N5,"AK(SNR), ME(S3S4), MN(S2), NH(S2), NJ(SNR), NY(SX)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S3S4), NF(S5), NS(S4), NT(SNR), NU(SU), ON(S5), PE(S2), QC(S5), SK(S5), YT(S5)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus flagellaris,Rubus,Rubus flagellaris,NA,NA,G5,NNR,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(SU), FL(SNR), GA(SNR), GS(P3?), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(S1), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5)","NF(SU), NS(SNR), ON(SNR), QC(S3)",,Y,Y,Y,Northern dewberry,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus idaeus,Rubus,Rubus idaeus,NA,NA,G5,N5,"AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), GS(PNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), NC(S2?), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S2), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(SNR)","AB(S5), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), NU(SNR), ON(SNR), ON(SNR), PE(SNR), QC(SNR), SK(SNR), YT(SNR)",,N,Y,Y,"fruit, shoots, leaves for tea",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus idaeus subsp. idaeus,Rubus,Rubus idaeus,subsp.,idaeus,T5,NNA,"NB(SNA), NS(SNA), ON(SNA), PE(SNA), QC(SNA)","AK(SNR), AR(SNR), CT(SNR), IA(SNA), ID(SNR), IL(SNA), IN(SNA), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(SNA), ND(SNR), NY(SNA), OH(SNR), RI(SNA), SD(SNR), TN(SNR), UT(SNR), VA(SNA), VT(SNR), WA(SNR), WY(SNA)",,Y,Y,Y,"fruit, shoots, leaves for tea",N,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,T5,N5,"AB(S5), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), NU(SNR), ON(SNR), PE(SNR), QC(S4S5), SK(SNR), YT(SNR)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNA), GS(P1), IA(S4), ID(SNR), IL(SNR), IN(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(S2?), ND(SNR), NE(S1), NH(SNR), NJ(S4), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S2), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S1?)",,Y,Y,Y,"fruit, shoots, leaves for tea",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus lasiococcus,Rubus,Rubus lasiococcus,NA,NA,G5,N3,"CA(SNR), OR(SNR), WA(SNR)",BC(S3),,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus leucodermis,Rubus,Rubus leucodermis,NA,NA,G5,N5,"AK(SNR), AZ(S3), CA(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR)",BC(SNR),,Y,Y,Y,"fruit, shoots",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus nivalis,Rubus,Rubus nivalis,NA,NA,G4,N3,"CA(S1), ID(SNR), OR(SNR), WA(SNR)",BC(S3S4),,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus nutkanus,Rubus,Rubus nutkanus,NA,NA,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), IA(SNR), ID(SNR), IL(SNR), MA(SNR), MI(SNR), MN(SNR), MT(S5), NM(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S3)","AB(S5), BC(S5), ON(S4), SK(S1)",,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Blackberry, Raspberry",Rubus occidentalis,Rubus,Rubus occidentalis,NA,NA,G5,N5,"AL(SNR), AR(SNR), CO(SNA), CT(SNR), DC(SNR), DE(SU), GA(S4), GS(P3), IA(S5), IL(SNR), IN(SNR), KS(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(S3), ON(S5), QC(S3S4)",,Y,Y,Y,"fruit, greens, shoots]",Y,,Food,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
