"","speciesKey"
"219",4104489
"220",5290148
"221",4104489
"222",5290148
"223",4104489
"224",5290148
"225",4104489
"226",5290148
"227",5290148
"228",5290148
"229",4104489
"230",5290148
"231",5290148
"232",5290148
"233",5290148
"234",5290148
"235",4104489
"236",4104489
"237",5290148
"238",4104489
"239",4104489
"240",4104489
"241",4104489
"242",5290148
"243",4104489
"244",4104489
"245",4104489
"246",4104489
"247",4104489
"248",4104489
"249",4104489
"250",4104489
"251",4104489
"252",4104489
"253",4104489
"254",5290148
"255",5290257
"256",5290257
"257",5290257
"258",5290148
"259",5290148
"260",5290148
"261",5290148
"262",5290148
"263",5290148
"264",5290148
"265",5290148
"266",5290148
"267",5290257
"268",4104489
"269",4104489
"270",4104489
"271",4104489
"272",4104489
"273",4104489
"274",2992071
"275",5290296
"276",2765272
"277",8385939
"278",3152827
"279",3092576
"280",5290296
"281",5290296
"282",5290296
"283",4104489
"284",3152827
"285",4104489
"286",2984535
"287",4104489
"288",4104489
"289",4104489
"290",3092564
"291",5341297
"292",3092576
"293",2984535
"294",4104489
"295",5290296
"296",5290296
"297",5370380
"298",5290296
"299",2706350
"300",8385939
"301",4104489
"302",5290257
"303",3092576
"304",9206251
"305",5290296
"306",4104489
"307",5290298
"308",4104489
"309",4104489
"310",4104489
"311",5290296
"312",4104489
"313",4104489
"314",4104489
"315",5290298
"316",2706379
"317",4104489
"318",4104489
"319",4104489
"320",4104489
"321",4104489
"322",4104489
"323",5290298
"324",4104489
"325",4104489
"326",4104489
"327",5290325
"328",4104489
"329",5290298
"330",5290325
"331",7683366
"332",4104489
"333",4104489
"334",5290298
"335",4104489
"336",4104489
"337",4104489
"338",4104489
"339",4104489
"340",7683366
"341",4104489
"342",4104489
"343",4104489
"344",5290296
"345",4104489
"346",5290298
"347",5290298
"348",4104489
"349",7683366
"350",4104489
"351",4104489
"352",5290296
"353",4104489
"354",4104489
"355",4104489
"356",4104489
"357",4104489
"358",2706379
"359",4104489
"360",4104489
"361",4104489
"362",5290296
"363",4104489
"364",4104489
"365",7683366
"366",4104489
"367",4104489
"368",4104489
"369",7683366
"370",4104489
"371",4104489
"372",4104489
"373",4104489
"374",4104489
"375",4104489
"376",4104489
"377",7683366
"378",4104489
"379",4104489
"380",4104489
"381",4104489
"382",4104489
"383",7683366
"384",4104489
"385",4104489
"386",4104489
"387",7683366
"388",5290298
"389",4104489
"390",4104489
"391",4104489
"392",4104489
"393",4104489
"394",4104489
"395",4104489
"396",4104489
"397",4104489
"398",4104489
"399",4104489
"400",4104489
"401",4104489
"402",4104489
"403",4104489
"404",4104489
"405",4104489
"406",2984535
"407",2992051
"408",3020532
"409",5341297
"410",4104489
"411",5341297
"412",8385939
"413",2992071
"414",5341297
"415",5341297
"416",5341297
"417",8385939
"418",8385939
"419",2992071
"420",2992071
"421",9206251
"422",5341297
"423",5341297
"424",2992071
"425",2992071
"426",8385939
"427",5341297
"428",3119231
"429",3119231
"430",5341297
"431",2984535
"432",3119231
"433",5341297
"434",5370380
"435",3119231
"436",9206251
"437",4104489
"438",5290298
"439",5290325
"440",4104489
"441",7683366
"442",7683366
"443",4104489
"444",4104489
"445",7683366
"446",4104489
"447",4104489
"448",7683366
"449",2706379
"450",2703230
"451",5341297
"452",9206251
"453",5341297
"454",4104489
"455",3020532
"456",2984535
"457",9206251
"458",9206251
"459",3020532
"460",3020532
"461",5383971
"462",9206251
"463",5341297
"464",3152827
"465",3152827
"466",3152827
"467",9206251
"468",5568899
"469",3083920
"470",9206251
"471",3152827
"472",3092564
"473",3083920
"474",9206251
"475",5568899
"476",9206251
"477",9206251
"478",5568899
"479",5341297
"480",3092564
"481",9206251
"482",9206251
"483",9206251
"484",5290296
"485",3092564
"486",9206251
"487",3092564
"488",3092564
"489",3083920
"490",3092564
"491",3092564
"492",3083920
"493",5290296
"494",5290296
"495",3092564
"496",3083920
"497",3092564
"498",3083920
"499",3092564
"500",3092564
"501",9206251
"502",3083920
"503",9206251
"504",3092564
"505",3092564
"506",3083920
"507",3083920
"508",3092564
"509",9206251
"510",5341297
"511",5568899
"512",3083920
"513",3152827
"514",5341297
"515",3083920
"516",3083920
"517",3092564
"518",9206251
"519",9206251
"520",3092564
"521",3083920
"522",9206251
"523",5568899
"524",5568899
"525",9206251
"526",3083920
"527",3083920
"528",3092564
"529",9206251
"530",3083920
"531",5568899
"532",9206251
"533",9206251
"534",3092564
"535",9206251
"536",9206251
"537",9206251
"538",3092564
"539",9206251
"540",3092564
"541",9206251
"542",3083920
"543",3083920
"544",5341297
"545",5341297
"546",3083920
"547",3092564
"548",9206251
"549",3092564
"550",9206251
"551",5341297
"552",3092564
"553",3092564
"554",9206251
"555",3119231
"556",3092564
"557",5568899
"558",3092564
"559",9206251
"560",3083920
"561",3092564
"562",3092564
"563",9206251
"564",9206251
"565",9206251
"566",3083920
"567",3083920
"568",3119231
"569",2992071
"570",9206251
"571",3083920
"572",9206251
"573",5568899
"574",3092564
"575",9206251
"576",9206251
"577",5341297
"578",5341297
"579",9206251
"580",9249145
"581",3083920
"582",9206251
"583",3092564
"584",3092564
"585",9206251
"586",3083920
"587",3092564
"588",9206251
"589",9206251
"590",3092564
"591",3083920
"592",3083920
"593",3083920
"594",3092564
"595",3083920
"596",5290296
"597",5341297
"598",3083920
"599",9206251
"600",5290296
"601",3083920
"602",3152827
"603",3119231
"604",3083920
"605",5568899
"606",3092564
"607",3083920
"608",9206251
"609",9206251
"610",5290296
"611",3092564
"612",9206251
"613",3083920
"614",3092564
"615",5568899
"616",3083920
"617",3092564
"618",9206251
"619",9206251
"620",9206251
"621",9206251
"622",3083920
"623",9206251
"624",3092564
"625",3083920
"626",5568899
"627",3119231
"628",3092564
"629",5290296
"630",3152827
"631",2964355
"632",3092564
"633",3092564
"634",3092564
"635",3092564
"636",2964355
"637",2964355
"638",2964355
"639",3092576
"640",5568899
"641",9249145
"642",5568899
"643",5568899
"644",5568899
"645",5568899
"646",5568899
"647",9249145
"648",5568899
"649",5568899
"650",5568899
"651",5568899
"652",5568899
"653",5568899
"654",2765272
"655",2765272
"656",2765272
"657",2765272
"658",2927376
"659",5341297
"660",6368623
"661",2927198
"662",3152827
"663",3153837
"664",5341297
"665",3020532
"666",3020532
"667",5341297
"668",2992051
"669",3020532
"670",2927198
"671",2984535
"672",5290325
"673",5290296
"674",8385939
"675",5290296
"676",5290296
"677",4104489
"678",5290296
"679",5290296
"680",5290296
"681",5290325
"682",5290296
"683",5290296
"684",2765272
"685",2882422
"686",2882422
"687",2882422
"688",2882422
"689",2882422
"690",2964355
"691",4104489
"692",5290325
"693",2992051
"694",8385939
"695",2927198
"696",3152827
"697",5290325
"698",2992051
"699",5370380
"700",5370380
"701",3020532
"702",5370380
"703",5370380
"704",3020532
"705",5370380
"706",3020532
"707",2992051
"708",5370380
"709",3020532
"710",3020532
"711",5370380
"712",2992051
"713",5370380
"714",3020532
"715",5370380
"716",5370380
"717",5370380
"718",3020532
"719",3020532
"720",5370380
"721",2992051
"722",3020532
"723",5370380
"724",5370380
"725",3020532
"726",3020532
"727",2992051
"728",5370380
"729",2992051
"730",3020532
"731",2992051
"732",3020532
"733",5370380
"734",2992051
"735",5370380
"736",5370380
"737",5370380
"738",2992051
"739",5370380
"740",5370380
"741",3020532
"742",6368623
"743",6368623
"744",3020532
"745",5370380
"746",3020532
"747",2992051
"748",3020532
"749",3020532
"750",2992051
"751",5370380
"752",5370380
"753",2992051
"754",5370380
"755",3020532
"756",2992051
"757",5370380
"758",5370380
"759",2992051
"760",2992051
"761",2992051
"762",3020532
"763",5370380
"764",3020532
"765",3020532
"766",5370380
"767",5370380
"768",6368623
"769",3020532
"770",3020532
"771",6368623
"772",3020532
"773",2992051
"774",3020532
"775",3020532
"776",2992051
"777",5370380
"778",2992051
"779",5370380
"780",3020532
"781",6368623
"782",6368623
"783",3020532
"784",5370380
"785",2992051
"786",5383971
"787",9206251
"788",3020532
"789",2928765
"790",5341297
"791",5370380
"792",5370380
"793",4104489
"794",4104489
"795",4104489
"796",5383971
"797",2992051
"798",4104489
"799",4104489
"800",4104489
"801",4104489
"802",2927198
"803",4104489
"804",4104489
"805",2984535
"806",5370380
"807",4104489
"808",3083920
"809",5383971
"810",3083920
"811",4104489
"812",3152827
"813",5370380
"814",5370380
"815",5370380
"816",3152827
"817",5370380
"818",3152827
"819",3152827
"820",5370380
"821",5370380
"822",3153837
"823",2984535
"824",5370380
"825",2984535
"826",5370380
"827",3153837
"828",5341297
"829",3152827
"830",5370380
"831",5370380
"832",5370380
"833",5370380
"834",5370380
"835",5370380
"836",3152827
"837",5370380
"838",3020532
"839",5370380
"840",5370380
"841",5370380
"842",2992051
"843",5370380
"844",2964355
"845",3092576
"846",3152827
"847",3092564
"848",3092576
"849",2706379
"850",9206251
"851",5290296
"852",5290325
"853",5290296
"854",5290298
"855",8385939
"856",8385939
"857",5290298
"858",8385939
"859",8202780
"860",5290296
"861",5290298
"862",5290296
"863",5290298
"864",4104489
"865",8385939
"866",8385939
"867",4104489
"868",5290296
"869",5290296
"870",8385939
"871",3119231
"872",5290296
"873",5290296
"874",5290296
"875",5290296
"876",5290296
"877",5290296
"878",5290296
"879",5290296
"880",5290296
"881",5290325
"882",5290296
"883",5290325
"884",5290296
"885",5290296
"886",5290325
"887",5290325
"888",5290296
"889",5290325
"890",5290325
"891",5290325
"892",9206251
"893",8385939
"894",5290296
"895",5290296
"896",5290325
"897",5290325
"898",5290325
"899",5290325
"900",5290296
"901",5290325
"902",5290298
"903",5290296
"904",5290296
"905",5290325
"906",5290325
"907",5290298
"908",5290325
"909",8385939
"910",5290298
"911",8385939
"912",5290296
"913",5290296
"914",8385939
"915",5290296
"916",5290296
"917",8385939
"918",5290296
"919",8385939
"920",8385939
"921",5290325
"922",5290296
"923",5290296
"924",8385939
"925",8385939
"926",8385939
"927",8385939
"928",8385939
"929",5290298
"930",8385939
"931",8385939
"932",5290296
"933",3083920
"934",5290296
"935",5290298
"936",5290296
"937",8385939
"938",8385939
"939",5290296
"940",5290296
"941",5290325
"942",5290325
"943",5290296
"944",5290296
"945",5290325
"946",5290296
"947",5290296
"948",5290325
"949",5290325
"950",5290296
"951",5290325
"952",5290325
"953",5290325
"954",5290325
"955",5290325
"956",5290296
"957",5290296
"958",5290325
"959",5290296
"960",8385939
"961",8385939
"962",5290298
"963",8385939
"964",8385939
"965",5290298
"966",8385939
"967",8385939
"968",8385939
"969",8385939
"970",8385939
"971",8385939
"972",8202780
"973",8385939
"974",8385939
"975",8385939
"976",8385939
"977",8385939
"978",5290296
"979",8385939
"980",8385939
"981",8385939
"982",8385939
"983",8385939
"984",8385939
"985",5290325
"986",5290296
"987",5290325
"988",8385939
"989",8385939
"990",8385939
"991",8385939
"992",4104489
"993",5290296
"994",5290325
"995",5290298
"996",9206251
"997",9206251
"998",9206251
"999",8385939
"1000",8385939
"1001",5290296
"1002",5290325
"1003",8385939
"1004",8385939
"1005",8385939
"1006",8385939
"1007",8385939
"1008",8385939
"1009",5290296
"1010",5290296
"1011",5290296
"1012",5290296
"1013",5290296
"1014",5290296
"1015",5290296
"1016",5290296
"1017",5290296
"1018",5290296
"1019",5290325
"1020",5290296
"1021",5290296
"1022",5290325
"1023",5290325
"1024",5290296
"1025",5290296
"1026",5290325
"1027",5290296
"1028",5290296
"1029",5290296
"1030",5290325
"1031",5290296
"1032",5290296
"1033",5290296
"1034",5290296
"1035",5290296
"1036",5290296
"1037",5290296
"1038",5290296
"1039",5290296
"1040",8385939
"1041",5290296
"1042",8385939
"1043",5290296
"1044",5290296
"1045",5290296
"1046",8385939
"1047",5290296
"1048",5290296
"1049",4104489
"1050",5290296
"1051",8385939
"1052",8385939
"1053",9206251
"1054",8385939
"1055",8385939
"1056",5290296
"1057",5290296
"1058",5290296
"1059",5290298
"1060",5290296
"1061",5290296
"1062",5290296
"1063",5290296
"1064",5290296
"1065",5290296
"1066",5290296
"1067",8385939
"1068",8385939
"1069",5290296
"1070",4104489
"1071",5290296
"1072",5290296
"1073",5290296
"1074",5290296
"1075",5290296
"1076",5290296
"1077",8385939
"1078",5290296
"1079",5290296
"1080",5290296
"1081",5290296
"1082",5290296
"1083",5290296
"1084",5290296
"1085",5290296
"1086",5290296
"1087",8385939
"1088",5290298
"1089",5290296
"1090",5290296
"1091",5290296
"1092",5290296
"1093",8385939
"1094",5290296
"1095",5290296
"1096",5290296
"1097",9206251
"1098",8385939
"1099",5290296
"1100",5290296
"1101",5290296
"1102",5290296
"1103",5290296
"1104",5290296
"1105",9206251
"1106",5290296
"1107",5290296
"1108",5290296
"1109",5290296
"1110",5290296
"1111",5290296
"1112",5290296
"1113",5290325
"1114",5290296
"1115",5290296
"1116",5290296
"1117",5290296
"1118",5290296
"1119",8385939
"1120",3083915
"1121",3083915
"1122",5290298
"1123",4104489
"1124",5290296
"1125",5290296
"1126",5290296
"1127",5290296
"1128",5290296
"1129",8385939
"1130",5290296
"1131",8385939
"1132",5290296
"1133",5290296
"1134",5290296
"1135",5290296
"1136",5290296
"1137",5290296
"1138",5290296
"1139",8385939
"1140",5290296
"1141",5290296
"1142",5290296
"1143",5290296
"1144",5290325
"1145",5290296
"1146",5290296
"1147",5290296
"1148",5290296
"1149",5290296
"1150",5290296
"1151",5290296
"1152",5290296
"1153",5290296
"1154",5290296
"1155",5290325
"1156",4104489
"1157",5290325
"1158",5290296
"1159",5290296
"1160",5290296
"1161",2928765
"1162",5290296
"1163",5290296
"1164",5290296
"1165",5290325
"1166",5290296
"1167",4104489
"1168",5290296
"1169",5290296
"1170",5290296
"1171",8385939
"1172",8385939
"1173",8385939
"1174",5290296
"1175",5290296
"1176",5290296
"1177",5290296
"1178",5290296
"1179",5290296
"1180",5290296
"1181",5290296
"1182",5290296
"1183",5290296
"1184",5290296
"1185",5290325
"1186",5290296
"1187",5290296
"1188",5290296
"1189",5290296
"1190",5290296
"1191",5290296
"1192",5290296
"1193",4104489
"1194",5290296
"1195",5290296
"1196",5290296
"1197",5290296
"1198",5290296
"1199",8385939
"1200",5290296
"1201",5290296
"1202",5290325
"1203",5290296
"1204",8385939
"1205",5290296
"1206",4104489
"1207",5290296
"1208",5290296
"1209",5290296
"1210",8385939
"1211",8385939
"1212",8385939
"1213",5290296
"1214",5290296
"1215",8385939
"1216",5290296
"1217",5290296
"1218",5290296
"1219",5290296
"1220",4104489
"1221",4104489
"1222",4104489
"1223",4104489
"1224",5290296
"1225",4104489
"1226",5290296
"1227",5290296
"1228",9123250
"1229",5290296
"1230",9206251
"1231",9206251
"1232",5290296
"1233",4104489
"1234",8385939
"1235",5290296
"1236",5290296
"1237",5290296
"1238",5290296
"1239",8385939
"1240",5290296
"1241",8385939
"1242",5290296
"1243",8385939
"1244",5290296
"1245",5290296
"1246",5290296
"1247",5290296
"1248",5290296
"1249",5290296
"1250",5290296
"1251",5290296
"1252",5290296
"1253",5290296
"1254",5290296
"1255",5290296
"1256",5290296
"1257",5290296
"1258",8385939
"1259",5290296
"1260",5290296
"1261",5290296
"1262",5290296
"1263",5290296
"1264",5290296
"1265",5290296
"1266",5290296
"1267",5290296
"1268",5290296
"1269",5290296
"1270",5290296
"1271",8385939
"1272",5290296
"1273",2706379
"1274",5290325
"1275",5290325
"1276",5290296
"1277",5290325
"1278",5290325
"1279",5290325
"1280",5290325
"1281",5290325
"1282",5290325
"1283",5290325
"1284",5290325
"1285",5290325
"1286",5290325
"1287",5290325
"1288",5290296
"1289",5290296
"1290",5290325
"1291",5290325
"1292",5290325
"1293",5290325
"1294",5290325
"1295",5290296
"1296",5290296
"1297",5290296
"1298",5290296
"1299",5290296
"1300",5290296
"1301",5290296
"1302",5290325
"1303",5290296
"1304",5290296
"1305",5290296
"1306",5290296
"1307",5290296
"1308",5290296
"1309",5290296
"1310",5290296
"1311",5290296
"1312",5290296
"1313",5290296
"1314",5290296
"1315",4104489
"1316",5290296
"1317",5290296
"1318",8385939
"1319",5290296
"1320",5290296
"1321",5290296
"1322",5290296
"1323",5290296
"1324",4104489
"1325",5290296
"1326",8385939
"1327",5290296
"1328",5290296
"1329",5290296
"1330",5290296
"1331",5290296
"1332",8385939
"1333",8385939
"1334",5290296
"1335",5290296
"1336",5290296
"1337",5290296
"1338",5290296
"1339",5290296
"1340",5290296
"1341",5290296
"1342",5290296
"1343",5290296
"1344",5290296
"1345",5290296
"1346",5290296
"1347",5290296
"1348",5290296
"1349",5290296
"1350",8385939
"1351",5290296
"1352",5290296
"1353",5290296
"1354",8385939
"1355",5290296
"1356",5290296
"1357",5290296
"1358",5290325
"1359",5290296
"1360",5290296
"1361",5290296
"1362",5290296
"1363",5290296
"1364",5290296
"1365",5290296
"1366",5290296
"1367",5290296
"1368",5290296
"1369",5290325
"1370",5290296
"1371",5290296
"1372",5290296
"1373",5290296
"1374",5290296
"1375",5290296
"1376",8385939
"1377",8385939
"1378",8385939
"1379",5290296
"1380",5290325
"1381",5290296
"1382",5290296
"1383",5290296
"1384",4104489
"1385",5290296
"1386",5290296
"1387",8385939
"1388",5290325
"1389",5290296
"1390",4104489
"1391",5290296
"1392",4104489
"1393",5290325
"1394",5290296
"1395",5290325
"1396",5290325
"1397",5290296
"1398",5290325
"1399",5290325
"1400",5290296
"1401",5290325
"1402",5290296
"1403",5290296
"1404",5290296
"1405",5290296
"1406",5290325
"1407",5290296
"1408",8385939
"1409",5290296
"1410",5290296
"1411",5290296
"1412",8385939
"1413",8385939
"1414",5290296
"1415",5290296
"1416",8385939
"1417",8385939
"1418",5290296
"1419",5290296
"1420",8385939
"1421",8385939
"1422",8385939
"1423",8385939
"1424",8385939
"1425",5290296
"1426",5290296
"1427",5290296
"1428",5290296
"1429",5290296
"1430",5290296
"1431",5290325
"1432",5290296
"1433",8385939
"1434",5290296
"1435",8385939
"1436",8385939
"1437",5290325
"1438",5290296
"1439",5290296
"1440",5290296
"1441",8385939
"1442",5290296
"1443",5290296
"1444",8385939
"1445",5290296
"1446",5290296
"1447",5290296
"1448",5290296
"1449",5290296
"1450",5290296
"1451",5290296
"1452",5290325
"1453",8385939
"1454",5290296
"1455",5290296
"1456",5290296
"1457",5290296
"1458",5290296
"1459",5290296
"1460",5290296
"1461",8385939
"1462",5290296
"1463",5290296
"1464",5290296
"1465",5290296
"1466",5290296
"1467",5290296
"1468",5290296
"1469",8385939
"1470",8385939
"1471",5290296
"1472",5290296
"1473",5290296
"1474",5290296
"1475",5290296
"1476",5290296
"1477",5290296
"1478",8385939
"1479",5290296
"1480",5290296
"1481",5290296
"1482",5290296
"1483",8385939
"1484",5290296
"1485",8385939
"1486",5290296
"1487",5290325
"1488",5290325
"1489",5290325
"1490",5290325
"1491",9123250
"1492",5290325
"1493",5290325
"1494",5290296
"1495",5290325
"1496",5290325
"1497",5290325
"1498",5290325
"1499",5290296
"1500",5290296
"1501",5290325
"1502",5290296
"1503",8385939
"1504",5290298
"1505",5290296
"1506",5290296
"1507",5290296
"1508",5290296
"1509",5290296
"1510",4104489
"1511",5290325
"1512",8385939
"1513",5290296
"1514",5290296
"1515",5290296
"1516",5290296
"1517",8385939
"1518",5290296
"1519",5290296
"1520",8385939
"1521",8385939
"1522",5290296
"1523",5290296
"1524",5290296
"1525",5290296
"1526",5290296
"1527",5290296
"1528",5290296
"1529",8385939
"1530",5290296
"1531",5290296
"1532",5290296
"1533",5290296
"1534",8385939
"1535",8385939
"1536",5290296
"1537",5290296
"1538",5290296
"1539",5290296
"1540",5290296
"1541",5290296
"1542",5290296
"1543",5290296
"1544",5290296
"1545",5290296
"1546",5290296
"1547",5290296
"1548",5290296
"1549",5290296
"1550",8385939
"1551",5290296
"1552",5290296
"1553",5290296
"1554",5290296
"1555",8385939
"1556",5290296
"1557",5290296
"1558",5290296
"1559",5290296
"1560",5290296
"1561",5290296
"1562",5290296
"1563",5290298
"1564",5290296
"1565",5290296
"1566",5290296
"1567",5290296
"1568",8385939
"1569",5290296
"1570",5290296
"1571",5290296
"1572",5290296
"1573",5290296
"1574",5290296
"1575",5290296
"1576",5290296
"1577",5290296
"1578",5290296
"1579",8385939
"1580",5290296
"1581",5290296
"1582",8385939
"1583",5290296
"1584",5290296
"1585",5290296
"1586",3083920
"1587",5290296
"1588",5290325
"1589",8385939
"1590",5290325
"1591",8385939
"1592",8385939
"1593",5290296
"1594",5290296
"1595",8385939
"1596",8385939
"1597",8385939
"1598",5290298
"1599",8385939
"1600",5290296
"1601",8385939
"1602",8385939
"1603",5290296
"1604",5290296
"1605",8385939
"1606",5290296
"1607",8385939
"1608",5290325
"1609",5290296
"1610",5290296
"1611",5290296
"1612",5290296
"1613",5290296
"1614",8385939
"1615",5290296
"1616",5290296
"1617",5290296
"1618",5290296
"1619",5290296
"1620",8385939
"1621",5290296
"1622",4104489
"1623",5290296
"1624",5290296
"1625",5290296
"1626",5290296
"1627",5290296
"1628",5290296
"1629",5290296
"1630",8385939
"1631",5290296
"1632",5290296
"1633",5290296
"1634",5290296
"1635",5290296
"1636",5290296
"1637",5290296
"1638",5290296
"1639",5290296
"1640",5290296
"1641",5290296
"1642",5290296
"1643",5290296
"1644",5290296
"1645",5290296
"1646",5290296
"1647",5290296
"1648",5290296
"1649",5290296
"1650",8385939
"1651",5290296
"1652",5290296
"1653",5290296
"1654",8385939
"1655",8385939
"1656",5290296
"1657",5290298
"1658",5290296
"1659",8385939
"1660",5290296
"1661",5290296
"1662",5290296
"1663",8385939
"1664",5290296
"1665",5290296
"1666",8385939
"1667",5290296
"1668",8385939
"1669",5290296
"1670",5290296
"1671",5290296
"1672",5290296
"1673",5290296
"1674",5290296
"1675",5290296
"1676",5290296
"1677",5290296
"1678",5290296
"1679",5290296
"1680",5290296
"1681",5290296
"1682",5290296
"1683",8385939
"1684",5290296
"1685",5290296
"1686",5290296
"1687",5290296
"1688",5290296
"1689",5290296
"1690",5290296
"1691",5290296
"1692",5290296
"1693",5290296
"1694",5290296
"1695",5290296
"1696",5290296
"1697",5290296
"1698",5290296
"1699",5290296
"1700",5290296
"1701",5290296
"1702",5290296
"1703",5290296
"1704",5290296
"1705",5290296
"1706",5290296
"1707",5290296
"1708",5290296
"1709",5290325
"1710",5290296
"1711",5290296
"1712",5290296
"1713",5290296
"1714",5290296
"1715",5290296
"1716",5290296
"1717",5290296
"1718",5290296
"1719",5290296
"1720",3083915
"1721",5290296
"1722",5290296
"1723",5290296
"1724",5290296
"1725",5290296
"1726",5290296
"1727",5290296
"1728",5290296
"1729",5290296
"1730",5290296
"1731",5290325
"1732",8385939
"1733",8385939
"1734",8385939
"1735",5290296
"1736",5290296
"1737",8385939
"1738",8385939
"1739",8385939
"1740",5290298
"1741",5290325
"1742",9206251
"1743",9206251
"1744",8202780
"1745",5290296
"1746",5290296
"1747",8385939
"1748",5290296
"1749",5290296
"1750",5290296
"1751",5290296
"1752",5290296
"1753",5290296
"1754",8385939
"1755",8385939
"1756",8385939
"1757",8385939
"1758",5290296
"1759",5290296
"1760",5290296
"1761",5290296
"1762",5290296
"1763",5290296
"1764",8385939
"1765",5290296
"1766",5290296
"1767",5290296
"1768",8385939
"1769",5290296
"1770",8385939
"1771",8385939
"1772",8385939
"1773",8385939
"1774",8385939
"1775",8385939
"1776",5290296
"1777",5290296
"1778",5290296
"1779",5290296
"1780",5290296
"1781",5290296
"1782",5290296
"1783",5290296
"1784",5290296
"1785",5290296
"1786",5290296
"1787",5290296
"1788",8385939
"1789",5290296
"1790",5290296
"1791",5290296
"1792",5290296
"1793",8385939
"1794",8385939
"1795",8385939
"1796",8385939
"1797",5290296
"1798",5290296
"1799",5290296
"1800",8385939
"1801",5290296
"1802",5290296
"1803",5290296
"1804",8385939
"1805",5290296
"1806",5290296
"1807",5290296
"1808",5290296
"1809",5290296
"1810",5290296
"1811",5290296
"1812",5290296
"1813",5290296
"1814",5290296
"1815",5290296
"1816",5290296
"1817",5290296
"1818",5290296
"1819",5290296
"1820",5290296
"1821",8385939
"1822",5290296
"1823",5290296
"1824",5290296
"1825",8385939
"1826",5290296
"1827",5290296
"1828",5290296
"1829",5290296
"1830",5290296
"1831",5290296
"1832",5290298
"1833",5290296
"1834",5290296
"1835",5290296
"1836",5290296
"1837",5290296
"1838",5290296
"1839",5290296
"1840",5290296
"1841",5290296
"1842",5290296
"1843",5290296
"1844",5290296
"1845",5290296
"1846",5290296
"1847",5290296
"1848",5290296
"1849",5290296
"1850",5290296
"1851",5290296
"1852",5290296
"1853",8385939
"1854",5290296
"1855",5290296
"1856",5290296
"1857",5290296
"1858",5290296
"1859",5290296
"1860",5290296
"1861",5290296
"1862",5290296
"1863",5290296
"1864",5290296
"1865",5290296
"1866",5290296
"1867",5290296
"1868",5290296
"1869",5290296
"1870",5290296
"1871",5290296
"1872",5290296
