,speciesKey
1,8147903
2,2882861
3,2882849
4,2882961
5,7777960
6,9060377
7,8344892
8,2882880
9,2882833
10,2882894
11,2882838
12,2882940
13,2882895
14,2882910
15,8383191
16,2882913
17,8073364
18,2882835
19,2888596
20,2888580
21,2888594
22,3856181
23,2888613
24,2888615
25,2888586
26,2888605
27,6369910
28,7096614
29,4925723
30,2975204
31,2975217
32,2975207
33,2946881
34,6373185
35,5372400
36,5372385
37,2683894
38,2775497
39,2703228
40,7226842
41,6313027
42,2703230
43,4138920
44,7997280
45,2965778
