occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,"Crataegus formosa","Crataegus formosa Sarg.","3014794","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus formosa","Sarg."
,"Crataegus gaylussacia","Crataegus gaylussacia A.Heller","3013900","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus gaylussacia","Crataegus gaylussacia","A.Heller"
,"Crataegus holmesiana","Crataegus holmesiana Ashe","3014062","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus holmesiana","Crataegus holmesiana","Ashe"
,"Crataegus intricata","Crataegus intricata Lange","3014211","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus intricata","Crataegus intricata","Lange"
,"Crataegus irrasa","Crataegus irrasa Sarg.","3015911","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus irrasa","Crataegus irrasa","Sarg."
,"Crataegus jesupii","Crataegus jesupii Sarg.","3015524","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus jesupii","Crataegus jesupii","Sarg."
,"Crataegus jonesiae","Crataegus jonesiae Sargent","4272199","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus jonesiae","Crataegus jonesiae","Sargent"
,"Crataegus knieskerniana","Crataegus knieskerniana Sarg.","3014463","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus knieskerniana","Crataegus knieskerniana","Sarg."
,"Crataegus laevigata","Crataegus laevigata (Poir.) DC.","8252683","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus laevigata","Crataegus laevigata","DC. (Poir.)"
,"Crataegus lemingtonensis","Crataegus lemingtonensis Sarg.","3013507","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus lemingtonensis","Crataegus lemingtonensis","Sarg."
,"Crataegus lumaria","Crataegus lumaria Ashe","3013663","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus lumaria","Crataegus lumaria","Ashe"
,"Crataegus macrosperma","Crataegus macrosperma Ashe","3014896","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus macrosperma","Crataegus macrosperma","Ashe"
,"Crataegus magniflora","Crataegus magniflora Sarg.","3014479","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus coccinea","Crataegus magniflora","Sarg."
,"Crataegus margarettae","Crataegus margarettae Ashe","3014697","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus margarettae","Crataegus margarettae","Ashe"
,"Crataegus margarettae var. angustifolia","Crataegus margarettae var. angustifolia E.J.Palmer","3014701","EXACT","98","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus margarettae","Crataegus margarettae angustifolia","E.J.Palmer"
,"Crataegus margarettae var. margarettae","Crataegus margarettae f. margarettae","7272047","EXACT","98","SYNONYM","FORM","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus margarettae","Crataegus margarettae margarettae",
,"Crataegus mollis","Crataegus mollis (Torr. & A.Gray) Scheele","3015562","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus mollis","Crataegus mollis","Scheele (Torr. & A.Gray)"
,"Crataegus mollis var. incisifolia","Crataegus mollis var. incisifolia Kruschke ex J.B.Phipps","3016009","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus mollis","Crataegus mollis incisifolia","Kruschke ex J.B.Phipps"
,"Crataegus mollis var. mollis","Crataegus mollis var. mollis","7219965","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus mollis","Crataegus mollis mollis","Scheele (Torrey & A.Gray)"
,"Crataegus nitidula","Crataegus nitidula Sarg.","3014279","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus nitidula","Crataegus nitidula","Sarg."
,"Crataegus okanagensis","Crataegus okanaganensis J.B.Phipps & O'Kennon","3015054","EDITED","95","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus okanaganensis","Crataegus okanaganensis","J.B.Phipps & O'Kennon"
,"Crataegus okanagensis var. okanagensis","Crataegus okanaganensis var. okanaganensis","7219984","EDITED",,"ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus okanaganensis","Crataegus okanaganensis okanaganensis","J.B.Phipps & O'Kennon"
,"Crataegus okanagensis var. wellsii","Crataegus okanaganensis var. wellsii J.B.Phipps & O'Kennon","3015055","EDITED","95","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus okanaganensis","Crataegus okanaganensis wellsii","J.B.Phipps & O'Kennon"
,"Crataegus okennonii","Crataegus okennonii J.B.Phipps","3015028","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus okennonii","Crataegus okennonii","J.B.Phipps"
,"Crataegus orbicularis","Crataegus orbicularis J.B.Phipps & O'Kennon","3015848","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus orbicularis","Crataegus orbicularis","J.B.Phipps & O'Kennon"
,"Crataegus pennsylvanica","Crataegus pennsylvanica Ashe","3014745","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pennsylvanica","Crataegus pennsylvanica","Ashe"
,"Crataegus perjucunda","Crataegus perjucunda Sarg.","3014666","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus perjucunda","Crataegus perjucunda","Sarg."
,"Crataegus persimilis","Crataegus persimilis Sarg.","3015457","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus persimilis","Crataegus persimilis","Sarg."
,"Crataegus phippsii","Crataegus phippsii O'Kennon","3014122","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus phippsii","Crataegus phippsii","O'Kennon"
,"Crataegus populnea","Crataegus populnea Ashe","3013535","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus iracunda","Crataegus populnea","Ashe"
,"Crataegus prona","Crataegus prona Ashe","3015130","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus prona","Crataegus prona","Ashe"
,"Crataegus pruniosa","Crataegus pruinosa H.L.Wendl.","7790552","FUZZY","95","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus pruinosa","H.L.Wendl."
,"Crataegus pruniosa var. dissona","Crataegus pruinosa var. dissona (Sarg.) J.B.Phipps","8108263","FUZZY","95","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus pruinosa dissona","J.B.Phipps (Sarg.)"
,"Crataegus pruniosa var. parvula","Crataegus pruinosa var. parvula (Sarg.) J.B.Phipps","3015490","FUZZY","96","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus pruinosa parvula","J.B.Phipps (Sarg.)"
,"Crataegus pruniosa var. pruinosa","Crataegus pruinosa var. pruinosa","8124424","FUZZY","96","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus pruinosa pruinosa","K.Koch (H.L.Wendland)"
,"Crataegus pruniosa var. rugosa","Crataegus pruinosa var. rugosa (Ashe) Kruschke","3014024","FUZZY","96","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus pruinosa rugosa","Kruschke (Ashe)"
,"Crataegus pruniosa var. virella","Crataegus pruinosa var. virella (Ashe) Kruschke","3014010","FUZZY","96","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus pruinosa","Crataegus pruinosa virella","Kruschke (Ashe)"
,"Crataegus punctata","Crataegus punctata Jacq.","3014805","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus punctata","Crataegus punctata","Jacq."
,"Crataegus purpurella","Crataegus purpurella J.B.Phipps & O'Kennon","3013606","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus purpurella","Crataegus purpurella","J.B.Phipps & O'Kennon"
,"Crataegus rivuloadamensis","Crataegus rivuloadamensis J.B.Phipps & O'Kennon","3013725","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus rivuloadamensis","Crataegus rivuloadamensis","J.B.Phipps & O'Kennon"
,"Crataegus rivulopugnensis","Crataegus rivulopugnensis J.B.Phipps & O'Kennon","3013585","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus rivulopugnensis","Crataegus rivulopugnensis","J.B.Phipps & O'Kennon"
,"Crataegus rubribracteolata","Crataegus rubribracteolata J.B.Phipps & O'Kennon","3013564","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus rubribracteolata","Crataegus rubribracteolata","J.B.Phipps & O'Kennon"
,"Crataegus scabrida","Crataegus scabrida Sarg.","3014505","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus scabrida","Crataegus scabrida","Sarg."
,"Crataegus scabrida var. asperifolia","Crataegus scabrida var. asperifolia (Sarg.) Kruschke","3014511","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus scabrida","Crataegus scabrida asperifolia","Kruschke (Sarg.)"
,"Crataegus scabrida var. cyclophylla","Crataegus scabrida var. cyclophylla (Sarg.) Kruschke","3014507","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus scabrida","Crataegus scabrida cyclophylla","Kruschke (Sarg.)"
,"Crataegus scabrida var. egglestonii","Crataegus scabrida var. egglestonii (Sarg.) Kruschke","3014526","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus scabrida","Crataegus scabrida egglestonii","Kruschke (Sarg.)"
,"Crataegus scabrida var. scabrida","Crataegus scabrida Sarg.","3014505","EDITED","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus scabrida","Crataegus scabrida","Sarg."
,"Crataegus schuttei","Crataegus schuettei Ashe","3014267","EDITED","96","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus schuettei","Crataegus schuettei","Ashe"
,"Crataegus schuttei var. schuttei","Crataegus schuettei var. schuettei","7219961","EDITED","95","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus schuettei","Crataegus schuettei schuettei","Ashe"
,"Crataegus sheila-phippsiae","Crataegus sheila-phippsiae J.B.Phipps & O'Kennon","3016134","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus sheila-phippsiae","Crataegus sheila-phippsiae","J.B.Phipps & O'Kennon"
,"Crataegus sheila-phippsiae var. saskatchewensis","Crataegus sheila-phippsiae var. saskatchewanensis J.B.Phipps & O'Kennon","3016135","EDITED","95","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus sheila-phippsiae","Crataegus sheila-phippsiae saskatchewanensis","J.B.Phipps & O'Kennon"
,"Crataegus sheila-phippsiae var. sheila-phippsiae","Crataegus sheila-phippsiae var. sheila-phippsiae","7219960","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus sheila-phippsiae","Crataegus sheila-phippsiae sheila-phippsiae","J.B.Phipps & O'Kennon"
,"Crataegus sheridana","Crataegus sheridana A.Nelson","3853353","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus chrysocarpa","Crataegus sheridana","A.Nelson"
,"Crataegus shuswapensis","Crataegus shuswapensis J.B.Phipps & O'Kennon","3016015","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus shuswapensis","Crataegus shuswapensis","J.B.Phipps & O'Kennon"
,"Crataegus stolonifera","Crataegus stolonifera Sarg.","3013539","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus iracunda","Crataegus stolonifera","Sarg."
,"Crataegus submollis","Crataegus submollis Sarg.","3015560","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus submollis","Crataegus submollis","Sarg."
,"Crataegus suborbiculata","Crataegus suborbiculata Sarg.","3014833","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus suborbiculata","Crataegus suborbiculata","Sarg."
,"Crataegus succulenta","Crataegus succulenta Schrad. ex Link","3016137","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus succulenta","Crataegus succulenta","Schrad. ex Link"
,"Crataegus succulenta var. gemmosa","Crataegus succulenta var. gemmosa (Sarg.) Kruschke","3016181","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus succulenta","Crataegus succulenta gemmosa","Kruschke (Sarg.)"
,"Crataegus succulenta var. michiganensis","Crataegus succulenta var. michiganensis (Ashe) E.J.Palmer","3016152","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus succulenta","Crataegus succulenta michiganensis","E.J.Palmer (Ashe)"
,"Crataegus succulenta var. succulenta","Crataegus succulenta var. succulenta","7271665","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus succulenta","Crataegus succulenta succulenta","Schrader ex Link"
,"Crataegus ursopedensis","Crataegus ursopedensis J.B.Phipps & O'Kennon","3013933","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus ursopedensis","Crataegus ursopedensis","J.B.Phipps & O'Kennon"
,"Cupressis nootkatensis","Xanthocyparis nootkatensis (D.Don) Farjon & Harder","2683894","EDITED",,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Xanthocyparis","Xanthocyparis nootkatensis","Xanthocyparis nootkatensis","Farjon & Harder (D.Don)"
,"Dichanthelium boreale","Dichanthelium boreale (Nash) Freckmann","2702568","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum boreale","Dichanthelium boreale","Freckmann (Nash)"
,"Dichanthelium clandestinum","Dichanthelium clandestinum Linnaeus, 1753","10796194","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dichanthelium","Dichanthelium clandestinum","Dichanthelium clandestinum","Linnaeus, 1753"
,"Dichanthelium depauperatum",,,"EDITED",,,,,,,,,,,,
,"Dichanthelium dichotomum","Dichanthelium dichotomum Linnaeus, 1753","10687602","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dichanthelium","Dichanthelium dichotomum","Dichanthelium dichotomum","Linnaeus, 1753"
,"Dichanthelium dichotomum subsp. dichotomum","Dichanthelium dichotomum subsp. dichotomum","6560184","EXACT","98","DOUBTFUL","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum dichotomum","Dichanthelium dichotomum dichotomum","Gould (Linnaeus)"
,"Dichanthelium latifolium","Dichanthelium latifolium Linnaeus, 1753","10827897","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dichanthelium","Dichanthelium latifolium","Dichanthelium latifolium","Linnaeus, 1753"
,"Dichanthelium leibergii","Dichanthelium leibergii (Vasey) Freckmann","2702550","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum leibergii","Dichanthelium leibergii","Freckmann (Vasey)"
,"Dichanthelium linearifolium","Dichanthelium linearifolium (Scribn.) Gould","2702666","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum linearifolium","Dichanthelium linearifolium","Gould (Scribn.)"
,"Dichanthelium wilcoxianum","Dichanthelium wilcoxianum (Vasey) Freckmann","2702545","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum wilcoxianum","Dichanthelium wilcoxianum","Freckmann (Vasey)"
,"Dichanthelium xanthophysum","Dichanthelium xanthophysum (A.Gray) Freckmann","2702682","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum xanthophysum","Dichanthelium xanthophysum","Freckmann (A.Gray)"
,"Diervilla lonicera","Diervilla lonicera Mill.","2888711","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Diervilla","Diervilla lonicera","Diervilla lonicera","Mill."
,"Elaeagnus commutata","Elaeagnus commutata Bernh. ex Rydb.","3039274","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus commutata","Elaeagnus commutata","Bernh. ex Rydb."
,"Festuca rubra subsp. arctica","Festuca rubra subsp. arctica (Hack.) Govor.","2704944","EXACT","98","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Festuca","Festuca richardsonii","Festuca rubra arctica","Govor. (Hack.)"
,"Gleditsia triacanthos","Gleditsia triacanthos L.","2959443","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","Gleditsia triacanthos","L."
,"Heracleum sphondylium","Heracleum sphondylium L.","3034830","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum sphondylium","Heracleum sphondylium","L."
,"Hordeum brachyantherum subsp. brachyantherum","Hordeum brachyantherum Nevski","2706066","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hordeum","Hordeum brachyantherum","Hordeum brachyantherum","Nevski"
,"Hordeum jubatum subsp. intermedium","Hordeum jubatum subsp. intermedium Bowden","4115923","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hordeum","Hordeum jubatum","Hordeum jubatum intermedium","Bowden"
,"Hordeum jubatum subsp. jubatum","Hordeum jubatum var. jubatum","7933065","EXACT","96","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hordeum","Hordeum jubatum","Hordeum jubatum jubatum",
,"Ilex mucronata","Ilex mucronata (L.) M.Powell, Savol. & S.Andrews","5534659","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex mucronata","Ilex mucronata","M.Powell, Savol. & S.Andrews (L.)"
,"Ilex verticillata","Ilex verticillata (L.) A.Gray","5414267","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex verticillata","Ilex verticillata","A.Gray (L.)"
,"Kalmia angustifolia","Kalmia angustifolia L.","2883007","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Kalmia","Kalmia angustifolia","Kalmia angustifolia","L."
,"Kalmia angustifolia var. angustifolia","Kalmia angustifolia f. angustifolia","7327657","EXACT","97","SYNONYM","FORM","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Kalmia","Kalmia angustifolia","Kalmia angustifolia angustifolia",
,"Lactuca tatarica","Lactuca tatarica (L.) C.A.Mey.","9123250","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","Lactuca tatarica","Lactuca tatarica","C.A.Mey. (L.)"
,"Lactuca tatarica subsp. pulchella","Lactuca tatarica subsp. pulchella (Pursh) Stebbins","6304945","EXACT","98","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","Lactuca pulchella","Lactuca tatarica pulchella","Stebbins (Pursh)"
,"Leymus mollis subsp. villosissimus","Leymus mollis subsp. villosissimus (Scribn.) Á.Löve & D.Löve","7898130","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Leymus","Leymus villosissimus","Leymus mollis villosissimus","Á.Löve & D.Löve (Scribn.)"
,"Lindera benzoin","Lindera benzoin (L.) Meisn.","7679961","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Lindera","Lindera benzoin","Lindera benzoin","Meisn. (L.)"
,"Linum compactum","Linum compactum A.Nelson","2873906","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum compactum","Linum compactum","A.Nelson"
,"Linum striatum","Linum striatum Walter","2873857","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum striatum","Linum striatum","Walter"
,"Linum usitatissimum","Linum usitatissimum L.","2873861","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum usitatissimum","Linum usitatissimum","L."
,"Lonicera canadensis","Lonicera canadensis Bartram ex Marshall","5334256","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera canadensis","Lonicera canadensis","Bartram ex Marshall"
,"Lupinus arbustus","Lupinus arbustus Douglas","7656180","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus arbustus","Lupinus arbustus","Douglas"
,"Lupinus arcticus","Lupinus arcticus S.Watson","2964200","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus arcticus","Lupinus arcticus","S.Watson"
,"Lupinus argenteus","Lupinus argenteus Pursh","2964374","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus argenteus","Lupinus argenteus","Pursh"
,"Lupinus bicolor","Lupinus bicolor Lindl.","2964576","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor","Lupinus bicolor","Lindl."
,"Lupinus depressus","Lupinus depressus Rydb.","2964164","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus depressus","Lupinus depressus","Rydb."
,"Lupinus kuschei","Lupinus kuschei Eastw.","2963791","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus kuschei","Lupinus kuschei","Eastw."
,"Lupinus latifolius","Lupinus latifolius Lindl. ex J.Agardh","2964478","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus latifolius","Lupinus latifolius","Lindl. ex J.Agardh"
,"Lupinus lepidus","Lupinus lepidus Douglas ex Lindl.","2963975","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus lepidus","Lupinus lepidus","Douglas ex Lindl."
,"Lupinus leucophyllus","Lupinus leucophyllus Douglas ex Lindl.","2963870","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus leucophyllus","Lupinus leucophyllus","Douglas ex Lindl."
,"Lupinus microcarpus","Lupinus microcarpus Sims","2964426","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus microcarpus","Lupinus microcarpus","Sims"
,"Lupinus oreganus","Lupinus oreganus A.Heller","2963785","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus oreganus","Lupinus oreganus","A.Heller"
